,Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,Unnamed: 13
9,LR Williams (WI),1996-2001,15,13,2,124,41,11.27,186,66.66,0,0,2,
10,Ziaur Rahman (BDESH),2013-2014,13,11,0,124,41,11.27,110,112.72,0,0,3,
11,CD de Lange (SCOT),2016-2017,13,10,4,123,26*,20.5,200,61.5,0,0,0,
12,BM Duckett (ENG),2016-2016,3,3,0,123,63,41.0,152,80.92,0,2,1,
13,GA Paterson (ZIM),1983-1987,10,10,0,123,27,12.3,327,37.61,0,0,1,
14,J Arun Lal (INDIA),1982-1989,13,13,0,122,51,9.38,232,52.58,0,1,4,
15,RL Bhudia (KENYA),2008-2009,5,5,0,122,47,24.4,124,98.38,0,0,0,
16,CRM Douglas (BMUDA),2008-2008,2,2,0,122,69,61.0,218,55.96,0,2,0,
17,BA Parchment (WI),2007-2008,7,7,0,122,48,17.42,217,56.22,0,0,0,
18,SK Gupta (KENYA),1996-2001,10,10,1,121,41,13.44,220,55.0,0,0,3,
19,GJAF Aponso (NL),1996-1996,5,4,0,120,58,30.0,247,48.58,0,1,0,
20,L Balaji (INDIA),2002-2009,30,16,6,120,21*,12.0,152,78.94,0,0,2,
21,Shahid Mahboob (PAK),1982-1984,10,6,1,119,77,23.8,194,61.34,0,1,1,
22,EJ Chatfield (NZ),1979-1989,114,48,37,118,19*,10.72,346,34.1,0,0,6,
23,DBL Powell (WI),2002-2009,55,25,3,118,48*,5.36,164,71.95,0,0,8,
24,JN Snape (ENG),2001-2002,10,7,3,118,38,29.5,173,68.2,0,0,0,
25,V Yadav (INDIA),1992-1994,19,12,2,118,34*,11.8,116,101.72,0,0,2,
26,MR Adair (IRE),2019-2019,9,8,2,117,32,19.5,101,115.84,0,0,0,
27,DH Brain (ZIM),1992-1995,23,18,4,117,27,8.35,171,68.42,0,0,2,
28,NB Mahwire (ZIM),2004-2006,23,19,8,117,22*,10.63,249,46.98,0,0,2,
29,FL Reifer (WI),1997-2009,8,8,0,117,40,14.62,229,51.09,0,0,0,
30,Arshad Ayub (INDIA),1987-1990,32,17,7,116,31*,11.6,162,71.6,0,0,1,
31,Azam Khan (PAK),1996-1998,6,5,0,116,72,23.2,177,65.53,0,1,0,
32,PH Edmonds (ENG),1977-1987,29,18,7,116,20,10.54,232,50.0,0,0,3,
33,Hamza Tariq (CAN),2011-2014,7,7,0,116,71,16.57,157,73.88,0,1,2,
34,Tauseef Ahmed (PAK),1982-1990,70,25,14,116,27*,10.54,216,53.7,0,0,3,
35,PWH de Silva (SL),2017-2019,12,10,2,115,30,14.37,111,103.6,0,0,2,
36,GK Khoda (INDIA),1998-1998,2,2,0,115,89,57.5,185,62.16,0,1,0,
37,GD McGrath (AUS/ICC),1993-2007,250,68,38,115,11,3.83,236,48.72,0,0,14,
38,MA Carberry (ENG),2013-2014,6,6,0,114,63,19.0,180,63.33,0,1,0,
39,C Carter (HKG),2015-2018,11,9,0,114,43,12.66,186,61.29,0,0,0,
40,GR Dilley (ENG),1979-1988,36,18,8,114,31*,11.4,133,85.71,0,0,2,
41,FM Engineer (INDIA),1974-1975,5,4,1,114,54*,38.0,195,58.46,0,1,0,
42,KD Ghavri (INDIA),1975-1981,19,16,6,114,20,11.4,194,58.76,0,0,1,
43,MO Jones (BMUDA),2006-2007,12,12,2,113,27,11.3,149,75.83,0,0,1,
44,DL Maddy (ENG),1998-2000,8,6,0,113,53,18.83,206,54.85,0,1,1,
45,Naved Anjum (PAK),1984-1992,13,12,3,113,30,12.55,154,73.37,0,0,1,
46,MJ Cosgrove (AUS),2006-2006,3,3,0,112,74,37.33,116,96.55,0,1,0,
47,JN Frylinck (NAM),2019-2019,5,5,2,112,60,37.33,97,115.46,0,1,0,
48,K Gore (USA),2019-2019,7,7,2,112,31,22.4,171,65.49,0,0,0,
49,Haseeb Amjad (HKG),2014-2016,7,6,1,112,42,22.4,85,131.76,0,0,1,
0,DP Hyatt (WI),2011-2011,9,9,1,112,39,14.0,188,59.57,0,0,1,
1,CT Mutombodzi (ZIM),2013-2015,11,10,1,112,27,12.44,160,70.0,0,0,0,
2,Hasan Jamil (PAK),1977-1978,6,5,0,111,28,22.2,120,92.5,0,0,0,
3,RDM Leverock (BMUDA),2006-2009,32,19,9,111,20*,11.1,382,29.05,0,0,1,
4,Shan Masood (PAK),2019-2019,5,5,0,111,50,22.2,145,76.55,0,1,1,
5,RD Brown (ZIM),1983-1987,7,7,0,110,38,15.71,334,32.93,0,0,0,
6,BJ McCarthy (IRE),2016-2019,27,18,4,110,18,7.85,201,54.72,0,0,2,
7,Rashid Khan (PAK),1980-1985,29,15,7,110,17,13.75,173,63.58,0,0,0,
8,MG Burmester (ZIM),1992-1995,8,7,1,109,39,18.16,207,52.65,0,0,0,
9,CL Smith (ENG),1984-1984,4,4,0,109,70,27.25,240,45.41,0,1,0,
10,CG Williams (NAM),2019-2019,5,5,1,109,36*,27.25,181,60.22,0,0,0,
11,DS Airee (NEPAL),2018-2019,6,6,0,108,40,18.0,158,68.35,0,0,1,
12,MJ McClenaghan (NZ),2013-2016,48,14,10,108,34*,27.0,138,78.26,0,0,0,
13,SS McKechnie (HKG),2017-2018,8,8,1,108,29,15.42,193,55.95,0,0,2,
14,R Murray (ZIM),2018-2018,5,5,1,108,47,27.0,178,60.67,0,0,0,
15,Hamid Hassan (AFG),2009-2019,38,22,6,107,17,6.68,195,54.87,0,0,4,
16,SJ Rhodes (ENG),1989-1995,9,8,2,107,56,17.83,150,71.33,0,1,0,
17,G Cook (ENG),1981-1983,6,6,0,106,32,17.66,261,40.61,0,0,0,
18,CR Foggo (BMUDA),2008-2008,4,4,0,106,60,26.5,174,60.91,0,1,0,
19,KO Meth (ZIM),2006-2012,11,8,0,106,53,13.25,183,57.92,0,1,2,
20,Faruk Ahmed (BDESH),1988-1999,7,7,0,105,57,15.0,273,38.46,0,1,1,
21,AS Joseph (WI),2016-2019,22,10,6,105,29*,26.25,126,83.33,0,0,1,
22,RK Kleinveldt (SA),2013-2013,10,7,0,105,43,15.0,124,84.67,0,0,1,
23,TJ Laughlin (AUS),1978-1979,6,5,1,105,74,26.25,160,65.62,0,1,0,
24,PM Toohey (AUS),1978-1979,5,4,2,105,54*,52.5,133,78.94,0,1,0,
25,CD Collymore (WI),1999-2007,84,35,17,104,13*,5.77,261,39.84,0,0,8,
26,D Elgar (SA),2012-2018,8,7,1,104,42,17.33,177,58.75,0,0,0,
27,BP Nash (WI),2008-2009,9,7,3,104,39*,26.0,141,73.75,0,0,0,
28,RP Singh (INDIA),2005-2011,58,20,10,104,23,10.4,242,42.97,0,0,3,
29,K Birkenstock (NAM),2019-2019,5,5,0,103,61,20.6,193,53.36,0,1,2,
30,MW Priest (NZ),1990-1998,18,14,4,103,24,10.3,225,45.77,0,0,2,
31,G Toka (PNG),2019-2019,7,6,0,103,29,17.16,190,54.21,0,0,0,
32,JW Wilson (NZ),1993-2005,6,6,1,103,44*,20.6,112,91.96,0,0,1,
33,Ehsan Khan (HKG),2016-2018,15,12,3,102,27*,11.33,228,44.73,0,0,2,
34,Waqas Barkat (HKG),2014-2018,10,10,2,102,27,12.75,184,55.43,0,0,3,
35,D Wiese (SA),2015-2016,6,6,1,102,41*,20.4,115,88.69,0,0,0,
36,Arshad Laeeq (UAE),1994-1996,6,6,1,101,43*,20.2,215,46.97,0,0,1,
37,XJ Doherty (AUS),2010-2015,60,23,16,101,15*,14.42,184,54.89,0,0,2,
38,ERNS Fernando (SL),1983-1983,7,5,0,101,36,20.2,216,46.75,0,0,2,
39,RO Hinds (WI),2001-2004,14,9,3,101,18*,16.83,170,59.41,0,0,0,
40,WR James (ZIM),1992-1996,11,8,1,101,29,14.42,255,39.6,0,0,1,
41,Kuldeep Yadav (INDIA),2017-2019,56,20,12,101,19,12.62,173,58.38,0,0,1,
42,TA Lloyd (ENG),1984-1984,3,3,0,101,49,33.66,228,44.29,0,0,0,
43,Tabarak Dar (HKG),2004-2008,4,4,0,101,36,25.25,175,57.71,0,0,0,
44,GB Troup (NZ),1976-1985,22,12,8,101,39,25.25,140,72.14,0,0,0,
45,S Amarnath (INDIA),1978-1978,3,3,0,100,62,33.33,119,84.03,0,1,0,
46,S Elworthy (SA),1998-2002,39,16,8,100,23,12.5,160,62.5,0,0,3,
47,AC Evans (SCOT),2009-2019,36,18,8,100,28,10.0,157,63.69,0,0,2,
48,MG Hughes (AUS),1988-1993,33,17,8,100,20,11.11,134,74.62,0,0,3,
49,Shahzaib Hasan (PAK),2010-2010,3,3,0,100,50,33.33,113,88.49,0,1,0,
0,NMK Smith (ENG),1996-1996,7,6,1,100,31,20.0,132,75.75,0,0,0,
1,A Zampa (AUS),2016-2019,48,20,5,100,22,6.66,159,62.89,0,0,3,
2,Akshay Homraj (USA),2019-2019,4,4,0,99,34,24.75,135,73.33,0,0,0,
3,LV Garrick (WI),2001-2001,3,3,0,99,76,33.0,204,48.52,0,1,0,
4,AFG Griffith (WI),1996-2000,9,8,1,99,47,14.14,177,55.93,0,0,0,
5,Irfan Ahmed (HKG),2008-2014,6,6,0,99,37,16.5,125,79.2,0,0,1,
6,BC Rose (ENG),1977-1977,2,2,0,99,54,49.5,210,47.14,0,1,0,
7,Saad Nasim (PAK),2015-2015,3,3,1,99,77*,49.5,124,79.83,0,1,1,
8,Sandeep Goud (OMAN),2019-2019,5,4,1,99,67*,33.0,112,88.39,0,1,2,
9,DCC Borden (BMUDA),2006-2008,12,11,4,98,24,14.0,195,50.25,0,0,2,
10,GJ Crocker (ZIM),1992-1993,6,5,1,98,50,24.5,105,93.33,0,1,0,
11,EJ Gray (NZ),1984-1988,10,7,1,98,38,16.33,230,42.6,0,0,0,
12,LR Johnson (WI),2008-2015,6,6,0,98,51,16.33,175,56.0,0,1,1,
13,I Maraj (CAN),2003-2003,6,6,1,98,53*,19.6,264,37.12,0,1,2,
14,Mohammad Ishaq (UAE),1994-1996,5,5,1,98,51*,24.5,130,75.38,0,1,0,
15,GC Small (ENG),1987-1992,53,24,9,98,18*,6.53,188,52.12,0,0,6,
16,Sohrawordi Shuvo (BDESH),2010-2011,17,10,3,98,20*,14.0,135,72.59,0,0,0,
17,GM Ewing (ZIM),2004-2005,7,7,0,97,46,13.85,137,70.8,0,0,2,
18,AL Kandappah (CAN),2007-2007,2,2,1,97,69*,97.0,156,62.17,0,1,0,
19,RB Kerr (AUS),1985-1985,4,4,1,97,87*,32.33,159,61.0,0,1,0,
20,Manzoor Akhtar (PAK),1997-1998,7,4,0,97,44,24.25,147,65.98,0,0,0,
21,Azhar Hossain (BDESH),1988-1990,7,7,0,96,54,13.71,266,36.09,0,1,0,
22,MP Bicknell (ENG),1990-1991,7,6,2,96,31*,24.0,104,92.3,0,0,0,
23,RE van der Merwe (NL/SA),2009-2019,15,8,3,96,57,19.2,95,101.05,0,1,1,
24,Aamer Yamin (PAK),2015-2018,4,3,2,95,62,95.0,96,98.95,0,1,0,
25,D Daesrath (CAN),2012-2013,4,3,0,95,40,31.66,137,69.34,0,0,0,
26,AA Donald (SA),1991-2003,164,40,18,95,13,4.31,279,34.05,0,0,12,
27,Mohammad Tauqir (UAE),2004-2015,11,9,2,95,55,13.57,164,57.92,0,1,0,
28,HK Olonga (ZIM),1995-2003,50,27,14,95,31,7.3,163,58.28,0,0,6,
29,JS Patel (NZ),2005-2017,43,15,8,95,34,13.57,162,58.64,0,0,1,
30,KL Tucker (BMUDA),2006-2007,12,12,2,95,34,9.5,246,38.61,0,0,1,
31,Aarif Sheikh (NEPAL),2018-2019,6,6,1,94,29,18.8,176,53.4,0,0,1,
32,PC de Silva (SL),2014-2017,7,7,1,94,44,15.66,112,83.92,0,0,0,
33,VC Drakes (WI),1995-2004,34,17,5,94,25,7.83,174,54.02,0,0,2,
34,GFJ Liebenberg (SA),1995-1998,4,4,0,94,39,23.5,199,47.23,0,0,0,
35,Mohammed Qasim (UAE),2017-2017,5,5,0,94,41,18.8,188,50.0,0,0,0,
36,LJ Tucker (IRE),2019-2019,5,5,1,94,56,23.5,103,91.26,0,1,1,
37,S Abid Ali (INDIA),1974-1975,5,3,0,93,70,31.0,132,70.45,0,1,0,
38,Kabir Ali (ENG),2003-2006,14,9,3,93,39*,15.5,108,86.11,0,0,2,
39,PVD Chameera (SL),2015-2019,23,14,7,93,19*,13.28,150,62.0,0,0,1,
40,MR Gillespie (NZ),2006-2009,32,14,8,93,28,15.5,118,78.81,0,0,1,
41,V Mehra (UAE),1994-1996,6,6,1,92,43,18.4,202,45.54,0,0,0,
42,BC Strang (ZIM),1995-2001,49,26,8,92,18,5.11,220,41.81,0,0,5,
43,SJ Harmison (ENG),2002-2009,58,25,14,91,18*,8.27,141,64.53,0,0,3,
44,JV Harris (CAN),2003-2003,6,6,0,91,31,15.16,204,44.6,0,0,0,
45,SG Peall (ZIM),1992-1996,21,15,1,91,21,6.5,150,60.66,0,0,4,
46,DP Samaraweera (SL),1993-1994,5,4,0,91,49,22.75,169,53.84,0,0,0,
47,RT Lyons (SCOT),2006-2010,25,14,10,90,28,22.5,147,61.22,0,0,0,
48,GB Murgatroyd (NAM),2003-2003,6,6,0,90,52,15.0,145,62.06,0,1,2,
49,A Nao (PNG),2017-2019,13,11,9,90,46,45.0,83,108.43,0,0,0,
0,A Ratra (INDIA),2002-2002,12,8,1,90,30,12.85,127,70.86,0,0,0,
1,Aamer Hanif (PAK),1993-1995,5,4,2,89,36*,44.5,128,69.53,0,0,0,
2,FA Allen (WI),2018-2019,12,10,3,89,51,12.71,101,88.11,0,1,1,
3,Bilawal Bhatti (PAK),2013-2015,10,7,1,89,39,14.83,75,118.66,0,0,1,
4,JJ van der Wath (SA),2006-2007,10,8,2,89,37*,14.83,70,127.14,0,0,3,
5,VB Chandrasekhar (INDIA),1988-1990,7,7,0,88,53,12.57,162,54.32,0,1,0,
6,NK Patel (USA),2019-2019,6,5,0,88,40,17.6,134,65.67,0,0,0,
7,Raees Ahmadzai (AFG),2009-2010,5,4,1,88,39,29.33,137,64.23,0,0,0,
8,AJ Traicos (ZIM),1983-1993,27,17,9,88,19,11.0,175,50.28,0,0,1,
9,Anil Dalpat (PAK),1984-1986,15,10,3,87,37,12.42,136,63.97,0,0,1,
10,H Hiri (PNG),2016-2019,7,7,3,87,31*,21.75,137,63.5,0,0,1,
11,K Jethi (CAN),2008-2008,3,3,1,87,46*,43.5,79,110.12,0,0,0,
12,Suraj Kumar (OMAN),2019-2019,5,4,1,87,35*,29.0,144,60.41,0,0,0,
13,RM Ellison (ENG),1984-1986,14,12,4,86,24,10.75,110,78.18,0,0,0,
14,BD Julien (WI),1973-1977,12,8,2,86,26*,14.33,148,58.1,0,0,1,
15,EH Mattis (WI),1981-1981,2,2,0,86,62,43.0,190,45.26,0,1,0,
16,AD Mullally (ENG),1996-2001,50,25,10,86,20,5.73,238,36.13,0,0,6,
17,RK Paudel (NEPAL),2018-2019,4,4,0,86,55,21.5,111,77.47,0,1,0,
18,WB Rankin (ENG/IRE),2007-2019,73,32,19,86,18*,6.61,198,43.43,0,0,4,
19,R Vinay Kumar (INDIA),2010-2013,31,13,4,86,27*,9.55,146,58.9,0,0,2,
20,BV Vitori (ZIM),2011-2018,24,14,3,86,20*,7.81,90,95.55,0,0,5,
21,W Watson (NZ),1986-1994,61,24,13,86,21,7.81,180,47.77,0,0,3,
22,PB Dassanayake (SL),1993-1994,16,10,2,85,20*,10.62,142,59.85,0,0,0,
23,PJC Hoffmann (SCOT),2006-2007,18,14,3,85,31,7.72,69,123.18,0,0,3,
24,KAD Hurdle (BMUDA),2006-2007,19,13,5,85,22,10.62,101,84.15,0,0,2,
25,SI Mahmood (ENG),2004-2009,26,15,4,85,22*,7.72,101,84.15,0,0,3,
26,KJ Barnett (ENG),1988-1988,1,1,0,84,84,84.0,146,57.53,0,1,0,
27,IG Butler (NZ),2002-2010,26,13,5,84,25,10.5,154,54.54,0,0,2,
28,SF Dukanwala (UAE),1996-1996,5,4,2,84,40*,42.0,139,60.43,0,0,0,
29,VB John (SL),1982-1987,45,19,10,84,15,9.33,152,55.26,0,0,3,
30,GI Maiden (SCOT),2010-2011,7,6,2,84,31,21.0,133,63.15,0,0,1,
31,Saqib Ali (UAE),2008-2014,5,5,1,84,25*,21.0,129,65.11,0,0,0,
32,Younis Ahmed (PAK),1987-1987,2,2,0,84,58,42.0,151,55.62,0,1,0,
33,OAC Banks (WI),2003-2005,5,5,0,83,33,16.6,149,55.7,0,0,0,
34,GH Bodi (SA),2007-2007,2,2,0,83,51,41.5,132,62.87,0,1,0,
35,AG Davies (SCOT),1999-1999,5,5,1,83,32,20.75,154,53.89,0,0,1,
36,LHD Dilhara (SL),2005-2013,9,9,0,83,29,9.22,107,77.57,0,0,1,
37,DJM Short (AUS),2018-2018,4,4,1,83,47*,27.66,99,83.83,0,0,1,
38,R Strydom (IRE),2008-2008,9,6,0,83,37,13.83,155,53.54,0,0,0,
39,RGD Willis (ENG),1973-1984,64,22,14,83,24,10.37,157,52.86,0,0,4,
40,RR David (CAN),2008-2010,4,3,0,82,48,27.33,170,48.23,0,0,0,
41,C Hemraj (WI),2018-2018,6,6,0,82,32,13.66,98,83.67,0,0,0,
42,LJ Koen (SA),1997-2000,5,5,0,82,28,16.4,169,48.52,0,0,1,
43,DB Kotze (NAM),2003-2003,6,6,1,82,27,16.4,135,60.74,0,0,0,
44,Nasir Aziz (UAE),2014-2015,5,3,0,82,60,27.33,125,65.6,0,1,0,
45,RD Robinson (AUS),1977-1977,2,2,0,82,70,41.0,143,57.34,0,1,0,
46,MC Henriques (AUS),2009-2017,11,10,1,81,18,9.0,119,68.06,0,0,0,
47,Mahbubul Alam (BDESH),2009-2009,5,2,0,81,59,40.5,71,114.08,0,1,0,
48,AM Phangiso (SA),2013-2016,21,13,2,81,20,7.36,162,50.0,0,0,3,
49,GA Rogers (SCOT),2006-2008,13,8,3,81,26,16.2,169,47.92,0,0,1,
0,Shahid Wasif (HKG),2016-2018,10,7,0,81,45,11.57,163,49.69,0,0,1,
1,JJ Smit (NAM),2019-2019,5,5,1,81,33,20.25,114,71.05,0,0,0,
2,S Sriram (INDIA),2000-2004,8,7,1,81,57,13.5,135,60.0,0,1,1,
3,Syed Rasel (BDESH),2005-2010,52,27,11,81,15,5.06,185,43.78,0,0,5,
4,JNT Vare (PNG),2014-2018,9,9,1,81,28,10.12,110,73.63,0,0,0,
5,Jai P Yadav (INDIA),2002-2005,12,7,3,81,69,20.25,123,65.85,0,1,2,
6,Aftab Alam (AFG),2010-2019,27,17,10,80,16*,11.42,107,74.76,0,0,3,
7,G Goudie (SCOT),2008-2013,16,11,3,80,23,10.0,99,80.8,0,0,2,
8,TR Gripper (ZIM),2001-2003,8,8,0,80,26,10.0,187,42.78,0,0,1,
9,Hammad Azam (PAK),2011-2015,11,7,2,80,36,16.0,131,61.06,0,0,0,
10,PWE Rawson (ZIM),1983-1987,10,8,3,80,24*,16.0,123,65.04,0,0,1,
11,SK Sharma (INDIA),1988-1990,23,12,4,80,28,10.0,135,59.25,0,0,2,
12,TD Astle (NZ),2017-2019,9,5,2,79,49,26.33,77,102.59,0,0,0,
13,S Badrinath (INDIA),2008-2011,7,6,1,79,27*,15.8,172,45.93,0,0,0,
14,Shahadat Hossain (BDESH),2006-2013,51,27,17,79,16*,7.9,151,52.31,0,0,3,
15,MHN Walker (AUS),1974-1981,17,11,3,79,20,9.87,170,46.47,0,0,1,
16,UT Yadav (INDIA),2010-2018,75,24,14,79,18*,7.9,134,58.95,0,0,4,
17,AC Dale (AUS),1997-2000,30,12,8,78,15*,19.5,136,57.35,0,0,1,
18,MF Kent (AUS),1981-1981,5,5,1,78,33,19.5,133,58.64,0,0,0,
19,Mustafizur Rahman (BDESH),2015-2019,56,27,17,78,18*,7.8,136,57.35,0,0,4,
20,MW Rushmere (SA),1992-1992,4,4,0,78,35,19.5,174,44.82,0,0,0,
21,Sami Aslam (PAK),2015-2016,4,4,0,78,45,19.5,117,66.66,0,0,0,
22,MH Tissera (SL),1975-1975,3,3,0,78,52,26.0,147,53.06,0,1,0,
23,NM Lyon (AUS),2012-2019,29,14,10,77,30,19.25,83,92.77,0,0,1,
24,KJ Abbott (SA),2013-2016,28,13,4,76,23,8.44,126,60.31,0,0,1,
25,TL Best (WI),2004-2014,26,16,8,76,24,9.5,125,60.8,0,0,1,
26,SS Cottrell (WI),2015-2019,30,14,7,76,17,10.85,103,73.78,0,0,1,
27,IG Holland (USA),2019-2019,4,4,0,76,44,19.0,92,82.6,0,0,0,
28,CA Lynn (AUS),2017-2018,4,4,0,75,44,18.75,89,84.26,0,0,1,
29,AP Sheahan (AUS),1972-1972,3,3,0,75,50,25.0,124,60.48,0,1,0,
30,KDK Vithanage (SL),2013-2014,6,6,1,75,27,15.0,90,83.33,0,0,0,
31,NG Jones (IRE),2010-2011,14,9,4,74,25*,14.8,102,72.54,0,0,0,
32,MS Kasprowicz (AUS),1995-2005,43,13,9,74,28*,18.5,89,83.14,0,0,2,
33,PWA Mulder (SA),2017-2019,10,8,3,74,19*,14.8,89,83.14,0,0,0,
34,MM Patel (INDIA),2006-2011,70,27,16,74,15,6.72,112,66.07,0,0,4,
35,Yasir Arafat (PAK),2000-2009,11,8,3,74,27,14.8,110,67.27,0,0,0,
36,FH Edwards (WI),2003-2009,50,22,14,73,13,9.12,160,45.62,0,0,2,
37,CK Langeveldt (SA),2001-2010,72,21,10,73,12,6.63,124,58.87,0,0,1,
38,EB McSweeney (NZ),1986-1987,16,14,5,73,18*,8.11,119,61.34,0,0,2,
39,GR Sealy (CAN),1979-1979,3,3,0,73,45,24.33,149,48.99,0,0,0,
40,CS Serjeant (AUS),1977-1978,3,3,0,73,46,24.33,158,46.2,0,0,0,
41,R Telemachus (SA),1998-2006,37,15,3,73,29,6.08,94,77.65,0,0,2,
42,AL Wadekar (INDIA),1974-1974,2,2,0,73,67,36.5,90,81.11,0,1,0,
43,DS Weerakkody (SL),2017-2017,3,3,0,73,58,24.33,66,110.6,0,1,0,
44,G Blakeney (BMUDA),2009-2009,2,2,0,72,42,36.0,69,104.34,0,0,0,
45,TG Hogan (AUS),1983-1984,16,12,4,72,27,9.0,95,75.78,0,0,1,
46,BA Murphy (ZIM),2000-2003,31,17,8,72,20*,8.0,130,55.38,0,0,1,
47,OL Pitcher (BMUDA),2007-2007,5,5,0,72,30,14.4,217,33.17,0,0,1,
48,I Sharma (INDIA),2007-2016,80,28,13,72,13,4.8,203,35.46,0,0,5,
49,S Viswanath (INDIA),1985-1988,22,12,4,72,23*,9.0,139,51.79,0,0,0,
0,CJ Adams (ENG),1998-2000,5,4,0,71,42,17.75,144,49.3,0,0,0,
1,DI Allan (KENYA),2011-2013,5,5,0,71,27,14.2,153,46.4,0,0,0,
2,SA Edwards (NL),2018-2019,4,3,1,71,44*,35.5,81,87.65,0,0,0,
3,EH Hutchinson (USA),2019-2019,4,3,1,71,42*,35.5,49,144.89,0,0,0,
4,MJG Rippon (NL),2013-2018,6,4,1,71,51,23.66,112,63.39,0,1,0,
5,JDF Vandersay (SL),2015-2019,12,7,1,71,25,11.83,166,42.77,0,0,1,
6,KED Carroll (IRE),2007-2007,6,6,0,70,28,11.66,126,55.55,0,0,1,
7,SR Gillespie (NZ),1986-1988,19,11,5,70,18*,11.66,106,66.03,0,0,1,
8,Shuvagata Hom (BDESH),2011-2011,4,3,1,70,35*,35.0,86,81.39,0,0,0,
9,MJ Smith (ENG),1973-1974,5,5,0,70,31,14.0,159,44.02,0,0,1,
10,RD Steede (BMUDA),2006-2008,8,7,1,70,20,11.66,142,49.29,0,0,0,
11,Ashraf Ali (PAK),1980-1985,16,9,5,69,19*,17.25,135,51.11,0,0,1,
12,SR Clark (AUS),2005-2009,39,12,7,69,16*,13.8,88,78.4,0,0,1,
13,AC Dawson (SA),1998-2004,19,7,4,69,23*,23.0,67,102.98,0,0,0,
14,Y Goonasekera (SL),1983-1983,3,3,0,69,35,23.0,104,66.34,0,0,0,
15,SP Khakurel (NEPAL),2018-2018,2,2,0,69,50,34.5,130,53.07,0,1,0,
16,Mujeeb Ur Rahman (AFG),2017-2019,40,21,10,69,15,6.27,79,87.34,0,0,7,
17,TP Visee (NL),2019-2019,2,2,0,69,41,34.5,56,123.21,0,0,0,
18,FS Crockwell (BMUDA),2009-2009,2,2,0,68,45,34.0,104,65.38,0,0,0,
19,TGJ Gruijters (NL),2010-2013,5,4,1,68,32,22.66,116,58.62,0,0,0,
20,OJ Hairs (SCOT),2010-2010,5,5,0,68,27,13.6,100,68.0,0,0,0,
21,Iftikhar Ahmed (PAK),2015-2019,4,4,2,68,32*,34.0,73,93.15,0,0,0,
22,RK Illingworth (ENG),1991-1996,25,11,5,68,14,11.33,119,57.14,0,0,0,
23,Jatinder Singh (OMAN),2019-2019,5,5,0,68,23,13.6,137,49.63,0,0,1,
24,Junaid Khan (PAK),2011-2019,76,31,17,68,25,4.85,127,53.54,0,0,6,
25,SO Ngoche (KENYA),2010-2014,14,12,3,68,28,7.55,119,57.14,0,0,4,
26,Nurul Hasan (BDESH),2016-2016,2,2,0,68,44,34.0,70,97.14,0,0,0,
27,JA Richardson (AUS),2018-2019,12,7,2,68,29,13.6,84,80.95,0,0,0,
28,M Sheikh (KENYA),1997-2000,21,15,5,68,15*,6.8,123,55.28,0,0,2,
29,SJ Cook (SA),1991-1993,4,4,0,67,35,16.75,118,56.77,0,0,1,
30,SG Davies (ZIM),1996-1996,4,4,0,67,45,16.75,173,38.72,0,0,0,
31,Junaid Siddiqui (CAN),2011-2014,9,8,3,67,25,13.4,144,46.52,0,0,1,
32,N Madziva (ZIM),2014-2016,12,12,3,67,25,7.44,138,48.55,0,0,2,
33,HJC Mol (NL),2002-2008,11,9,1,67,23,8.37,183,36.61,0,0,2,
34,Nadeem Ahmed (HKG),2004-2018,25,16,4,67,14,5.58,151,44.37,0,0,1,
35,V Pollard (NZ),1973-1974,3,2,0,67,55,33.5,145,46.2,0,1,0,
36,Shapoor Zadran (AFG),2009-2019,44,27,17,67,17,6.7,160,41.87,0,0,4,
37,IS Sodhi (NZ),2015-2019,31,13,2,67,24,6.09,88,76.13,0,0,4,
38,Waqas Khan (HKG),2015-2017,8,5,1,67,35*,16.75,137,48.9,0,0,0,
39,PR Adams (SA),1996-2003,24,9,5,66,33*,16.5,124,53.22,0,0,2,
40,Akhtar Sarfraz (PAK),1997-1998,4,4,0,66,25,16.5,99,66.66,0,0,0,
41,RJ Bright (AUS),1974-1986,11,8,4,66,19*,16.5,122,54.09,0,0,1,
42,Sharafuddin Ashraf (AFG),2014-2019,17,10,3,66,21,9.42,100,66.0,0,0,2,
43,OO Bascome (BMUDA),2008-2008,6,6,0,65,20,10.83,145,44.82,0,0,0,
44,KCG Benjamin (WI),1992-1996,26,13,7,65,17,10.83,80,81.25,0,0,1,
45,RD King (WI),1998-2005,50,23,14,65,12*,7.22,203,32.01,0,0,5,
46,RG Petrie (NZ),1990-1991,12,8,3,65,21,13.0,109,59.63,0,0,1,
47,Saeed Azad (PAK),1995-1996,4,4,0,65,31,16.25,131,49.61,0,0,0,
48,VA Holder (WI),1973-1978,12,6,1,64,30,12.8,85,75.29,0,0,1,
49,H Osinde (CAN),2006-2013,42,28,13,64,21*,4.26,130,49.23,0,0,7,
0,KF Semple (WI),1999-1999,7,6,0,64,23,10.66,165,38.78,0,0,0,
1,RO Hussain (SCOT),2006-2010,8,8,1,63,17,9.00,143,44.05,0,0,0,
2,PD McGlashan (NZ),2009-2009,4,2,1,63,56*,63.00,51,123.52,0,1,0,
3,MQ Sheikh (SCOT),2008-2010,7,7,1,63,23,10.50,140,45.0,0,0,0,
4,Taijul Islam (BDESH),2014-2019,6,4,1,63,39*,21.00,77,81.81,0,0,0,
