Id,MSSubClass,MSZoning,LotArea,LotConfig,BldgType,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,BsmtFinSF2,TotalBsmtSF,SalePrice
1344,60,RL,11103,Corner,1Fam,5,2006,2006,VinylSd,0,728,155835
1345,30,RM,6000,Inside,1Fam,4,1920,1950,MetalSd,0,960,108500
1346,20,RL,20781,CulDSac,1Fam,7,1968,2003,BrkFace,68,1568,262500
1347,20,RL,15306,Corner,1Fam,5,2006,2007,VinylSd,0,1732,283463
1348,20,RL,16196,Inside,1Fam,5,1998,1998,VinylSd,0,1482,215000
1349,70,RM,5250,Inside,1Fam,5,1872,1987,MetalSd,0,684,122000
1350,90,RL,11643,Inside,Duplex,5,1969,1969,MetalSd,0,1248,200000
1351,60,RL,9247,Inside,1Fam,6,1962,1962,HdBoard,0,858,171000
1352,50,RM,6000,Inside,1Fam,9,1937,2000,MetalSd,0,698,134900
1353,50,RL,14720,CulDSac,1Fam,5,1995,1996,VinylSd,0,2033,410000
1354,60,RL,10316,Inside,1Fam,5,2000,2000,VinylSd,0,992,235000
1355,80,RL,10192,Inside,1Fam,6,1968,1992,MetalSd,0,570,170000
1356,20,RL,9477,Corner,1Fam,5,1966,1966,HdBoard,0,864,110000
1357,20,RL,12537,CulDSac,1Fam,6,1971,2008,VinylSd,0,1078,149900
1358,160,FV,2117,Inside,Twnhs,5,2000,2000,MetalSd,0,756,177500
1359,20,RL,16737,FR3,1Fam,5,2004,2005,VinylSd,0,1980,315000
1360,70,RL,9842,Inside,1Fam,6,1921,1998,MetalSd,0,612,189000
1361,20,RL,16158,Inside,1Fam,5,2005,2005,VinylSd,0,1530,260000
1362,50,RL,12513,FR2,1Fam,4,1920,2007,VinylSd,0,715,104900
1363,60,RL,8499,Inside,1Fam,5,2006,2007,VinylSd,0,616,156932
1364,160,FV,3180,Inside,TwnhsE,5,2005,2005,MetalSd,0,600,144152
1365,60,FV,7500,Inside,1Fam,5,2000,2000,VinylSd,0,814,216000
1366,60,RL,9179,Inside,1Fam,5,1999,1999,VinylSd,0,873,193000
1367,160,RM,2665,Inside,TwnhsE,6,1977,1977,CemntBd,173,757,127000
1368,120,RM,4435,Inside,TwnhsE,5,2003,2004,VinylSd,0,848,144000
1369,20,RL,10635,FR2,1Fam,5,2003,2003,VinylSd,972,1657,232000
1370,50,RL,5400,Corner,1Fam,6,1920,1950,CBlock,105,840,105000
1371,80,RL,9600,Inside,1Fam,6,1955,1996,AsbShng,0,992,165500
1372,60,RL,9750,Corner,1Fam,6,1998,1998,VinylSd,0,1108,274300
1373,20,RL,11400,Inside,1Fam,5,2001,2002,VinylSd,0,2633,466500
1374,60,FV,10625,Inside,1Fam,5,2005,2005,CemntBd,0,1026,250000
1375,20,RL,10991,Inside,1Fam,5,2007,2007,VinylSd,0,1571,239000
1376,30,RL,6292,Inside,1Fam,5,1930,1950,Wd Sdng,0,768,91000
1377,50,RL,10998,Inside,1Fam,5,1941,1960,Wd Sdng,420,984,117000
1378,160,RM,1953,Inside,Twnhs,5,1973,1973,HdBoard,0,483,83000
1379,80,RL,9735,Inside,1Fam,5,2006,2007,VinylSd,0,384,167500
1380,30,RL,8212,Inside,1Fam,3,1914,1950,Stucco,0,864,58500
1381,20,RL,12925,Corner,1Fam,7,1970,1970,BrkFace,0,1205,237500
1382,70,RM,7200,Corner,1Fam,7,1920,1950,Wd Sdng,0,596,157000
1383,30,RL,25339,Inside,1Fam,7,1918,2007,Wd Sdng,0,816,112000
1384,50,RL,9060,Inside,1Fam,5,1939,1950,WdShing,0,560,105000
1385,50,RM,5436,Inside,1Fam,8,1922,2007,VinylSd,0,796,125500
1386,60,RL,16692,Inside,1Fam,5,1978,1978,Plywood,469,1392,250000
1387,50,RM,8520,Inside,1Fam,7,1916,1950,Stucco,546,714,136000
1388,20,RL,14892,CulDSac,1Fam,5,2006,2007,VinylSd,0,1746,377500
1389,50,RM,6000,Inside,1Fam,6,1941,1950,Wd Sdng,0,735,131000
1390,20,RL,9100,Inside,1Fam,5,2000,2000,VinylSd,0,1525,235000
1391,90,RL,8944,Inside,Duplex,5,1967,1967,Plywood,0,1584,124000
1392,85,RL,7838,Inside,1Fam,5,1967,1967,HdBoard,0,864,123000
1393,190,RM,10800,Inside,2fmCon,7,1905,2000,Wd Sdng,0,482,163000
1394,120,RL,4045,Inside,TwnhsE,5,2006,2006,VinylSd,0,1356,246578
1395,60,RL,12665,Inside,1Fam,5,2005,2006,VinylSd,0,1094,281213
1396,20,RL,57200,Inside,1Fam,5,1948,1950,Wd Sdng,334,747,160000
1397,70,RM,6120,Inside,1Fam,8,1920,2004,MetalSd,0,939,137500
1398,50,RL,7200,Inside,1Fam,4,1950,1982,VinylSd,352,1208,138000
1399,50,RL,6171,Inside,1Fam,6,1925,1990,WdShing,0,976,137450
1400,50,RM,6000,Corner,1Fam,7,1929,1950,WdShing,0,862,120000
1401,60,RL,7415,Inside,1Fam,5,2004,2004,VinylSd,0,839,193000
1402,20,RL,6762,Inside,1Fam,5,2006,2006,VinylSd,0,1286,193879
1403,20,RL,15256,CulDSac,1Fam,5,2007,2007,VinylSd,0,1485,282922
1404,50,RL,10410,Corner,1Fam,4,1915,1950,Wd Sdng,0,672,105000
1405,120,RM,3842,Inside,TwnhsE,5,2004,2005,CemntBd,0,1594,275000
1406,85,RL,8445,Corner,1Fam,7,1972,2007,HdBoard,0,768,133000
1407,20,RL,8780,Corner,1Fam,5,1985,1985,HdBoard,0,833,112000
1408,70,RM,7740,Inside,1Fam,7,1910,1950,VinylSd,0,622,125500
1409,60,RL,20544,CulDSac,1Fam,6,1986,1991,Plywood,0,791,215000
1410,60,RL,12420,Inside,1Fam,5,2001,2001,VinylSd,0,944,230000
1411,50,RL,9600,Inside,1Fam,8,1950,2005,VinylSd,0,856,140000
1412,90,RL,7200,Inside,Duplex,5,1949,1950,BrkFace,0,0,90000
1413,20,RL,10994,Corner,1Fam,5,2005,2006,VinylSd,0,1844,257000
1414,50,RL,13053,Inside,1Fam,7,1923,2000,Wd Sdng,0,833,207000
1415,120,RL,3635,Inside,TwnhsE,5,2007,2007,VinylSd,0,1386,175900
1416,190,RM,11340,Inside,2fmCon,6,1885,1950,VinylSd,0,777,122500
1417,60,RL,16545,Inside,1Fam,5,1998,1998,VinylSd,0,1284,340000
1418,20,RL,9204,Inside,1Fam,5,1963,1963,HdBoard,872,1144,124000
1419,20,RL,16381,Inside,1Fam,5,1969,1969,Plywood,0,1844,223000
1420,60,RL,11700,Corner,1Fam,6,1968,1968,HdBoard,0,708,179900
1421,120,RL,4043,Inside,TwnhsE,5,1977,1977,Plywood,0,1069,127500
1422,120,RM,4435,Inside,TwnhsE,5,2003,2003,VinylSd,0,848,136500
1423,80,RL,19690,CulDSac,1Fam,7,1966,1966,Plywood,0,697,274970
1424,20,RL,9503,Inside,1Fam,5,1958,1983,HdBoard,374,1024,144000
1425,20,RL,10721,Inside,1Fam,6,1959,1959,HdBoard,0,1252,142000
1426,60,RL,10944,Inside,1Fam,5,1994,1994,VinylSd,0,1223,271000
1427,50,RL,10930,Inside,1Fam,6,1945,1950,MetalSd,0,913,140000
1428,30,RM,7200,Corner,1Fam,7,1940,1992,MetalSd,0,788,119000
1429,20,RL,12546,Corner,1Fam,7,1981,1981,MetalSd,0,1440,182900
1430,60,RL,21930,Inside,1Fam,5,2005,2005,VinylSd,0,732,192140
1431,120,RL,4928,Inside,TwnhsE,6,1976,1976,Plywood,0,958,143750
1432,30,RL,10800,Inside,1Fam,6,1927,2007,Wd Sdng,0,656,64500
1433,60,RL,10261,Inside,1Fam,5,2000,2000,VinylSd,0,936,186500
1434,20,RL,17400,Inside,1Fam,5,1977,1977,BrkFace,0,1126,160000
1435,20,RL,8400,Inside,1Fam,9,1962,2005,Wd Sdng,0,1319,174000
1436,20,RL,9000,FR2,1Fam,6,1971,1971,HdBoard,0,864,120500
1437,20,RL,12444,FR2,1Fam,5,2008,2008,VinylSd,0,1932,394617
1438,20,RM,7407,Inside,1Fam,7,1957,1996,MetalSd,0,912,149700
1439,60,RL,11584,Inside,1Fam,6,1979,1979,HdBoard,110,539,197000
1440,70,RL,11526,Inside,1Fam,7,1922,1994,MetalSd,0,588,191000
1441,120,RM,4426,Inside,TwnhsE,5,2004,2004,VinylSd,0,848,149300
1442,60,FV,11003,Inside,1Fam,5,2008,2008,VinylSd,0,1017,310000
1443,30,RL,8854,Inside,1Fam,6,1916,1950,Wd Sdng,0,952,121000
1444,20,RL,8500,FR2,1Fam,5,2004,2004,VinylSd,0,1422,179600
1445,85,RL,8400,Inside,1Fam,5,1966,1966,VinylSd,627,814,129000
1446,20,RL,26142,CulDSac,1Fam,7,1962,1962,HdBoard,0,1188,157900
1447,60,RL,10000,Inside,1Fam,5,1995,1996,VinylSd,0,1220,240000
1448,50,RL,11767,Inside,1Fam,7,1910,2000,MetalSd,0,560,112000
1449,180,RM,1533,Inside,Twnhs,7,1970,1970,CemntBd,0,630,92000
1450,90,RL,9000,FR2,Duplex,5,1974,1974,VinylSd,0,896,136000
1451,20,RL,9262,Inside,1Fam,5,2008,2009,CemntBd,0,1573,287090
1452,180,RM,3675,Inside,TwnhsE,5,2005,2005,VinylSd,0,547,145000
1453,20,RL,17217,Inside,1Fam,5,2006,2006,VinylSd,0,1140,84500
1454,20,FV,7500,Inside,1Fam,5,2004,2005,VinylSd,0,1221,185000
1455,60,RL,7917,Inside,1Fam,5,1999,2000,VinylSd,0,953,175000
1456,20,RL,13175,Inside,1Fam,6,1978,1988,Plywood,163,1542,210000
1457,70,RL,9042,Inside,1Fam,9,1941,2006,CemntBd,0,1152,266500
1458,20,RL,9717,Inside,1Fam,6,1950,1996,MetalSd,1029,1078,142125
1459,20,RL,9937,Inside,1Fam,6,1965,1965,HdBoard,290,1256,147500
1460,20,RH,11622,Inside,1Fam,6,1961,1961,VinylSd,144,882,
1461,20,RL,14267,Corner,1Fam,6,1958,1958,Wd Sdng,0,1329,
1462,60,RL,13830,Inside,1Fam,5,1997,1998,VinylSd,0,928,
1463,60,RL,9978,Inside,1Fam,6,1998,1998,VinylSd,0,926,
1464,120,RL,5005,Inside,TwnhsE,5,1992,1992,HdBoard,0,1280,
1465,60,RL,10000,Corner,1Fam,5,1993,1994,HdBoard,0,763,
1466,20,RL,7980,Inside,1Fam,7,1992,2007,HdBoard,0,1168,
1467,60,RL,8402,Inside,1Fam,5,1998,1998,VinylSd,0,789,
1468,20,RL,10176,Inside,1Fam,5,1990,1990,HdBoard,0,1300,
1469,20,RL,8400,Corner,1Fam,5,1970,1970,Plywood,78,882,
1470,120,RH,5858,FR2,TwnhsE,5,1999,1999,MetalSd,0,1405,
1471,160,RM,1680,Inside,Twnhs,5,1971,1971,HdBoard,0,483,
1472,160,RM,1680,Inside,Twnhs,5,1971,1971,HdBoard,0,525,
1473,160,RL,2280,FR2,Twnhs,6,1975,1975,Plywood,0,855,
1474,120,RL,2280,FR2,Twnhs,6,1975,1975,Plywood,0,836,
1475,60,RL,12858,Inside,1Fam,5,2009,2010,VinylSd,0,1590,
1476,20,RL,12883,Corner,1Fam,5,2009,2010,VinylSd,0,1544,
1477,20,RL,11520,Inside,1Fam,5,2005,2005,VinylSd,0,1698,
1478,20,RL,14122,Inside,1Fam,5,2005,2006,CemntBd,0,1822,
1479,20,RL,14300,Inside,1Fam,5,2003,2004,VinylSd,0,2846,
1480,60,RL,13650,Corner,1Fam,5,2002,2002,VinylSd,0,1671,
1481,120,RL,7132,Inside,TwnhsE,5,2006,2006,VinylSd,0,1370,
1482,20,RL,18494,Corner,1Fam,5,2005,2005,VinylSd,0,1324,
1483,120,RL,3203,Inside,TwnhsE,5,2006,2006,VinylSd,0,1145,
1484,80,RL,13300,Inside,1Fam,5,2004,2004,VinylSd,0,384,
1485,60,RL,8577,Inside,1Fam,5,2004,2004,VinylSd,0,847,
1486,60,RL,17433,CulDSac,1Fam,5,1998,1998,VinylSd,0,1629,
1487,20,RL,8987,Inside,1Fam,5,2005,2006,VinylSd,0,1595,
1488,20,FV,9215,Inside,1Fam,5,2009,2010,VinylSd,0,1218,
1489,20,FV,10440,Corner,1Fam,5,2005,2005,VinylSd,0,1468,
1490,60,RL,11920,Inside,1Fam,5,2004,2004,VinylSd,0,831,
1491,30,RH,9800,Corner,1Fam,5,1920,1950,Wd Sdng,0,816,
1492,20,RL,15410,CulDSac,1Fam,6,1974,2002,Plywood,859,1208,
1493,60,RL,13143,Inside,1Fam,5,1993,1993,HdBoard,981,1231,
1494,60,RL,11134,Inside,1Fam,5,1992,1993,HdBoard,0,1390,
1495,120,FV,4835,CulDSac,TwnhsE,5,2004,2005,MetalSd,0,1488,
1496,160,FV,3515,Inside,TwnhsE,5,2004,2004,VinylSd,0,840,
1497,160,FV,3215,Inside,TwnhsE,5,2004,2004,MetalSd,0,600,
1498,160,FV,2544,Inside,Twnhs,5,2004,2005,MetalSd,42,600,
1499,160,FV,2544,Inside,Twnhs,5,2005,2005,VinylSd,0,600,
1500,160,FV,2980,Corner,TwnhsE,5,2000,2000,MetalSd,0,756,
1501,160,FV,2403,FR2,TwnhsE,5,2003,2003,VinylSd,0,530,
1502,20,FV,12853,Inside,1Fam,5,2010,2010,CemntBd,0,1642,
1503,60,FV,7379,Inside,1Fam,5,2000,2000,VinylSd,0,975,
1504,20,FV,8000,Inside,1Fam,5,2002,2002,VinylSd,0,1492,
1505,20,RL,10456,Inside,1Fam,6,1967,1967,HdBoard,0,1829,
1506,60,RL,10791,Inside,1Fam,5,1993,1993,MetalSd,0,1280,
1507,50,RL,18837,Inside,1Fam,5,1978,1978,MetalSd,46,1224,
1508,60,RL,9600,Inside,1Fam,6,1971,1971,MetalSd,0,715,
1509,20,RL,9600,Inside,1Fam,5,1966,1966,VinylSd,0,1232,
1510,20,RL,9900,Corner,1Fam,5,1966,1966,HdBoard,0,1209,
1511,20,RL,9680,Inside,1Fam,6,1967,1967,Wd Sdng,0,1510,
1512,80,RL,10600,Inside,1Fam,5,1964,1964,HdBoard,0,533,
1513,90,RL,13260,Inside,Duplex,6,1962,2001,HdBoard,0,1728,
1514,50,RL,9724,Inside,1Fam,7,1952,2002,MetalSd,0,1140,
1515,50,RL,17360,Corner,1Fam,6,1949,1950,MetalSd,0,782,
1516,85,RL,11380,Inside,1Fam,8,1966,2008,HdBoard,0,1080,
1517,90,RL,8267,Corner,Duplex,5,1958,1958,HdBoard,0,1604,
1518,20,RL,8197,Inside,1Fam,5,2003,2009,VinylSd,0,1480,
1519,20,RL,8050,Inside,1Fam,5,1959,1959,MetalSd,162,1143,
1520,20,RL,10725,Inside,1Fam,5,1959,1959,MetalSd,0,1206,
1521,20,RL,10032,Inside,1Fam,5,1959,1959,Wd Sdng,0,1244,
1522,50,RL,8382,Inside,1Fam,5,1956,1956,MetalSd,0,832,
1523,20,RL,10950,Inside,1Fam,7,1952,1952,WdShing,0,864,
1524,20,RL,10895,Corner,1Fam,6,1955,1955,MetalSd,0,972,
1525,190,RL,13587,Inside,2fmCon,5,1958,1958,MetalSd,0,988,
1526,30,RL,7898,Corner,1Fam,7,1920,1994,MetalSd,0,576,
1527,50,RL,8064,Inside,1Fam,8,1948,2004,WdShing,174,816,
1528,20,RL,7635,Corner,1Fam,6,1960,1960,BrkFace,350,1175,
1529,20,RL,9760,Inside,1Fam,7,1963,1984,Wd Sdng,263,1395,
1530,50,RM,4800,Corner,1Fam,5,1900,1954,Wd Sdng,0,709,
1531,30,RM,4485,Inside,1Fam,7,1920,1950,Wd Sdng,0,936,
1532,20,RM,5805,Inside,1Fam,7,1957,1957,MetalSd,1073,1347,
1533,45,RM,6900,Corner,1Fam,7,1938,2000,MetalSd,0,827,
1534,50,RM,11851,Inside,1Fam,7,1948,2009,VinylSd,0,1027,
1535,50,RM,8239,Inside,1Fam,6,1920,1962,MetalSd,0,1008,
1536,30,RM,9656,Inside,1Fam,2,1923,1970,AsbShng,0,678,
1537,70,RM,9600,Corner,1Fam,9,1900,2003,Wd Sdng,0,930,
1538,70,RM,9000,Inside,1Fam,9,1890,2002,Wd Sdng,0,346,
1539,190,RM,9045,Inside,2fmCon,3,1910,1950,MetalSd,0,840,
1540,70,RM,10560,Inside,1Fam,7,1922,1994,Wd Sdng,0,738,
1541,50,RM,5830,Corner,1Fam,6,1950,1997,MetalSd,0,988,
1542,75,RL,7793,Corner,1Fam,7,1922,2005,Wd Sdng,0,1108,
1543,30,RM,5000,Inside,1Fam,7,1925,1950,MetalSd,0,765,
1544,50,RM,6000,Inside,1Fam,7,1939,1950,MetalSd,12,608,
1545,50,RM,6000,Inside,1Fam,6,1940,1950,MetalSd,0,572,
1546,50,RM,6360,Corner,1Fam,6,1942,1950,MetalSd,159,835,
1547,50,RM,6000,Inside,1Fam,7,1948,1950,Wd Sdng,0,780,
1548,50,RM,6240,Inside,1Fam,7,1936,1980,VinylSd,0,528,
1549,50,RM,6240,Inside,1Fam,5,1930,1950,MetalSd,0,928,
1550,30,RM,6120,Inside,1Fam,5,1923,1950,Wd Sdng,0,1124,
1551,50,RM,8094,Inside,1Fam,5,1915,1950,MetalSd,0,888,
1552,70,RM,12900,Inside,1Fam,8,1912,2009,Wd Sdng,0,780,
1553,70,RM,3068,Inside,1Fam,8,1920,1993,VinylSd,0,662,
1554,20,RL,15263,Inside,1Fam,5,1959,1959,HdBoard,0,1422,
1555,50,RL,10632,Inside,1Fam,3,1917,1950,Wd Sdng,0,689,
1556,190,RL,9900,Inside,2fmCon,4,1915,1950,Wd Sdng,0,1212,
1557,50,RL,6001,Inside,1Fam,5,1940,1950,VinylSd,0,600,
1558,70,C (all),6449,Inside,1Fam,1,1907,1950,Wd Sdng,0,707,
1559,190,RH,6048,Corner,2fmCon,7,1910,1950,Wd Sdng,0,856,
1560,90,RL,10773,Inside,Duplex,3,1967,1967,Plywood,0,1832,
1561,20,RL,7800,Inside,1Fam,7,1966,2008,HdBoard,474,864,
1562,20,RL,7832,Inside,1Fam,5,1968,1968,HdBoard,0,864,
1563,90,RL,7424,Inside,Duplex,5,1978,1978,Plywood,0,1319,
1564,60,RL,11227,Inside,1Fam,5,1968,1968,HdBoard,453,720,
1565,20,RL,20062,Inside,1Fam,7,1977,2001,Wd Sdng,0,1420,
1566,30,RL,9259,Corner,1Fam,4,1927,1950,Wd Sdng,0,660,
1567,60,RL,17082,CulDSac,1Fam,5,1978,1992,VinylSd,0,1117,
1568,50,RL,18600,Inside,1Fam,4,1938,1990,Wd Sdng,684,972,
1569,20,RL,11479,Inside,1Fam,7,1950,1987,Wd Sdng,387,663,
1570,50,RL,9350,Inside,1Fam,6,1947,1979,WdShing,0,756,
1571,20,RL,9525,Inside,1Fam,7,1954,1998,WdShing,0,1172,
1572,20,RL,17485,Inside,1Fam,5,2009,2010,VinylSd,0,1508,
1573,20,RL,11200,CulDSac,1Fam,3,1964,1964,Wd Sdng,0,1250,
1574,20,RL,11980,Inside,1Fam,5,1987,1987,Plywood,0,1433,
1575,60,RL,12361,CulDSac,1Fam,7,1993,1993,VinylSd,0,946,
1576,20,RL,7360,Inside,1Fam,5,2010,2010,VinylSd,0,1222,
1577,50,RL,14235,Inside,1Fam,8,1900,1993,Wd Sdng,0,676,
1578,85,RL,11105,Corner,1Fam,5,1996,1996,VinylSd,0,870,
1579,60,RL,9337,Inside,1Fam,5,1997,1998,VinylSd,0,878,
1580,20,RL,15240,FR2,1Fam,8,1977,2004,CemntBd,688,1026,
1581,20,RL,7480,Inside,1Fam,6,1972,1972,Wd Sdng,0,876,
1582,20,RL,10389,Inside,1Fam,5,2003,2003,CemntBd,0,1978,
1583,60,RL,9375,Inside,1Fam,5,1997,1997,VinylSd,0,1040,
1584,120,RM,4435,Inside,TwnhsE,5,2003,2003,VinylSd,0,848,
1585,30,RL,8777,Inside,1Fam,6,1945,2007,VinylSd,0,0,
1586,20,RL,8842,Corner,1Fam,6,1954,1954,VinylSd,0,381,
1587,20,RL,10044,CulDSac,1Fam,6,1968,1968,MetalSd,0,1196,
1588,50,RL,11792,Inside,1Fam,5,1948,1950,VinylSd,0,744,
1589,80,RL,6305,Inside,1Fam,6,1975,1975,Plywood,0,1008,
1590,20,RL,6410,Inside,1Fam,5,1958,1958,WdShing,0,960,
1591,30,RL,4853,Inside,1Fam,6,1924,1999,MetalSd,0,1107,
1592,30,RL,7890,Corner,1Fam,6,1939,1950,Wd Sdng,0,856,
1593,90,RH,7200,Inside,Duplex,6,1967,1967,Plywood,0,0,
1594,50,RL,9839,Inside,1Fam,2,1931,1950,VinylSd,0,894,
1595,50,RL,10452,Inside,1Fam,6,1941,1985,Wd Sdng,252,1528,
1596,90,RL,15600,Inside,Duplex,6,1950,1991,VinylSd,0,1032,
1597,80,RL,19645,FR2,1Fam,6,1994,2007,VinylSd,0,423,
1598,120,RM,3907,Inside,TwnhsE,6,1989,1989,HdBoard,0,982,
1599,120,RM,3907,Inside,TwnhsE,5,1989,1989,HdBoard,0,1191,
1600,30,RM,8154,Inside,1Fam,5,1941,1950,Wd Sdng,0,480,
1601,50,RM,9140,Inside,1Fam,5,1921,1975,Wd Sdng,0,629,
1602,30,C (all),8712,Corner,1Fam,7,1896,1950,Wd Sdng,0,756,
1603,120,RM,3811,Corner,TwnhsE,5,2004,2005,CemntBd,0,1594,
1604,60,RL,11050,Inside,1Fam,5,1998,1999,VinylSd,0,1049,
1605,80,RL,9620,Inside,1Fam,7,1977,1977,Plywood,0,1243,
1606,90,RL,12760,Inside,Duplex,5,1976,1976,Plywood,0,1958,
1607,20,RL,11896,Corner,1Fam,5,2008,2008,VinylSd,0,1336,
1608,20,RL,9803,Inside,1Fam,5,2009,2010,VinylSd,0,1214,
1609,60,RL,9802,Inside,1Fam,5,2006,2007,VinylSd,0,384,
1610,20,RL,15300,Inside,1Fam,5,1965,1977,Plywood,0,1068,
1611,20,RL,10114,Inside,1Fam,5,2004,2005,VinylSd,0,1430,
1612,20,RL,11875,Inside,1Fam,5,1999,1999,VinylSd,0,1344,
1613,120,RM,2394,Inside,Twnhs,6,1973,1973,CemntBd,0,945,
1614,160,RM,1476,Inside,Twnhs,7,1970,1970,CemntBd,0,546,
1615,160,RM,1900,Inside,TwnhsE,4,1970,1970,CemntBd,0,546,
1616,160,RM,1890,Inside,TwnhsE,6,1972,1972,CemntBd,0,546,
1617,20,RL,6953,Inside,1Fam,7,1971,2004,VinylSd,0,864,
1618,20,RL,12887,Inside,1Fam,7,1984,1984,VinylSd,590,833,
1619,90,RL,7700,Inside,Duplex,2,1985,1986,HdBoard,0,1216,
1620,60,RL,10475,Inside,1Fam,5,1991,1991,HdBoard,0,624,
1621,50,RL,10544,Inside,1Fam,5,1969,1969,HdBoard,0,864,
1622,20,RL,9892,Inside,1Fam,5,1994,1995,VinylSd,284,1679,
1623,60,RL,12961,Inside,1Fam,5,1993,1994,VinylSd,0,1152,
1624,20,RL,13008,Inside,1Fam,5,1956,1956,MetalSd,0,882,
1625,20,RL,10200,Inside,1Fam,5,1974,1974,Plywood,0,1434,
1626,60,RL,10179,Corner,1Fam,5,1997,1997,VinylSd,0,945,
1627,60,RL,11792,Inside,1Fam,5,2003,2003,VinylSd,0,1008,
1628,80,RL,8400,Inside,1Fam,5,1996,1997,HdBoard,0,384,
1629,120,RL,7296,CulDSac,TwnhsE,5,2004,2005,CemntBd,0,2208,
1630,120,RL,7380,Corner,1Fam,5,1998,1998,CemntBd,0,1418,
1631,120,RL,8013,Corner,TwnhsE,5,1995,1996,CemntBd,0,1587,
1632,80,RL,8923,Inside,1Fam,5,1998,1998,VinylSd,0,384,
1633,60,RL,7500,Inside,1Fam,5,1998,1999,VinylSd,0,952,
1634,60,RL,8803,Inside,1Fam,5,1994,1995,HdBoard,0,707,
1635,20,RL,7250,Inside,1Fam,5,1993,1993,HdBoard,0,1181,
1636,60,RL,11900,Inside,1Fam,6,1977,1977,HdBoard,0,1122,
1637,60,RL,13250,Inside,1Fam,6,1978,1978,HdBoard,0,832,
1638,20,RL,10928,Inside,1Fam,6,1978,1986,VinylSd,0,1427,
1639,60,RL,12388,Inside,1Fam,7,1980,1991,Plywood,0,1043,
1640,20,RL,11088,Inside,1Fam,5,1978,1998,HdBoard,0,1140,
1641,60,FV,7000,Inside,1Fam,5,2003,2003,CemntBd,0,926,
1642,60,FV,7500,Inside,1Fam,5,2000,2001,VinylSd,0,1058,
1643,60,FV,8470,Corner,1Fam,5,2002,2002,VinylSd,276,972,
1644,20,RL,9373,CulDSac,1Fam,7,1975,1975,HdBoard,168,1621,
1645,20,RL,10140,Inside,1Fam,6,1974,1974,Plywood,0,1116,
1646,20,RL,11050,Corner,1Fam,5,1975,1975,Plywood,0,1176,
1647,20,RL,7830,Inside,1Fam,5,1970,1970,HdBoard,0,1180,
1648,20,RL,8510,Inside,1Fam,7,1971,1971,Plywood,0,1043,
1649,20,RL,7038,Inside,1Fam,6,1970,1970,VinylSd,0,864,
1650,20,RL,9000,FR2,1Fam,7,1971,2006,VinylSd,0,864,
1651,160,RM,1680,Inside,Twnhs,5,1973,1973,HdBoard,0,483,
1652,160,RM,1680,Inside,Twnhs,6,1972,1972,HdBoard,294,483,
1653,160,RL,2308,FR2,TwnhsE,5,1976,1976,Plywood,0,804,
1654,120,RL,2280,FR2,Twnhs,5,1975,1975,Plywood,622,1057,
1655,160,RL,2349,Inside,Twnhs,5,1977,1977,Plywood,0,855,
1656,160,RL,2364,Inside,TwnhsE,5,1978,1978,Plywood,0,804,
1657,160,RL,2364,Inside,TwnhsE,5,1978,1978,Plywood,0,855,
1658,120,RL,2104,Inside,TwnhsE,6,1976,1976,Plywood,0,836,
1659,20,RL,10710,Inside,1Fam,7,1966,2004,HdBoard,0,864,
1660,60,RL,14257,Inside,1Fam,5,2007,2007,VinylSd,0,1776,
1661,60,RL,12350,Inside,1Fam,5,2009,2009,VinylSd,0,1365,
1662,20,RL,12350,Inside,1Fam,5,2008,2008,VinylSd,0,2020,
1663,20,RL,13693,Inside,1Fam,5,2007,2007,VinylSd,0,2630,
1664,20,RL,11578,Inside,1Fam,5,2008,2008,VinylSd,0,1736,
1665,20,RL,16870,FR3,1Fam,5,2004,2005,VinylSd,0,1782,
1666,60,RL,23303,CulDSac,1Fam,5,2007,2007,VinylSd,0,1508,
1667,20,RL,10367,Inside,1Fam,5,2008,2008,VinylSd,0,1739,
1668,20,RL,10872,Inside,1Fam,5,2006,2006,VinylSd,0,1504,
1669,20,RL,13514,Corner,1Fam,5,2008,2008,VinylSd,0,1774,
1670,20,RL,12878,Corner,1Fam,5,2003,2004,VinylSd,0,1760,
1671,20,RL,15274,Corner,1Fam,5,2003,2003,VinylSd,0,2452,
1672,60,RL,13262,Inside,1Fam,5,2003,2004,VinylSd,0,1082,
1673,20,RL,9658,Inside,1Fam,5,2006,2006,VinylSd,0,1598,
1674,120,RL,6904,Inside,TwnhsE,5,2005,2005,VinylSd,0,1358,
1675,120,RL,5122,Inside,Twnhs,5,2005,2005,VinylSd,0,1306,
1676,120,RL,10307,Inside,TwnhsE,5,2007,2008,VinylSd,0,1350,
1677,20,RL,14836,Inside,1Fam,5,2004,2005,CemntBd,0,2492,
1678,20,RL,15262,Corner,1Fam,5,2003,2004,VinylSd,0,2200,
1679,120,RL,7390,Inside,TwnhsE,5,2008,2009,MetalSd,0,1884,
1680,120,RL,6472,Inside,TwnhsE,5,2008,2008,VinylSd,0,1451,
1681,20,RL,16770,Corner,1Fam,5,2002,2003,VinylSd,0,1712,
1682,120,RL,3480,Inside,TwnhsE,5,2003,2003,VinylSd,0,1405,
1683,60,RL,10928,Inside,1Fam,5,2005,2005,VinylSd,0,728,
1684,60,RL,8918,Inside,1Fam,5,2005,2006,VinylSd,0,745,
