year_film,year_ceremony,ceremony,category,name,film,winner
1935,1936,8,ASSISTANT DIRECTOR,Sherry Shourds,A Midsummer Night's Dream,False
1935,1936,8,CINEMATOGRAPHY,Ray June,Barbary Coast,False
1935,1936,8,CINEMATOGRAPHY,Victor Milner,The Crusades,False
1935,1936,8,CINEMATOGRAPHY,Gregg Toland,Les Miserables,False
1935,1936,8,CINEMATOGRAPHY,Hal Mohr,A Midsummer Night's Dream,True
1935,1936,8,DANCE DIRECTION,Busby Berkeley,Gold Diggers of 1935,False
1935,1936,8,DANCE DIRECTION,Bobby Connolly,Go into Your Dance;,False
1935,1936,8,DANCE DIRECTION,Dave Gould,Broadway Melody of 1936;,True
1935,1936,8,DANCE DIRECTION,Sammy Lee,King of Burlesque,False
1935,1936,8,DANCE DIRECTION,Hermes Pan,Top Hat,False
1935,1936,8,DANCE DIRECTION,LeRoy Prinz,Big Broadcast of 1936;,False
1935,1936,8,DANCE DIRECTION,Benjamin Zemach,She,False
1935,1936,8,DIRECTING,Michael Curtiz,Captain Blood,False
1935,1936,8,DIRECTING,John Ford,The Informer,True
1935,1936,8,DIRECTING,Henry Hathaway,The Lives of a Bengal Lancer,False
1935,1936,8,DIRECTING,Frank Lloyd,Mutiny on the Bounty,False
1935,1936,8,FILM EDITING,Robert J. Kern,David Copperfield,False
1935,1936,8,FILM EDITING,George Hively,The Informer,False
1935,1936,8,FILM EDITING,Barbara McLean,Les Miserables,False
1935,1936,8,FILM EDITING,Ellsworth Hoagland,The Lives of a Bengal Lancer,False
1935,1936,8,FILM EDITING,Ralph Dawson,A Midsummer Night's Dream,True
1935,1936,8,FILM EDITING,Margaret Booth,Mutiny on the Bounty,False
1935,1936,8,MUSIC (Scoring),"Warner Bros.-First National Studio Music Department, Leo Forbstein, head of department  (Score by Erich Wolfgang Korngold)",Captain Blood,False
1935,1936,8,MUSIC (Scoring),"RKO Radio Studio Music Department, Max Steiner, head of department  (Score by Max Steiner)",The Informer,True
1935,1936,8,MUSIC (Scoring),"Metro-Goldwyn-Mayer Studio Music Department, Nat W. Finston, head of department  (Score by Herbert Stothart)",Mutiny on the Bounty,False
1935,1936,8,MUSIC (Scoring),"Paramount Studio Music Department, Irvin Talbot, head of department  (Score by Ernst Toch)",Peter Ibbetson,False
1935,1936,8,MUSIC (Song),Music and Lyrics by Irving Berlin,Top Hat,False
1935,1936,8,MUSIC (Song),Music by Jerome Kern; Lyrics by Dorothy Fields and Jimmy McHugh,Roberta,False
1935,1936,8,MUSIC (Song),Music by Harry Warren; Lyrics by Al Dubin,Gold Diggers of 1935,True
1935,1936,8,OUTSTANDING PRODUCTION,RKO Radio,Alice Adams,False
1935,1936,8,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Broadway Melody of 1936,False
1935,1936,8,OUTSTANDING PRODUCTION,Cosmopolitan,Captain Blood,False
1935,1936,8,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,David Copperfield,False
1935,1936,8,OUTSTANDING PRODUCTION,RKO Radio,The Informer,False
1935,1936,8,OUTSTANDING PRODUCTION,20th Century,Les Miserables,False
1935,1936,8,OUTSTANDING PRODUCTION,Paramount,The Lives of a Bengal Lancer,False
1935,1936,8,OUTSTANDING PRODUCTION,Warner Bros.,A Midsummer Night's Dream,False
1935,1936,8,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Mutiny on the Bounty,True
1935,1936,8,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Naughty Marietta,False
1935,1936,8,OUTSTANDING PRODUCTION,Paramount,Ruggles of Red Gap,False
1935,1936,8,OUTSTANDING PRODUCTION,RKO Radio,Top Hat,False
1935,1936,8,SHORT SUBJECT (Cartoon),Harman-Ising,The Calico Dragon,False
1935,1936,8,SHORT SUBJECT (Cartoon),"Walt Disney, Producer",Three Orphan Kittens,True
1935,1936,8,SHORT SUBJECT (Cartoon),"Walt Disney, Producer",Who Killed Cock Robin?,False
1935,1936,8,SHORT SUBJECT (Comedy),"Jack Chertok, Producer",How to Sleep,True
1935,1936,8,SHORT SUBJECT (Comedy),"Jules White, Producer","Oh, My Nerves",False
1935,1936,8,SHORT SUBJECT (Comedy),"Hal Roach, Producer",Tit for Tat,False
1935,1936,8,SHORT SUBJECT (Novelty),"Pete Smith, Producer",Audioscopiks,False
1935,1936,8,SHORT SUBJECT (Novelty),Universal,Camera Thrills,False
1935,1936,8,SHORT SUBJECT (Novelty),Gaumont British and Skibo Productions,Wings over Mt. Everest,True
1935,1936,8,SOUND RECORDING,"Universal Studio Sound Department, Gilbert Kurland, Sound Director",Bride of Frankenstein,False
1935,1936,8,SOUND RECORDING,"Warner Bros.-First National Studio Sound Department, Nathan Levinson, Sound Director",Captain Blood,False
1935,1936,8,SOUND RECORDING,"United Artists Studio Sound Department, Thomas T. Moulton, Sound Director",The Dark Angel,False
1935,1936,8,SOUND RECORDING,"RKO Radio Studio Sound Department, Carl Dreher, Sound Director",I Dream Too Much,False
1935,1936,8,SOUND RECORDING,"Paramount Studio Sound Department, Franklin B. Hansen, Sound Director",The Lives of a Bengal Lancer,False
1935,1936,8,SOUND RECORDING,"Columbia Studio Sound Department, John Livadary, Sound Director",Love Me Forever,False
1935,1936,8,SOUND RECORDING,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",Naughty Marietta,True
1935,1936,8,SOUND RECORDING,Republic Studio Sound Department,"$1,000 a Minute",False
1935,1936,8,SOUND RECORDING,"20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director",Thanks a Million,False
1935,1936,8,WRITING (Original Story),Moss Hart,Broadway Melody of 1936,False
1935,1936,8,WRITING (Original Story),Gregory Rogers,G-Men,False
1935,1936,8,WRITING (Original Story),"Don Hartman, Stephen Avery",The Gay Deception,False
1935,1936,8,WRITING (Original Story),"Ben Hecht, Charles MacArthur",The Scoundrel,True
1935,1936,8,WRITING (Screenplay),Casey Robinson,Captain Blood,False
1935,1936,8,WRITING (Screenplay),Dudley Nichols,The Informer,True
1935,1936,8,WRITING (Screenplay),"Screenplay by Waldemar Young, John L. Balderston, Achmed Abdullah;  Adaptation by Grover Jones, William Slavens McNutt",The Lives of a Bengal Lancer,False
1935,1936,8,WRITING (Screenplay),"Talbot Jennings, Jules Furthman, Carey Wilson",Mutiny on the Bounty,False
1935,1936,8,SPECIAL AWARD, David Wark Griffith,,True
1936,1937,9,ACTOR,Gary Cooper,Mr. Deeds Goes to Town,False
1936,1937,9,ACTOR,Walter Huston,Dodsworth,False
1936,1937,9,ACTOR,Paul Muni,The Story of Louis Pasteur,True
1936,1937,9,ACTOR,William Powell,My Man Godfrey,False
1936,1937,9,ACTOR,Spencer Tracy,San Francisco,False
1936,1937,9,ACTOR IN A SUPPORTING ROLE,Mischa Auer,My Man Godfrey,False
1936,1937,9,ACTOR IN A SUPPORTING ROLE,Walter Brennan,Come and Get It,True
1936,1937,9,ACTOR IN A SUPPORTING ROLE,Stuart Erwin,Pigskin Parade,False
1936,1937,9,ACTOR IN A SUPPORTING ROLE,Basil Rathbone,Romeo and Juliet,False
1936,1937,9,ACTOR IN A SUPPORTING ROLE,Akim Tamiroff,The General Died at Dawn,False
1936,1937,9,ACTRESS,Irene Dunne,Theodora Goes Wild,False
1936,1937,9,ACTRESS,Gladys George,Valiant Is the Word for Carrie,False
1936,1937,9,ACTRESS,Carole Lombard,My Man Godfrey,False
1936,1937,9,ACTRESS,Luise Rainer,The Great Ziegfeld,True
1936,1937,9,ACTRESS,Norma Shearer,Romeo and Juliet,False
1936,1937,9,ACTRESS IN A SUPPORTING ROLE,Beulah Bondi,The Gorgeous Hussy,False
1936,1937,9,ACTRESS IN A SUPPORTING ROLE,Alice Brady,My Man Godfrey,False
1936,1937,9,ACTRESS IN A SUPPORTING ROLE,Bonita Granville,These Three,False
1936,1937,9,ACTRESS IN A SUPPORTING ROLE,Maria Ouspenskaya,Dodsworth,False
1936,1937,9,ACTRESS IN A SUPPORTING ROLE,Gale Sondergaard,Anthony Adverse,True
1936,1937,9,ART DIRECTION,Anton Grot,Anthony Adverse,False
1936,1937,9,ART DIRECTION,Richard Day,Dodsworth,True
1936,1937,9,ART DIRECTION,"Cedric Gibbons, Eddie Imazu, Edwin B. Willis",The Great Ziegfeld,False
1936,1937,9,ART DIRECTION,William S. Darling,Lloyds of London,False
1936,1937,9,ART DIRECTION,"Albert S. D'Agostino, Jack Otterson",The Magnificent Brute,False
1936,1937,9,ART DIRECTION,"Cedric Gibbons, Fredric Hope, Edwin B. Willis",Romeo and Juliet,False
1936,1937,9,ART DIRECTION,Perry Ferguson,Winterset,False
1936,1937,9,ASSISTANT DIRECTOR,William Cannon,Anthony Adverse,False
1936,1937,9,ASSISTANT DIRECTOR,Jack Sullivan,The Charge of the Light Brigade,True
1936,1937,9,ASSISTANT DIRECTOR,Eric G. Stacey,The Garden of Allah,False
1936,1937,9,ASSISTANT DIRECTOR,Clem Beauchamp,The Last of the Mohicans,False
1936,1937,9,ASSISTANT DIRECTOR,Joseph Newman,San Francisco,False
1936,1937,9,CINEMATOGRAPHY,Gaetano Gaudio,Anthony Adverse,True
1936,1937,9,CINEMATOGRAPHY,Victor Milner,The General Died at Dawn,False
1936,1937,9,CINEMATOGRAPHY,George Folsey,The Gorgeous Hussy,False
1936,1937,9,DANCE DIRECTION,Busby Berkeley,Gold Diggers of 1937,False
1936,1937,9,DANCE DIRECTION,Bobby Connolly,Cain and Mabel,False
1936,1937,9,DANCE DIRECTION,Seymour Felix,The Great Ziegfeld,True
1936,1937,9,DANCE DIRECTION,Dave Gould,Born to Dance,False
1936,1937,9,DANCE DIRECTION,Jack Haskell,One in a Million,False
1936,1937,9,DANCE DIRECTION,Russell Lewis,Dancing Pirate,False
1936,1937,9,DANCE DIRECTION,Hermes Pan,Swing Time,False
1936,1937,9,DIRECTING,William Wyler,Dodsworth,False
1936,1937,9,DIRECTING,Robert Z. Leonard,The Great Ziegfeld,False
1936,1937,9,DIRECTING,Frank Capra,Mr. Deeds Goes to Town,True
1936,1937,9,DIRECTING,Gregory La Cava,My Man Godfrey,False
1936,1937,9,DIRECTING,W. S. Van Dyke,San Francisco,False
1936,1937,9,FILM EDITING,Ralph Dawson,Anthony Adverse,True
1936,1937,9,FILM EDITING,Edward Curtiss,Come and Get It,False
1936,1937,9,FILM EDITING,William S. Gray,The Great Ziegfeld,False
1936,1937,9,FILM EDITING,Barbara McLean,Lloyds of London,False
1936,1937,9,FILM EDITING,Conrad A. Nervig,A Tale of Two Cities,False
1936,1937,9,FILM EDITING,Otto Meyer,Theodora Goes Wild,False
1936,1937,9,MUSIC (Scoring),"Warner Bros. Studio Music Department, Leo Forbstein, head of department  (Score by Erich Wolfgang Korngold)",Anthony Adverse,True
1936,1937,9,MUSIC (Scoring),"Warner Bros. Studio Music Department, Leo Forbstein, head of department  (Score by Max Steiner)",The Charge of the Light Brigade,False
1936,1937,9,MUSIC (Scoring),"Selznick International Pictures Music Department, Max Steiner, head of department  (Score by Max Steiner)",The Garden of Allah,False
1936,1937,9,MUSIC (Scoring),"Paramount Studio Music Department, Boris Morros, head of department  (Score by Werner Janssen)",The General Died at Dawn,False
1936,1937,9,MUSIC (Scoring),"RKO Radio Studio Music Department, Nathaniel Shilkret, head of department  (Score by Nathaniel Shilkret)",Winterset,False
1936,1937,9,MUSIC (Song),Music by Walter Donaldson; Lyrics by Harold Adamson,Suzy,False
1936,1937,9,MUSIC (Song),Music and Lyrics by Cole Porter,Born to Dance,False
1936,1937,9,MUSIC (Song),Music by Louis Alter; Lyrics by Sidney Mitchell,Trail of the Lonesome Pine,False
1936,1937,9,MUSIC (Song),Music by Arthur Johnston; Lyrics by Johnny Burke,Pennies from Heaven,False
1936,1937,9,MUSIC (Song),Music by Jerome Kern; Lyrics by Dorothy Fields,Swing Time,True
1936,1937,9,MUSIC (Song),Music by Richard A. Whiting; Lyrics by Walter Bullock,"Sing, Baby, Sing",False
1936,1937,9,OUTSTANDING PRODUCTION,Warner Bros.,Anthony Adverse,False
1936,1937,9,OUTSTANDING PRODUCTION,Samuel Goldwyn Productions,Dodsworth,False
1936,1937,9,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,The Great Ziegfeld,True
1936,1937,9,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Libeled Lady,False
1936,1937,9,OUTSTANDING PRODUCTION,Columbia,Mr. Deeds Goes to Town,False
1936,1937,9,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Romeo and Juliet,False
1936,1937,9,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,San Francisco,False
1936,1937,9,OUTSTANDING PRODUCTION,Cosmopolitan,The Story of Louis Pasteur,False
1936,1937,9,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,A Tale of Two Cities,False
1936,1937,9,OUTSTANDING PRODUCTION,Universal,Three Smart Girls,False
1936,1937,9,SHORT SUBJECT (Cartoon),"Walt Disney, Producer",The Country Cousin,True
1936,1937,9,SHORT SUBJECT (Cartoon),Harman-Ising,Old Mill Pond,False
1936,1937,9,SHORT SUBJECT (Cartoon),Paramount,Sinbad the Sailor,False
1936,1937,9,SHORT SUBJECT (Color),Warner Bros.,Give Me Liberty,True
1936,1937,9,SHORT SUBJECT (Color),"Lewis Lewyn, Producer",La Fiesta de Santa Barbara,False
1936,1937,9,SHORT SUBJECT (Color),Paramount,Popular Science J-6-2,False
1936,1937,9,SHORT SUBJECT (One-reel),"Hal Roach, Producer",Bored of Education,True
1936,1937,9,SHORT SUBJECT (One-reel),Paramount,Moscow Moods,False
1936,1937,9,SHORT SUBJECT (One-reel),"Pete Smith, Producer","Wanted, a Master",False
1936,1937,9,SHORT SUBJECT (Two-reel),Warner Bros.,Double or Nothing,False
1936,1937,9,SHORT SUBJECT (Two-reel),RKO Radio,Dummy Ache,False
1936,1937,9,SHORT SUBJECT (Two-reel),Metro-Goldwyn-Mayer,The Public Pays,True
1936,1937,9,SOUND RECORDING,"20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director",Banjo on My Knee,False
1936,1937,9,SOUND RECORDING,"Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director",The Charge of the Light Brigade,False
1936,1937,9,SOUND RECORDING,"United Artists Studio Sound Department, Thomas T. Moulton, Sound Director",Dodsworth,False
1936,1937,9,SOUND RECORDING,"Hal Roach Studio Sound Department, Elmer A. Raguse, Sound Director",General Spanky,False
1936,1937,9,SOUND RECORDING,"Columbia Studio Sound Department, John Livadary, Sound Director",Mr. Deeds Goes to Town,False
1936,1937,9,SOUND RECORDING,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",San Francisco,True
1936,1937,9,SOUND RECORDING,"Paramount Studio Sound Department, Franklin B. Hansen, Sound Director",The Texas Rangers,False
1936,1937,9,SOUND RECORDING,"RKO Radio Studio Sound Department, J. O. Aalberg, Sound Director",That Girl from Paris,False
1936,1937,9,SOUND RECORDING,"Universal Studio Sound Department, Homer G. Tasker, Sound Director",Three Smart Girls,False
1936,1937,9,WRITING (Original Story),Norman Krasna,Fury,False
1936,1937,9,WRITING (Original Story),William Anthony McGuire,The Great Ziegfeld,False
1936,1937,9,WRITING (Original Story),Robert Hopkins,San Francisco,False
1936,1937,9,WRITING (Original Story),"Pierre Collings, Sheridan Gibney",The Story of Louis Pasteur,True
1936,1937,9,WRITING (Original Story),Adele Comandini,Three Smart Girls,False
1936,1937,9,WRITING (Screenplay),"Frances Goodrich, Albert Hackett",After the Thin Man,False
1936,1937,9,WRITING (Screenplay),Sidney Howard,Dodsworth,False
1936,1937,9,WRITING (Screenplay),Robert Riskin,Mr. Deeds Goes to Town,False
1936,1937,9,WRITING (Screenplay),"Eric Hatch, Morris Ryskind",My Man Godfrey,False
1936,1937,9,WRITING (Screenplay),"Pierre Collings, Sheridan Gibney",The Story of Louis Pasteur,True
1936,1937,9,SPECIAL AWARD, The March of Time for its significance to motion pictures and for having revolutionized one of the most important branches of the industry - the newsreel.,,True
1936,1937,9,SPECIAL AWARD, W. Howard Greene and Harold Rosson for the color cinematography of the Selznick International Production,,True
1937,1938,10,ACTOR,Charles Boyer,Conquest,False
1937,1938,10,ACTOR,Fredric March,A Star Is Born,False
1937,1938,10,ACTOR,Robert Montgomery,Night Must Fall,False
1937,1938,10,ACTOR,Paul Muni,The Life of Emile Zola,False
1937,1938,10,ACTOR,Spencer Tracy,Captains Courageous,True
1937,1938,10,ACTOR IN A SUPPORTING ROLE,Ralph Bellamy,The Awful Truth,False
1937,1938,10,ACTOR IN A SUPPORTING ROLE,Thomas Mitchell,The Hurricane,False
1937,1938,10,ACTOR IN A SUPPORTING ROLE,Joseph Schildkraut,The Life of Emile Zola,True
1937,1938,10,ACTOR IN A SUPPORTING ROLE,H. B. Warner,Lost Horizon,False
1937,1938,10,ACTOR IN A SUPPORTING ROLE,Roland Young,Topper,False
1937,1938,10,ACTRESS,Irene Dunne,The Awful Truth,False
1937,1938,10,ACTRESS,Greta Garbo,Camille,False
1937,1938,10,ACTRESS,Janet Gaynor,A Star Is Born,False
1937,1938,10,ACTRESS,Luise Rainer,The Good Earth,True
1937,1938,10,ACTRESS,Barbara Stanwyck,Stella Dallas,False
1937,1938,10,ACTRESS IN A SUPPORTING ROLE,Alice Brady,In Old Chicago,True
1937,1938,10,ACTRESS IN A SUPPORTING ROLE,Andrea Leeds,Stage Door,False
1937,1938,10,ACTRESS IN A SUPPORTING ROLE,Anne Shirley,Stella Dallas,False
1937,1938,10,ACTRESS IN A SUPPORTING ROLE,Claire Trevor,Dead End,False
1937,1938,10,ACTRESS IN A SUPPORTING ROLE,Dame May Whitty,Night Must Fall,False
1937,1938,10,ART DIRECTION,"Cedric Gibbons, William Horning",Conquest,False
1937,1938,10,ART DIRECTION,Carroll Clark,A Damsel in Distress,False
1937,1938,10,ART DIRECTION,Richard Day,Dead End,False
1937,1938,10,ART DIRECTION,Wiard Ihnen,Every Day's a Holiday,False
1937,1938,10,ART DIRECTION,Anton Grot,The Life of Emile Zola,False
1937,1938,10,ART DIRECTION,Stephen Goosson,Lost Horizon,True
1937,1938,10,ART DIRECTION,John Victor Mackay,Manhattan Merry-Go-Round,False
1937,1938,10,ART DIRECTION,Lyle Wheeler,The Prisoner of Zenda,False
1937,1938,10,ART DIRECTION,"Hans Dreier, Roland Anderson",Souls at Sea,False
1937,1938,10,ART DIRECTION,Alexander Toluboff,Walter Wanger's Vogues of 1938,False
1937,1938,10,ART DIRECTION,"William S. Darling, David Hall",Wee Willie Winkie,False
1937,1938,10,ART DIRECTION,Jack Otterson,You're a Sweetheart,False
1937,1938,10,ASSISTANT DIRECTOR,Robert Webb,In Old Chicago,True
1937,1938,10,ASSISTANT DIRECTOR,Russ Saunders,The Life of Emile Zola,False
1937,1938,10,ASSISTANT DIRECTOR,"C. C. Coleman, Jr.",Lost Horizon,False
1937,1938,10,ASSISTANT DIRECTOR,Hal Walker,Souls at Sea,False
1937,1938,10,ASSISTANT DIRECTOR,Eric Stacey,A Star Is Born,False
1937,1938,10,CINEMATOGRAPHY,Gregg Toland,Dead End,False
1937,1938,10,CINEMATOGRAPHY,Karl Freund,The Good Earth,True
1937,1938,10,CINEMATOGRAPHY,Joseph Valentine,Wings over Honolulu,False
1937,1938,10,DANCE DIRECTION,Busby Berkeley,Varsity Show,False
1937,1938,10,DANCE DIRECTION,Bobby Connolly,"Ready, Willing and Able",False
1937,1938,10,DANCE DIRECTION,Dave Gould,A Day at the Races,False
1937,1938,10,DANCE DIRECTION,Sammy Lee,Ali Baba Goes to Town,False
1937,1938,10,DANCE DIRECTION,Harry Losee,Thin Ice,False
1937,1938,10,DANCE DIRECTION,Hermes Pan,A Damsel in Distress,True
1937,1938,10,DANCE DIRECTION,LeRoy Prinz,Waikiki Wedding,False
1937,1938,10,DIRECTING,Leo McCarey,The Awful Truth,True
1937,1938,10,DIRECTING,Sidney Franklin,The Good Earth,False
1937,1938,10,DIRECTING,William Dieterle,The Life of Emile Zola,False
1937,1938,10,DIRECTING,Gregory La Cava,Stage Door,False
1937,1938,10,DIRECTING,William Wellman,A Star Is Born,False
1937,1938,10,FILM EDITING,Al Clark,The Awful Truth,False
1937,1938,10,FILM EDITING,Elmo Veron,Captains Courageous,False
1937,1938,10,FILM EDITING,Basil Wrangell,The Good Earth,False
1937,1938,10,FILM EDITING,"Gene Havlick, Gene Milford",Lost Horizon,True
1937,1938,10,FILM EDITING,Bernard W. Burton,One Hundred Men and a Girl,False
1937,1938,10,MUSIC (Scoring),"Samuel Goldwyn Studio Music Department, Alfred Newman, head of department  (Score by Alfred Newman)",The Hurricane,False
1937,1938,10,MUSIC (Scoring),"20th Century-Fox Studio Music Department, Louis Silvers, head of department  (no composer credit)",In Old Chicago,False
1937,1938,10,MUSIC (Scoring),"Warner Bros. Studio Music Department, Leo Forbstein, head of department  (Score by Max Steiner)",The Life of Emile Zola,False
1937,1938,10,MUSIC (Scoring),"Columbia Studio Music Department, Morris Stoloff, head of department  (Score by Dimitri Tiomkin)",Lost Horizon,False
1937,1938,10,MUSIC (Scoring),"Principal Productions, Dr. Hugo Riesenfeld, musical director  (Score by Dr. Hugo Riesenfeld)",Make a Wish,False
1937,1938,10,MUSIC (Scoring),"Metro-Goldwyn-Mayer Studio Music Department, Nat W. Finston, head of department  (Score by Herbert Stothart)",Maytime,False
1937,1938,10,MUSIC (Scoring),"Universal Studio Music Department, Charles Previn, head of department  (no composer credit)",One Hundred Men and a Girl,True
1937,1938,10,MUSIC (Scoring),"Republic Studio Music Department, Alberto Colombo, head of department  (Score by Alberto Colombo)",Portia on Trial,False
1937,1938,10,MUSIC (Scoring),"Selznick International Pictures Music Department, Alfred Newman, musical director  (Score by Alfred Newman)",The Prisoner of Zenda,False
1937,1938,10,MUSIC (Scoring),"RKO Radio Studio Music Department, Roy Webb, musical director  (Score by Roy Webb)",Quality Street,False
1937,1938,10,MUSIC (Scoring),"Walt Disney Studio Music Department, Leigh Harline, head of department  (Score by Frank Churchill, Leigh Harline and Paul J. Smith)",Snow White and the Seven Dwarfs,False
1937,1938,10,MUSIC (Scoring),"Grand National Studio Music Department, C. Bakaleinikoff, musical director  (Score by Victor Schertzinger)",Something to Sing About,False
1937,1938,10,MUSIC (Scoring),"Paramount Studio Music Department, Boris Morros, head of department  (Score by W. Franke Harling and Milan Roder)",Souls at Sea,False
1937,1938,10,MUSIC (Scoring),"Hal Roach Studio Music Department, Marvin Hatley, head of department  (Score by Marvin Hatley)",Way Out West,False
1937,1938,10,MUSIC (Song),Music by Harry Warren; Lyrics by Al Dubin,Mr. Dodd Takes the Air,False
1937,1938,10,MUSIC (Song),Music and Lyrics by Harry Owens,Waikiki Wedding,True
1937,1938,10,MUSIC (Song),Music by Sammy Fain; Lyrics by Lew Brown,Walter Wanger's Vogues of 1938,False
