"Report ID","Report Version","Reporting Entity","Report Type","Report Month","Report Year","Report Submission Date","VIN","VIN - Unknown","Serial Number","Make","Model","Model - Unknown","Model Year","Model Year - Unknown","Same Vehicle ID","Mileage","Mileage - Unknown","Driver / Operator Type","ADAS/ADS Version","ADAS/ADS Version - Unknown","ADAS/ADS Version CBI","ADS Equipped?","Automation System Engaged?","Operating Entity","Operating Entity - Unknown","Source - Complaint/Claim","Source - Telematics","Source - Law Enforcement","Source - Field Report","Source - Testing","Source - Media","Source - Other","Source - Other Text","Incident Date","Incident Date - Unknown","Notice Received Date","Incident Time (24:00)","Incident Time - Unknown","Same Incident ID","Latitude","Latitude  - Unknown","Longitude","Longitude - Unknown","Address","Address - Unknown","City","City - Unknown","State","Zip Code","Zip Code - Unknown","Roadway Type","Roadway Surface","Roadway Description","Posted Speed Limit (MPH)","Posted Speed Limit - Unknown","Lighting","Weather - Clear","Weather - Snow","Weather - Cloudy","Weather - Fog/Smoke","Weather - Rain","Weather - Severe Wind","Weather - Unknown","Weather - Other","Weather - Other Text","Crash With","Highest Injury Severity","Property Damage?","CP Pre-Crash Movement","CP Any Air Bags Deployed?","CP Was Vehicle Towed?","CP Contact Area - Rear Left","CP Contact Area - Left","CP Contact Area - Front Left","CP Contact Area - Rear","CP Contact Area - Top","CP Contact Area - Front","CP Contact Area - Rear Right","CP Contact Area - Right","CP Contact Area - Front Right","CP Contact Area - Bottom","CP Contact Area - Unknown","SV Pre-Crash Movement","SV Any Air Bags Deployed?","SV Was Vehicle Towed?","SV Were All Passengers Belted?","SV Precrash Speed (MPH)","SV Pre-crash Speed - Unknown","SV Contact Area - Rear Left","SV Contact Area - Left","SV Contact Area - Front Left","SV Contact Area - Rear","SV Contact Area - Top","SV Contact Area - Front","SV Contact Area - Rear Right","SV Contact Area - Right","SV Contact Area - Front Right","SV Contact Area - Bottom","SV Contact Area - Unknown","Data Availability - EDR","Data Availability - Police Rpt","Data Availability - Telematics","Data Availability - Complaints","Data Availability - Video","Data Availability - Other","Data Availability - No Data","Data Availability - Unknown","Law Enforcement Investigating?","Investigating Agency","Investigating Agency - Unknown","Rep Ent Or Mfr Investigating?","Investigating Officer Name","Inv. Officer Name - Unknown","Investigating Officer Phone","Inv. Officer Phone - Unknown","Investigating Officer Email","Inv. Officer Email - Unknown","Within ODD?","Within ODD? - CBI","Narrative","Narrative - CBI?"
"13781-2991","2","Tesla, Inc.","10-Day Update","","","MAY-2022","5YJYGDEE9MF"," ","N/A","Tesla","Model Y"," ","2021"," ","3654d38f12f1177","16926"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","MAY-2022"," ","MAY-2022","23:23"," ","d005635bb5159a0","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Darien"," ","CT ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Highway / Freeway","Dry","No Unusual Conditions","55"," ","Daylight","Y"," "," "," "," "," "," "," ","","Other Fixed Object","Unknown","Yes","","",""," "," "," "," "," "," "," "," "," "," "," ","Lane / Road Departure","Yes","Unknown","Unknown","41"," "," "," ","Y"," "," ","Y","Y","Y","Y"," "," ","Y"," ","Y"," ","Y"," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-2989","2","Tesla, Inc.","10-Day Update","","","MAY-2022","5YJSA1E28GF"," ","N/A","Tesla","Model S"," ","2016"," ","cab214b08333a8b","150601"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","MAY-2022"," ","MAY-2022","06:14"," ","d9d71baf6b968ae","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Milwaukee"," ","WI ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Highway / Freeway","Unknown","Unknown","55"," ","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Yes","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Proceeding Straight","Yes","Unknown","Unknown","52"," "," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," ","Y"," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-2990","2","Tesla, Inc.","10-Day Update","","","MAY-2022","5YJSA1E25KF"," ","N/A","Tesla","Model S"," ","2019"," ","9f073eca474ff1e","27145"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","MAY-2022"," ","MAY-2022","18:55"," ","7c43ee4bd199abb","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Framingham"," ","MA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Highway / Freeway","Dry","Other, see Narrative","65"," ","Daylight"," "," ","Y"," "," "," "," "," ","","SUV","Unknown","Yes","Other, see Narrative","Unknown","Unknown"," "," "," "," "," "," ","Y","Y"," "," "," ","Unknown","Yes","Unknown","Unknown","31"," "," ","Y","Y"," "," "," "," "," "," "," "," ","Y"," "," "," ","Y","Y"," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-3027","1","Tesla, Inc.","1-Day","","","MAY-2022","5YJ3E1EB8JF"," ","N/A","Tesla","Model 3"," ","2018"," ","7c74f79c0a3dc6d","36497"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","MAY-2022"," ","MAY-2022","16:52"," ","7662dd0cf402d77","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Franklin Township"," ","PA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Yes","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-3026","1","Tesla, Inc.","1-Day","","","MAY-2022","5YJ3E1EA1NF"," ","N/A","Tesla","Model 3"," ","2022"," ","1c6b755ac0d3021","4126"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","MAY-2022"," ","MAY-2022","18:40"," ","4b02b1b0d833d0e","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Mountain View"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Highway / Freeway","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Yes","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"1306-2911","2","Toyota Motor Engineering & Manufacturing","10-Day Update","","","MAY-2022","JTMP1RFV5KD"," ","n/a","Toyota","RAV4"," ","2019"," ","2f5d811a3871276","95814"," ","Consumer","ADAS L2"," "," ","No","Unknown, see Narrative",""," ","Y"," "," "," "," "," "," ","","APR-2022"," ","MAY-2022","22:30"," ","a518da42668ab25","","Y","","Y","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Fife"," ","WA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Highway / Freeway","Wet","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Other Fixed Object","Unknown","Unknown","","",""," "," "," "," "," "," "," "," "," "," "," ","Unknown","Yes","Yes","Yes","65"," "," "," ","Y"," "," ","Y"," "," "," "," "," "," "," "," "," "," "," "," ","Y","Unknown","","Y","Yes","","Y","","Y","","Y","Unknown, see Narrative"," ","In this report, the entries above are based on unconfirmed allegations received from the customer through Toyota Consumer Relations Department.
The customer alleged they were driving in the carpool lane on [XXX] south near iExit [XXX], near Fife, WA. Customer states cruise control was set at 70 and lane departure was on. Customer states the vehicle drifted him into the embankment and he hit a dept of safety (construction) plastic barrier. Customer states he received small abrasions near his left leg from the airbag deployment.
As of May [XXX], 2022 Toyota has not received new information regarding this allegation."," "
"13781-3021","1","Tesla, Inc.","1-Day","","","MAY-2022","5YJXCBE44JF"," ","N/A","Tesla","Model X"," ","2018"," ","206501b15580b71","57581"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","MAY-2022"," ","MAY-2022","14:28"," ","cbfd0be0e1acb5a","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Phoenix"," ","AZ ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Yes","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-3020","1","Tesla, Inc.","1-Day","","","MAY-2022","5YJ3E1EB0MF"," ","N/A","Tesla","Model 3"," ","2021"," ","c5741622d617468","10758"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","MAY-2022"," ","MAY-2022","19:35"," ","13a846d01ffe0a9","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Missoula"," ","MT ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Yes","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-3019","1","Tesla, Inc.","1-Day","","","MAY-2022","5YJSA1E65MF"," ","N/A","Tesla","Model S"," ","2021"," ","ae61e272858828a","11165"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","MAY-2022"," ","MAY-2022","16:00"," ","20f9ffa0b004856","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Romeoville"," ","IL ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Yes","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-2882","2","Tesla, Inc.","10-Day Update","","","MAY-2022","5YJSA1E48JF"," ","N/A","Tesla","Model S"," ","2018"," ","34bfe7eca656a98","115584"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","MAY-2022"," ","MAY-2022","22:27"," ","44cf945ca985b59","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Lawnside"," ","NJ ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Highway / Freeway","Dry","Work Zone","45"," ","Daylight","Y"," "," "," "," "," "," "," ","","Other, see Narrative","Unknown","Yes","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Proceeding Straight","Yes","Unknown","Unknown","34"," "," "," ","Y"," "," ","Y"," "," ","Y"," "," ","Y"," ","Y"," ","Y","Y"," "," ","Yes","New Jersey State Police"," ","Unknown","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"62-2876","2","Honda (American Honda Motor Co.)","Other Update","","","MAY-2022","5FNRL6H74JB"," ","n/a","Honda","Odyssey"," ","2018"," ","44fc8d414e90b95","","Y","Consumer","","Y"," ","No","Unknown, see Narrative",""," ","Y"," "," "," "," "," "," ","","MAY-2022"," ","MAY-2022","00:30"," ","d85643698bf7ec2","","Y","","Y","","Y","Hopkinton"," ","MA ","","Y","Unknown","Unknown","Unknown","","Y","Unknown","Y"," "," "," "," "," "," "," ","","Other, see Narrative","Minor","Unknown","Other, see Narrative","Not Applicable","Not Applicable"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Yes","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y"," "," "," ","Y"," "," "," "," ","Unknown","","Y","No","","Y","","Y","","Y","Unknown, see Narrative"," ","The customer was driving with the Lane Keep Assist System (LKAS) and cruise control on when she drove into a ravine. The customer alleges that the LKAS did not vibrate or warn her before the crash.
5/[XXX] - Additional Information gathered from customer:
Confirmed both the LKAS and ACC were engaged at the time of the incident. The customer's wife stated her husband let go of the wheel to see if it was going to work after he activated the controls. 
Location of Incident: On Interstate [XXX] north in Hopkinton, MA, right before exit [XXX]
Time of Incident: May [XXX], 2020, 12:30 AM
Road Conditions at the time of the incident: Clear night
Injuries sustained in the incident: A nick on husband's right palm by his wrist, minor laceration and bruising  
Police Report:  Accident report is available and has been requested 
Retrieval of EDR Data:  The vehicle has been declared a total loss by Allstate Insurance. It is currently at [XXX] Inc,  [XXX], Milford, MA 01757.
Insurance name: Allstate Insurance
Agent name: [XXX] 
Claim number: [XXX]
Policy #: [XXX]
Insurance phone number:  (774) 200-1698"," "
"13781-2991","1","Tesla, Inc.","1-Day","","","MAY-2022","5YJYGDEE9MF"," ","N/A","Tesla","Model Y"," ","2021"," ","3654d38f12f1177","16926"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","MAY-2022"," ","MAY-2022","23:23"," ","d005635bb5159a0","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Darien"," ","CT ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Yes","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-2990","1","Tesla, Inc.","1-Day","","","MAY-2022","5YJSA1E25KF"," ","N/A","Tesla","Model S"," ","2019"," ","9f073eca474ff1e","27145"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","MAY-2022"," ","MAY-2022","18:55"," ","7c43ee4bd199abb","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Framingham"," ","MA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Yes","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-2989","1","Tesla, Inc.","1-Day","","","MAY-2022","5YJSA1E28GF"," ","N/A","Tesla","Model S"," ","2016"," ","cab214b08333a8b","150601"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","MAY-2022"," ","MAY-2022","06:14"," ","d9d71baf6b968ae","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Milwaukee"," ","WI ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Highway / Freeway","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Yes","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-2924","2","Tesla, Inc.","10-Day Update","","","MAY-2022","5YJYGDEE0MF"," ","N/A","Tesla","Model Y"," ","2021"," ","f5e8e0a815a0c86","10446"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," ","Y"," "," "," "," "," "," ","","MAY-2022"," ","MAY-2022","04:00"," ","11e581134e866ce","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Medford"," ","NY ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Highway / Freeway","Unknown","Unknown","55"," ","Dark - Not Lighted","Y"," "," "," "," "," "," "," ","","Other, see Narrative","No Injuries Reported","Yes","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","No","Yes","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y"," "," "," ","Y"," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-2905","2","Tesla, Inc.","10-Day Update","","","MAY-2022","5YJ3E1EB2JF"," ","N/A","Tesla","Model 3"," ","2018"," ","db52ec67e98fe53","55436"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","MAY-2022"," ","MAY-2022","16:46"," ","75dc823e0069657","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","New Salisbury"," ","IN ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Rural Road","Dry","No Unusual Conditions","55"," ","Daylight","Y"," "," "," "," "," "," "," ","","SUV","Unknown","Yes","Stopped","Unknown","Unknown","Y"," "," "," "," "," "," "," "," "," "," ","Proceeding Straight","Yes","Unknown","Unknown","26"," "," "," ","Y"," "," "," "," "," "," "," "," ","Y"," ","Y"," ","Y","Y"," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-2917","2","Tesla, Inc.","10-Day Update","","","MAY-2022","5YJSA1H2XFF"," ","N/A","Tesla","Model S"," ","2015"," ","d6163dfe3a6b389","","Y","Unknown","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS","","Y"," "," ","Y"," "," "," "," ","","MAY-2022"," ","MAY-2022","05:10"," ","682ace05c478304","","Y","","Y","","Y","Naples"," ","FL ","","Y","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Yes","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Proceeding Straight","Yes","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," ","Y"," "," ","Yes","Florida Highway Patrol"," ","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-2883","2","Tesla, Inc.","10-Day Update","","","MAY-2022","5YJ3E1EB5JF"," ","N/A","Tesla","Model 3"," ","2018"," ","ee79bb479cee68d","80662"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","MAY-2022"," ","MAY-2022","21:20"," ","c72ce6a7a0b9747","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Panama City Beach"," ","FL ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Highway / Freeway","Dry","No Unusual Conditions","55"," ","Daylight","Y"," "," "," "," "," "," "," ","","SUV","Unknown","Yes","Entering Traffic","Unknown","Unknown"," "," "," "," "," ","Y"," "," ","Y"," "," ","Proceeding Straight","Yes","Unknown","Unknown","46"," "," "," ","Y"," "," ","Y"," "," "," "," "," ","Y"," ","Y"," ","Y","Y"," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-2880","2","Tesla, Inc.","10-Day Update","","","MAY-2022","5YJ3E1EC2LF"," ","N/A","Tesla","Model 3"," ","2020"," ","e118cf70da25e1e","32144"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","MAY-2022"," ","MAY-2022","06:18"," ","4ee03d5ad586d03","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Los Angeles"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Street","Dry","No Unusual Conditions","45"," ","Dark - Lighted","Y"," "," "," "," "," "," "," ","","Heavy Truck","Unknown","Yes","Stopped","Unknown","Unknown","Y"," "," ","Y"," "," ","Y"," "," "," "," ","Proceeding Straight","Yes","Unknown","Unknown","24"," "," "," ","Y"," "," ","Y"," "," ","Y"," "," ","Y"," ","Y"," ","Y","Y"," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
