tweet,date,time,timezone,urls,language
VC : What's the USP of your startup ? ME :,2022-10-16,07:34:39,0,[],en
"I am pretty sure Indians do more business (particularly tech services, startups, VC's etc) with US than it'll ever do with Russia in the next decade, there is a larger connect indians have with US, that's built over the last couple of decades that can't be ignored 1/",2022-10-16,07:32:43,0,[],en
@sahelihere How is this startup going to change the education system in India? Or it's another startup to make money...,2022-10-16,07:30:11,0,[],en
"#INDIA #STARTUP:The funding scenario in Indian startups is hardly picking up pace as cautious investors remain wary of placing large bets.  *overall macroeconomic headwinds don’t look encouraging either, as big-ticket deals remain OUT of the picture.  https://t.co/wdF3YWflTE  https://t.co/MArDhnbPwy",2022-10-16,07:29:49,0,['https://economictimes.indiatimes.com/tech/funding/ettech-deals-digest-funding-crunch-in-indian-startups-continues-as-data-shows-21-month-lows/articleshow/94861737.cms?utm_source=contentofinterest&utm_medium=text&utm_campaign=cppst'],en
"Unicorn Shiprocket raised 4 rounds totalling 2,000 Cr in 2021 alone  It seems an overnight success  But founders took 3 pivots over 6 years to start Shiprocket  To all who think starting up is easy, imagine 6 years to reach 0  To all who are running startups - ""apna time aayega""",2022-10-16,07:28:29,0,[],en
VC Winter Is Coming  European Venture Funding Drops 44% as Early Stage Weakens   👀Article👇  https://t.co/YTTVRo6wob   via @crunchbasenews  #startups #vc,2022-10-16,07:20:46,0,['https://news.crunchbase.com/quarterly-and-annual-reports/europe-startup-funding-q3-2022-monthly-recap/?utm_source=twitter&utm_medium=website&utm_campaign=SocialSnap'],en
Build A Billion Dollar App or Game with Syed Mohammad Ahmed:  https://t.co/eN5JI5sN6C  #innovatorahmed #billiondollarpackage   #billions #app #game #startups #marketing #news #gaming #innovation #acquire #corporate #business #ecommerce #investment #vc #finance #news #usa #uk #uae  https://t.co/TBmM49txYB,2022-10-12,07:15:00,0,['https://www.innovatorahmed.com/consultation/'],en
1. Station F simply one of the largest startup host/incubator 2. Qonto … digital bank 3. OVHcloud  our local cloud 4. Lydia peer to peer payment,2022-10-16,07:14:34,0,[],en
"Attended the  Local Startups' Meet Chennai 2022 and had a great opportunity to network and connect with CEOs of various Startups in Chennai.  Got an insightful panel discussion regarding ""How will India's startup ecosystem recover from the current funding winter?""  https://t.co/So22OnuEdP",2022-10-16,07:08:03,0,[],en
"WI Capital Expo 2022 Sydney | VC Investment Trends | B2B, Seed Stage and Private Equity Trends #PrivateEquity #Business #Startup #Wealth [Video]  https://t.co/6KOLRfgmMF",2022-10-16,07:07:03,0,['http://dlvr.it/Sb8xXX'],en
I’m happy to share that I’m starting a new position as Global Business and Partnerships Consultant at TECHFUND Inc.! TECHFUND is known for: ✅ 300+ Startup Acceleration  ✅ $23Million of Total Funding Portfolio ✅ 100+ Investors Relationship  #NFT #web3 #funding #VentureCapital,2022-10-16,07:06:55,0,[],en
4] Get those References and Performance Reviews Ready  5] Get hold of your #mentalhealth  Unpredictability is part of the strangeness in our world.  Its ok. Give yourself a treat and Off you go.   #jobsearch #startups #india #business #jobalerts #jobopportunity #beready #growth,2022-10-16,07:06:43,0,[],en
Top 4 countries that produce the most food. .  #India #china #usa #brazil #food #growth #trade #startup #economy #opportunities #management #business #people #agricultura #farming #FarmersMarket #farmer  https://t.co/QNHgREB7cs,2022-10-16,07:05:30,0,[],en
Happy Boss Day!  #Hirect #HappyBossDay #boss #Corporate #corporatehumor #BossDay2022  https://t.co/oqwoBhjh9I,2022-10-16,07:02:15,0,[],en
Indian edtech startup Supernova raises $1.1 million in pre-seed funding even as Indian startup funding hits a 2-year low   https://t.co/3buvKUZd08  https://t.co/ePPxgOujJw,2022-10-16,07:00:03,0,['https://www.businessinsider.in/business/startups/news/indian-edtech-startup-supernova-raises-1-1-million-in-pre-seed-funding-even-as-indian-startup-funding-hits-a-2-year-low/articleshow/94855274.cms'],en
Downturns often lead to a lot of startup creation. Seed funding actually increased throughout the financial crisis—  https://t.co/ktxcVARRN8,2022-10-16,06:58:27,0,[],en
"Samsung Taiwan aren't alone in using unauthorised @doodles art in ads.  Not the same as a worldwide brand, but India's @sliceit_ (fintech startup, $1.5b USD valuation) absolutely murdered the Doodles colour palette in a tweet &amp; email campaign in August.  Discovered by @amanneox  https://t.co/kg74BxVSx8",2022-10-16,06:52:29,0,[],en
@IlyaStrebulaev @Tiffine_Wang This is of course a valid statement iff the only usable metric for startup growth and funding is unicorn status.,2022-10-16,06:49:10,0,[],en
"Building your startup can be a long, tough road. You have to beat your own path. It will be stressful. But as a Founder, you need to be patient and focus on your vision. #startups #startup #founder #founders #vc #vision",2022-10-16,06:48:16,0,[],en
"@baba_nyenyedzi I agree on execution. To answer your question. A great business idea with no funding is a greater starting point.  Ever heard of market creating innovations in entrepreneurship?, startups and small businesses ain't the same. In Zim funders don't seem to appreciate THE DIFFERENCE.",2022-10-16,06:47:58,0,[],en
#EUROPE #VC #STARTUP #JOURNEY:@ WAZE DIRECTION:#ROME(#ITALY)  *Italy is starting to show signs of scaling..is still far from reaching its full potential  * https://t.co/2tIBej0HBf  https://t.co/TnLs6krh3D,2022-10-16,06:46:27,0,['https://dealroom.co/blog/the-state-of-startups-vc-in-italy-signs-of-scaling'],en
#THISWEEK #US #ISRAEL #LONDON #STARTUP #EMERGEDFROMSTEALTH #NY:Biometric authentication provider  https://t.co/wo8Cyqcm00 has emerged from stealth mode with $23M  in seed funding. https://t.co/Nx9pJP3lSf  https://t.co/ZscttRYo1q,2022-10-16,06:40:33,0,"['https://ironvest.com/', 'https://www.securityweek.com/ironvest-emerges-stealth-mode-23-million-seed-funding']",en
"@narendramodi @PMOIndia The Digital economy today is a great strength of our economy, of our startup world, of Make in India, and of aatmanirbhar India: PM @narendramodi  @PMOIndia  https://t.co/gvCQkuIaAz",2022-10-16,06:28:05,0,[],en
"#VC- Touchdown Ventures ( https://t.co/VWxExZr8pT Seed, Series A, Series B.)  Office- Los Angeles, Philadelphia, San Francisco  Market- #InformationTechnology, #Media, #Consumer, #Health, Industrial  #venturecapital #startup #startups #funding",2022-10-16,06:38:00,0,['http://touchdownvc.com'],en
Overheard in the Tel Aviv tech startup scene.  A VC asked why one of his funded companies was not getting talked about on Twitter.  The company's target market does not use Twitter.,2022-10-16,06:24:39,0,[],en
Believe. Learn. Grind. Grow.  @KarthikS2206 #startups #startupindia #Entrepreneurship #founders #Entrepreneurs  https://t.co/wRzjzoGZDS,2022-10-16,06:24:05,0,[],en
Places to visit in October | Incredible India  https://t.co/VFewjGPtGm via @YouTube,2022-10-16,06:23:29,0,['https://youtu.be/9jBXtSXC8k8'],en
@shivathreya Normal people cannot import the drones but companies can. This not a only example. Most of drone startups in india do that.,2022-10-16,06:21:22,0,[],en
Hey!  #StartUp #Founders! Here are some great VC #newsletter suggestions from leading #VentureCapital firms.💥 #fun…,2022-10-08,11:17:05,0,[],en
#WATERTECH #STARTUP #US:Tampa water-generation co has eyes on one day becoming a unicorn.  *A new award may go a long way in helping it get there. https://t.co/ZUx5rqzJuh  https://t.co/vYBEodVuBa,2022-10-16,06:17:22,0,['https://www.tampabay.com/news/business/2022/10/14/tampa-startup-behind-watercube-water-generator-wins-most-fundable-prize/'],en
"#INDIA #STARTUP #QUOTEOFTHEWEEK:""I would think continuous engagement with the startups is what is going to help them to remain and do better within India"" https://t.co/2DT9XxqUJh  https://t.co/7kdQkfz1xZ",2022-10-16,06:09:20,0,['https://inc42.com/buzz/amid-exodus-of-indian-startups-fm-sitharaman-says-ready-to-address-issues/'],en
"The prime objective of this program was to enable the outreach of Indian tech startups to global shores(#USA) and address two important points - global expansion and funding requirements.The event, which saw a total of 46 start-ups pitches from all around the state battle it out,",2022-10-16,06:08:02,0,[],en
"Organized by Electronics and Computer Software Export Promotion Council (#ESC) along with #STPI at Indira Gandhi Pratisthan in Lucknow on 14 October, ""The State Conclave - Building The Next Unicorn Startup"" event was carried out. 1/2  https://t.co/JQMTQPr9ZN",2022-10-16,06:08:01,0,[],en
NearNft: RT @TENAMINTCARDS: We are now general IBZ members and going through the Raise Program. The Innovation Boost Zone (IBZ) is an early-stage startup incubator that strives to support deep tech startups.  Click the link below to learn more about what…  https://t.co/yUThvDUtDP,2022-10-16,05:36:41,0,[],en
Zariyath Innovative Creations has been nominated for Business Excellence In Auto Branding Services under Advertisement Sector. #ita #indiatradeawards #aatcoc #awards #tradeawards #ita2022 #india #asia #entrepreneur #success #smallbusiness #marketing #entrepreneurship #startup  https://t.co/KbOLpbsOnG,2022-10-15,08:34:20,0,[],en
"Below the dreamland of India #Startup ecosystem, there is a very grim picture. Stats and facts given by Indian govt is an act of over exaggeration below which the graveyard of Indian #Startups can be found says Visionary @IMPraveenDalal. #DigitalIndia #LegalTech @_GroundReality  https://t.co/yMDDemLPvH",2022-10-13,16:34:00,0,[],en
#INDIA(+#WORLD):This week's top #tech stories *All major IT services firms except..announced their.. *More Layoffs at Edtechs #STARTUP #EDTECH  https://t.co/yOprCezbYJ  https://t.co/OsizbTL3P1,2022-10-16,06:01:32,0,['https://economictimes.indiatimes.com/tech/newsletters/ettech-unwrapped/north-koreas-crypto-nukes/articleshow/94871177.cms'],en
#business #jobs #people #engineering #india #careers #economics #video #btech #education #startup #startupindia #tea #money #girl #woman #foodbusiness #bihar #finance #college #passion #tech #smallbusiness #brand #marketing  https://t.co/yDH5hfYxlV,2022-10-16,06:01:17,0,[],qme
#IBBVentures: Neuer #Impact-Fonds am Start. #Startup #Förderung  https://t.co/ksS1Uv8DUx via @VC Magazin,2022-10-16,06:00:38,0,['https://www.vc-magazin.de/blog/2022/09/19/impactfonds-ibb-ventures/'],de
The 12 Largest Global Startup Funding Rounds of September 2022  https://t.co/RyqrzW80VZ #funding  https://t.co/npB7kjH4rr,2022-10-14,18:49:07,0,['https://www.alleywatch.com/2022/10/global-startup-funding-top-largest-september-2022-vc/?utm_source=Twitter&utm_medium=twitter'],en
"As of 2022, there are 42 industrial robotics startups in India.  At present, the global industrial robotics market stands at  $50  billion and is expected to reach $119 billion by 2030.  https://t.co/HPkUnbjb9r",2022-10-16,05:59:47,0,[],en
I'm attending Convertible Notes - Funding Concepts for Startups Explained. Would you like to attend?  https://t.co/rxSAcoV7u9  https://t.co/x1H25jzDCG,2022-10-12,08:09:40,0,['https://www.linkedin.com/events/convertiblenotes-fundingconcept6985866568333209600'],en
"#INDIA #STARTUP #FUNDING #WEEKLY:The Indian startup ecosystem raised around $312M across 31 deals between October 10 and 15, 2022  https://t.co/3KOMxf4dwy  https://t.co/ftIWIVuqMc",2022-10-16,05:55:28,0,['https://inc42.com/buzz/funding-galore-from-ecom-express-to-pillow-312-mn-raised-by-indian-startups-this-week/'],en
"Last week it seemed like big rounds were making a comeback. That’s not case this week, as even largest rounds were on the small side #US #STARTUP #VC:The week’s top 10 funding rounds  +Big global deals  https://t.co/GodZWoORQb #biotech #drugdiscovery #travel US/#ISRAEL  #FINTECH  https://t.co/LwG7RCHyUz",2022-10-16,05:49:38,0,['https://news.crunchbase.com/health-wellness-biotech/biggest-funding-rounds-odyssey-therapeutics-uniswap/'],en
"@pramodkvarma @WorldBank @India_Stack @WorldBankAfrica @wbg_gov @WBG_DigitalDev Dear Sri.Pramod Varma (ಶ್ರೀ ಪ್ರಮೋದ್ ವರ್ಮ ರವರೇ/ ശ്രീ പ്രമോദ് വര്മ/श्री प्रमॊद् वर्म महॊदयः),  Awesome, Incredible...!!! Indeed, Truly, it's a Great Privilege to Present India’s #DigitalPublicInfrastructure Journey at the @WorldBank 👌👏  It's a Model to Many Other Countries.🙏👍🚀",2022-10-16,05:44:48,0,[],en
Happy Weekend......   https://t.co/kTZ9pWwGUy  #inspirational #motivational #strength #success #life #future #knackhook #students #jobs #jobearch #startups #international #Challenges #it #dotnet #aws #managment #hyderabad #india #advice #athletes #startup #business #leadership  https://t.co/2MXDybblbF,2022-10-09,05:33:37,0,['https://knackhook.com'],en
"entah ide darimana aku dan teman teman mencoba build startup di bidang media sendiri tanpa funding, persiapan sudah cukup dari bikin lanyard, meeting beberapa kali, konten semoga awal tahun bisa launch websitenya",2022-10-16,05:35:05,0,[],in
E-Commerce ERP is integrated with warehouse management which helps to optimize work.  https://t.co/VUtBm1Xr2M via @hashmicro #entrepreneur #india #startupslist #startups #startupindia,2022-10-16,05:34:11,0,['https://www.hashmicro.com/blog/what-e-commerce-erp-software-is-and-does-your-startup-need-it/'],en
"Bengaluru-based startup @Sea6Energy, which has raised more than $22 million so far, aims to produce enough biomass to substitute for India’s entire oil imports, its cofounder Shrikumar Suryanarayan told @SurakshaPinnuET    https://t.co/1ESgimeOPw",2022-10-16,05:34:09,0,['https://economictimes.indiatimes.com/tech/startups/sea6-energy-an-ocean-farming-startup-that-wants-to-replace-fossil-fuel-with-biofuels/articleshow/94878768.cms'],en
NFT-based athlete investment platform FANtium raises €2M angel investment to democratize athlete financing  https://t.co/dwZAwNlDem #startups #business #entrepreneurs #entrepreneurship #funding #fundraising #fundingnews #fundinground #fundingalert #sportstech #NFT #blockchain  https://t.co/5GsohQVPYq,2022-10-16,05:31:35,0,['https://www.startup365.fr/pr-newswire/?rkey=20221011EN97126&filter=11544'],en
"@DoorDash is giving a new service, Drinks with DoorDash, where a customer can order food from one place and drinks from another at the same time.  @zomato @Swiggy Please build this #feature too.  #product #startup #india",2022-10-16,05:26:00,0,[],en
"Business Digest: Construction awards, environmental #Startup funding, biodegradable nursery pots - New Zealand Herald: Business Digest: Construction awards, environmental #Startup funding, biodegradable nursery pots  New Zealand Herald  https://t.co/h25mnzg59v  https://t.co/m0fjfxa14N",2022-10-16,05:25:03,0,['http://dlvr.it/Sb8nvY'],en
