Feature1,Feature2,Feature3,Feature4,Target
21,66,1471,2,62
69,58,1143,2,90
59,50,840,-1,44
33,62,1294,-2,54
20,54,1001,-3,97
84,64,1377,1,68
59,61,1253,1,61
72,64,1367,-1,36
55,68,1554,2,58
37,54,991,0,73
33,64,1393,0,97
51,43,639,1,87
67,50,853,2,85
57,42,604,-3,74
75,44,658,2,67
46,58,1128,0,39
68,41,566,-3,46
17,52,918,0,58
78,66,1454,-3,39
64,52,910,1,52
57,42,597,1,50
66,68,1545,-1,38
61,60,1206,-2,43
36,41,573,-1,54
76,43,638,1,95
89,51,869,0,42
88,63,1344,2,95
30,54,992,1,72
70,51,881,0,71
25,61,1255,0,55
53,48,792,2,90
77,49,814,-3,75
40,59,1164,-3,30
59,53,947,-2,58
69,57,1105,2,92
83,47,747,-1,66
52,46,728,1,87
37,50,853,-1,74
31,56,1064,1,67
13,65,1431,-2,75
55,67,1510,0,64
68,61,1245,-3,44
31,52,927,1,88
55,40,546,0,61
29,59,1182,0,78
37,52,927,-1,93
40,44,651,2,30
76,43,634,1,83
42,60,1207,-3,42
71,54,983,2,59
38,62,1287,-1,32
72,53,936,-1,30
86,64,1380,-2,81
88,62,1291,-3,66
67,58,1131,0,56
78,45,680,-3,49
21,54,991,-3,68
32,53,965,2,96
43,56,1066,0,80
79,40,541,-1,57
42,44,663,0,71
26,58,1133,-1,47
13,66,1474,-1,72
63,60,1214,0,66
53,55,1026,-1,76
16,53,945,1,31
52,40,555,0,85
34,44,656,-3,50
89,53,954,-1,90
41,56,1062,1,66
16,47,748,-3,43
71,55,1023,2,69
50,64,1389,-3,95
23,44,654,-1,35
70,55,1026,-3,85
64,59,1185,2,99
72,42,599,-3,66
62,60,1217,0,76
70,60,1218,0,82
83,61,1248,2,55
70,42,598,-3,62
88,44,653,-3,60
20,62,1305,0,79
63,50,846,-3,67
47,52,912,2,49
60,68,1559,-3,79
20,61,1265,0,82
34,42,598,0,43
47,45,695,0,79
23,45,699,-1,81
13,63,1332,-3,36
16,46,728,-1,76
39,54,982,-2,48
60,44,668,0,91
54,61,1259,-1,78
48,45,700,1,93
69,56,1068,2,93
24,46,717,2,44
68,64,1365,-3,30
37,66,1475,2,81
21,68,1556,1,52
33,49,814,-3,57
19,53,964,-1,93
59,47,746,-2,54
34,51,876,2,40
30,42,612,-2,85
49,69,1594,-1,42
84,43,627,0,67
70,69,1597,-3,62
11,62,1295,1,45
32,50,851,2,63
66,53,942,-3,47
13,65,1419,-2,38
54,69,1611,-1,96
40,58,1130,-3,46
25,55,1038,2,97
83,49,813,-2,73
36,46,722,1,63
67,64,1369,2,36
44,45,699,2,89
44,53,955,-1,75
54,50,836,-3,33
77,57,1093,0,60
84,52,904,2,39
27,49,812,-1,48
70,51,886,-2,88
72,62,1295,2,69
66,45,695,0,87
38,54,983,1,46
61,68,1561,-1,83
58,68,1546,-2,39
27,68,1555,-2,53
25,67,1510,1,49
42,46,722,1,65
82,45,690,-2,80
25,67,1504,2,31
16,50,852,2,61
67,50,851,-3,83
23,66,1462,-1,41
73,56,1053,-3,56
11,56,1074,2,88
75,47,745,-2,59
77,41,579,2,85
32,52,912,0,46
15,62,1296,-2,52
80,56,1058,0,70
49,68,1562,0,81
24,64,1393,0,94
82,44,645,-2,34
24,65,1434,-2,89
36,54,985,-3,55
59,45,686,-1,59
24,58,1144,-2,79
82,58,1123,1,38
12,67,1511,0,49
47,58,1134,1,56
34,44,652,2,33
17,55,1019,0,40
30,43,628,0,47
11,69,1618,0,96
89,53,948,-2,73
73,60,1222,2,92
68,46,716,-2,61
40,51,879,-2,54
28,53,942,-3,31
69,45,689,1,70
42,68,1547,0,33
49,69,1604,-1,71
28,69,1614,2,89
14,60,1225,0,80
34,58,1148,2,91
32,69,1608,2,73
58,51,874,-3,46
33,58,1137,2,59
34,41,572,2,48
11,66,1483,-3,99
42,54,996,2,87
23,53,952,1,56
56,66,1456,-3,38
23,59,1176,-2,58
37,42,615,-3,98
33,57,1096,-1,54
71,64,1382,-2,80
38,66,1471,-3,75
10,57,1092,2,30
26,61,1259,2,64
71,54,987,0,74
68,54,990,-3,83
75,45,680,-2,46
49,62,1307,2,95
69,57,1091,0,53
30,55,1016,1,34
20,59,1176,0,54
34,40,547,0,56
57,50,857,1,94
40,47,761,1,88
26,44,660,-2,55
84,69,1605,-3,91
76,58,1136,1,74
40,60,1218,1,70
75,59,1181,2,89
26,41,575,0,55
40,67,1518,-3,84
36,58,1128,0,33
72,43,616,-1,30
77,44,659,-1,73
77,53,954,-3,87
78,67,1505,-2,58
12,48,794,2,80
59,68,1553,1,59
26,62,1307,-1,89
57,52,922,-3,88
70,41,580,-1,87
87,59,1173,-1,75
63,59,1180,-1,86
34,44,664,-1,72
49,48,794,1,96
67,68,1563,-2,95
70,46,729,2,96
64,45,693,0,81
19,45,694,-3,68
42,69,1602,-3,65
42,46,720,1,59
41,46,723,0,68
44,63,1332,0,44
59,59,1181,-3,88
69,65,1415,2,46
20,49,828,1,91
46,55,1030,-2,85
46,42,606,-1,73
41,54,992,1,74
20,50,842,-3,38
66,41,575,0,69
32,43,628,2,46
67,69,1606,-2,87
30,48,792,2,81
85,46,726,2,95
43,62,1304,0,84
67,42,591,1,35
56,66,1465,0,60
38,63,1335,-2,52
81,60,1198,-3,30
45,59,1184,0,90
47,67,1517,-3,83
18,69,1602,2,51
51,58,1132,-3,54
83,43,630,-1,76
46,41,571,-3,52
59,45,686,-1,59
62,43,618,-1,30
27,65,1422,2,51
39,44,662,-2,68
40,50,842,-1,42
43,45,700,-1,93
32,67,1516,-2,74
83,57,1084,2,34
38,41,571,-2,49
51,69,1591,-1,33
74,58,1124,0,39
68,63,1338,-1,72
33,43,626,2,39
34,63,1335,0,50
77,59,1161,-3,36
27,42,598,1,40
68,48,786,2,80
86,51,867,-1,35
48,57,1093,0,50
41,42,602,2,57
13,50,846,-1,45
59,65,1418,-1,54
84,49,813,-3,74
41,52,910,-1,44
46,53,957,0,79
33,60,1222,1,77
16,60,1225,0,82
70,64,1384,-3,86
85,66,1468,0,83
20,57,1112,-2,98
63,57,1102,-2,83
29,55,1032,0,82
68,68,1542,-2,31
17,57,1110,-2,90
33,57,1095,2,47
16,62,1307,-1,85
79,43,631,0,75
55,64,1379,2,60
18,47,766,-2,99
68,48,790,2,91
36,48,776,-2,41
51,42,602,-1,64
88,68,1561,-2,97
59,64,1388,0,92
12,57,1099,0,54
62,68,1544,-2,34
19,54,1002,0,99
65,68,1564,-3,97
84,43,632,0,81
27,67,1513,-2,62
40,55,1026,0,69
87,51,886,-1,93
45,41,570,-2,49
24,64,1378,-2,51
70,52,913,-1,65
16,51,890,-1,77
54,55,1022,2,60
31,40,544,-1,45
49,49,811,2,51
68,49,808,1,48
28,50,840,0,30
15,50,847,-3,49
30,64,1373,-2,38
51,57,1090,-1,43
48,66,1463,-3,54
62,42,591,0,35
20,40,544,-3,43
15,41,570,0,36
63,66,1467,-3,72
32,56,1069,-3,86
39,57,1104,-1,80
10,44,659,0,46
77,52,913,-1,66
82,69,1591,-1,45
40,66,1473,1,77
36,55,1032,-3,88
83,49,814,-3,78
58,46,708,-3,35
84,46,712,-3,56
75,63,1335,0,65
73,43,626,-1,58
89,58,1130,-3,65
34,53,956,2,72
67,69,1600,0,65
21,62,1296,0,53
83,52,901,2,30
41,46,718,-3,57
77,51,868,2,32
11,69,1612,1,79
79,47,758,-2,99
50,41,566,-3,39
20,42,608,-2,71
42,52,905,-3,31
79,60,1217,2,82
66,52,920,-1,82
57,55,1011,-3,35
77,58,1131,2,57
17,40,547,2,46
33,46,713,-3,40
43,57,1094,2,48
25,62,1291,-3,42
52,49,825,2,92
43,44,653,0,39
20,47,753,1,56
26,53,953,-1,62
83,41,570,-2,63
37,63,1340,-2,68
29,40,543,1,41
61,56,1061,-2,74
55,40,542,-1,48
77,49,820,-2,93
43,69,1598,-3,52
52,62,1290,1,45
52,64,1383,2,72
34,56,1058,-2,55
83,65,1423,2,75
44,47,759,-3,88
79,42,588,-1,34
36,66,1476,-1,88
53,64,1389,1,90
86,60,1205,-1,49
57,66,1474,-1,89
79,49,816,2,78
11,61,1259,-3,62
77,47,743,-3,55
10,67,1515,-1,61
27,52,921,-2,73
24,48,785,-1,62
54,54,992,2,79
49,50,849,-3,71
79,61,1261,1,92
55,69,1602,-3,70
55,62,1285,-1,34
10,66,1470,2,56
18,42,604,-2,57
50,47,741,2,33
71,69,1604,2,76
26,62,1304,-3,81
84,44,647,-2,40
41,54,995,-3,87
38,66,1466,1,56
40,56,1062,-1,68
19,56,1066,-3,74
54,48,776,-1,48
12,65,1421,-1,44
54,64,1369,-3,36
39,66,1471,-1,73
78,58,1121,-3,34
42,57,1093,1,47
74,58,1138,0,81
16,44,658,-2,47
78,54,982,2,58
71,63,1324,0,30
10,54,988,1,51
48,68,1555,-2,62
21,45,691,2,53
51,65,1411,-2,31
33,57,1094,-1,46
63,45,691,-3,75
80,69,1586,-3,32
19,57,1101,-3,64
52,53,944,-2,45
24,42,596,-3,38
47,46,716,-1,51
48,45,692,0,69
10,64,1392,-3,87
30,45,688,1,49
69,65,1408,-3,30
66,42,611,-1,95
30,69,1614,0,94
24,54,981,1,35
72,68,1545,0,39
80,48,783,0,78
38,60,1216,2,62
58,57,1095,0,60
58,57,1086,-2,35
76,61,1246,-3,49
55,44,659,-2,66
14,50,846,2,43
89,45,693,2,89
63,69,1610,0,94
14,65,1428,-3,69
44,43,633,-3,70
60,57,1099,-2,73
22,59,1178,2,61
14,64,1376,2,37
13,50,844,0,37
25,40,550,-2,63
79,54,976,0,44
47,45,685,0,50
12,61,1261,-1,68
19,69,1600,-2,49
77,53,945,1,57
57,61,1243,-3,35
65,59,1165,0,40
17,45,688,2,45
49,47,748,1,55
42,43,637,-1,81
62,64,1370,-2,42
63,59,1183,-2,96
66,51,887,-2,88
25,55,1015,-1,32
63,55,1012,0,37
13,69,1606,0,62
55,53,959,-2,91
67,69,1597,1,56
12,65,1419,0,38
49,42,607,0,77
17,43,644,-2,92
68,44,657,-3,66
59,57,1105,1,90
27,46,732,2,89
14,60,1230,0,95
18,45,684,-3,36
74,58,1127,-3,50
64,63,1335,1,62
47,54,979,0,41
75,60,1206,0,49
45,45,698,-2,90
51,44,664,0,75
11,46,730,0,77
88,46,722,-3,89
10,50,849,0,51
49,64,1381,-1,68
77,64,1365,-2,32
73,42,602,-3,73
59,60,1213,0,62
52,62,1296,-3,68
88,59,1168,1,57
79,53,953,-1,84
53,67,1514,-3,78
32,41,581,0,74
31,49,825,-2,87
28,41,585,1,85
56,59,1171,0,53
49,69,1591,-3,35
88,40,537,0,45
80,48,768,-3,36
65,52,922,0,88
65,45,695,2,85
72,59,1169,0,54
75,55,1012,-2,42
43,69,1591,-2,32
44,61,1249,2,42
38,41,578,-1,70
81,50,852,2,86
58,69,1605,2,76
31,68,1567,-3,92
24,44,660,2,53
67,42,610,-2,94
69,69,1600,-1,69
49,65,1419,-3,55
61,63,1340,2,73
88,46,717,0,71
31,51,884,-3,67
30,46,729,0,84
87,63,1343,2,92
44,60,1204,-1,31
54,44,649,-3,36
52,43,636,-3,82
53,44,664,-2,80
15,60,1224,-3,81
36,56,1052,-2,36
43,42,611,-2,87
12,64,1394,-1,92
81,69,1605,1,85
10,46,736,-2,98
25,60,1226,-3,91
60,59,1165,-1,38
39,52,919,2,66
36,43,644,0,98
33,65,1419,0,44
40,47,752,-2,64
46,62,1294,1,55
52,67,1518,0,85
35,58,1130,2,37
38,67,1502,-1,33
35,52,910,0,40
70,60,1216,1,76
72,51,876,0,56
37,57,1090,2,33
69,55,1014,-1,45
58,67,1502,-3,44
78,51,879,-1,68
83,50,834,-1,35
65,63,1326,-1,37
41,56,1060,-2,63
35,69,1607,1,74
36,41,577,0,63
48,63,1343,-2,81
37,65,1415,-3,37
46,44,658,-1,56
39,56,1054,2,40
22,43,638,2,73
74,47,738,-1,35
45,57,1106,-3,90
62,50,841,1,48
20,69,1611,-3,83
80,41,571,1,64
32,63,1341,-1,67
52,56,1057,2,55
43,59,1165,-1,32
58,44,656,0,56
48,61,1251,-3,53
30,57,1106,0,81
25,56,1054,-2,37
37,40,559,1,91
16,43,642,-2,84
68,54,986,-2,71
24,63,1348,1,84
14,47,744,-2,31
30,40,560,-3,95
40,68,1562,1,78
66,57,1084,-3,32
10,49,822,-2,71
83,69,1589,1,37
88,67,1511,-2,82
23,59,1169,-1,37
82,52,917,1,79
11,42,601,1,41
80,65,1421,1,68
20,53,949,0,45
43,43,633,-1,69
87,61,1253,2,70
64,62,1285,2,34
56,51,885,-1,78
38,69,1601,2,55
52,56,1068,0,88
60,42,597,0,52
83,52,912,-3,68
47,66,1460,-3,46
55,67,1513,-3,74
84,68,1550,2,58
52,64,1391,0,97
70,63,1333,0,58
87,69,1600,-2,77
79,59,1161,1,33
21,49,822,0,73
45,68,1545,-1,31
23,44,667,-2,75
86,44,658,0,71
10,68,1555,-3,47
89,61,1254,-2,78
51,46,717,1,54
12,54,981,2,30
52,44,670,0,95
47,45,682,-2,41
12,52,921,-2,66
38,67,1520,1,86
68,68,1565,-1,99
58,58,1127,2,38
70,59,1180,2,86
88,43,619,-3,46
53,62,1298,0,71
54,67,1512,-1,70
15,65,1429,-3,72
89,45,673,-2,32
53,52,911,1,49
42,61,1251,1,48
67,49,803,0,35
51,47,756,0,79
11,53,948,1,38
28,41,582,1,76
14,60,1212,0,42
37,49,825,-2,92
50,52,920,-2,78
62,50,843,1,54
49,66,1460,2,43
50,54,984,-3,59
69,51,869,-2,37
77,65,1424,0,78
32,53,963,2,92
50,69,1593,2,35
52,47,761,-3,99
67,46,715,-1,57
62,62,1299,-1,80
62,68,1556,-1,70
13,59,1178,0,57
16,65,1436,2,86
79,59,1170,0,61
56,53,939,-2,33
58,49,813,1,61
59,45,682,0,44
88,42,601,-1,74
68,49,814,1,68
78,59,1174,-3,74
70,64,1389,1,97
72,63,1336,-1,70
21,62,1294,-3,48
57,43,619,-2,34
29,41,574,-3,55
33,44,653,1,35
67,43,624,-1,52
74,52,911,1,58
21,46,727,-1,73
21,60,1219,-3,68
61,46,716,-3,58
49,54,975,-2,32
12,57,1107,-3,81
48,68,1548,-2,42
22,45,687,-1,45
63,45,699,-3,99
46,64,1374,-1,44
43,58,1136,1,59
36,44,659,-3,58
89,62,1291,-2,66
42,57,1089,1,35
81,66,1468,0,80
19,45,704,1,93
40,48,794,1,92
19,47,759,-3,80
72,66,1467,2,72
44,63,1333,-2,49
46,49,812,1,52
25,53,960,0,82
26,65,1424,-2,60
18,44,664,-3,66
48,42,601,0,57
44,62,1292,2,49
51,62,1306,1,92
75,43,636,-1,90
19,41,579,2,61
44,59,1187,2,96
49,50,841,1,42
11,66,1478,1,81
12,62,1298,1,54
24,64,1388,-2,81
48,44,666,-1,82
74,45,679,1,41
12,59,1181,-1,67
60,56,1052,-1,44
29,42,617,-1,99
43,51,882,-2,64
43,43,631,-1,62
58,68,1562,0,85
48,59,1178,-2,74
66,44,647,2,30
88,41,561,2,36
85,51,875,-2,60
27,42,605,2,59
33,59,1174,0,55
47,55,1013,1,32
48,52,924,-2,89
69,42,589,-1,31
31,63,1345,-2,81
60,55,1031,1,90
63,68,1554,2,61
16,52,918,-1,58
32,54,998,2,88
74,49,815,1,74
88,67,1503,0,56
39,63,1336,-1,56
47,66,1472,-1,80
18,46,723,-3,63
71,40,557,2,96
41,61,1258,-2,71
47,64,1374,2,42
19,58,1145,1,77
44,63,1331,1,41
64,43,630,-3,69
55,43,637,1,83
15,41,576,-2,55
41,45,680,-3,35
15,63,1343,0,66
12,66,1463,2,37
53,46,713,-2,46
86,43,631,0,79
56,67,1518,2,86
74,50,835,-1,36
42,69,1606,-1,74
56,58,1144,-2,91
62,60,1206,0,43
20,64,1379,0,48
27,62,1307,-1,89
41,50,848,2,57
39,49,806,-2,34
45,47,744,2,38
86,42,591,-3,47
23,57,1111,1,92
83,63,1345,1,99
49,64,1385,1,79
82,55,1017,-2,60
47,52,915,2,59
85,46,704,-2,33
34,63,1341,-3,71
21,45,695,1,66
33,61,1256,1,58
29,56,1063,0,64
53,43,630,0,63
85,68,1554,-1,74
32,48,781,-3,56
83,40,552,1,87
83,41,571,0,64
86,51,886,-2,94
37,57,1092,-2,45
44,58,1125,-2,30
49,65,1425,0,71
34,48,795,0,94
61,40,554,-3,88
61,69,1595,-3,50
13,58,1145,-3,78
69,49,808,2,50
30,40,546,0,49
56,41,582,-2,90
76,44,649,2,38
77,51,872,-3,48
81,42,595,-3,56
80,43,623,1,52
25,52,914,-1,50
75,40,549,2,74
58,63,1342,-1,82
79,56,1053,-3,57
41,64,1374,1,40
84,54,973,0,36
28,58,1131,2,39
23,48,789,-1,74
39,66,1465,-2,56
20,56,1062,1,58
19,47,750,-2,50
67,65,1420,-3,66
35,41,568,-3,40
31,52,922,-2,77
44,68,1561,0,78
59,61,1260,2,81
24,47,760,0,82
37,69,1612,0,90
64,41,575,-1,71
82,46,718,-1,71
28,59,1186,0,88
80,41,574,1,71
87,40,543,2,62
38,69,1616,2,99
34,46,717,2,48
63,50,836,-1,33
88,49,801,-1,39
13,64,1391,2,80
72,55,1028,0,87
15,44,675,2,92
41,56,1071,1,93
82,55,1010,-1,39
87,43,619,-3,46
57,53,942,1,40
70,44,649,0,40
40,42,614,0,94
61,69,1606,0,82
68,45,692,1,78
13,43,644,1,88
84,46,707,1,37
25,46,734,0,96
85,42,605,0,84
43,48,785,-3,71
72,44,654,2,54
16,58,1149,-2,90
69,64,1370,-1,44
72,57,1099,-1,78
58,58,1139,2,75
22,53,951,0,52
79,47,738,0,36
48,62,1303,-3,87
14,58,1135,1,46
28,52,908,-2,34
42,40,547,-1,59
35,51,892,-2,91
81,59,1169,1,56
37,49,816,2,60
57,44,647,-3,32
33,67,1503,-2,36
56,56,1061,-2,70
83,62,1282,2,32
42,48,776,-3,45
86,67,1511,1,76
51,42,610,1,86
65,43,632,-3,77
59,40,550,2,73
22,53,944,-3,34
40,67,1505,-3,46
17,58,1147,-1,84
67,67,1508,2,61
28,68,1558,2,60
33,62,1304,1,80
16,62,1301,-1,66
61,60,1203,-2,34
60,44,671,2,99
72,40,554,-1,91
88,51,870,-1,45
78,50,840,-3,53
15,40,561,-1,90
88,47,737,0,36
32,60,1221,-3,79
70,53,953,1,77
60,52,914,1,60
64,58,1136,-1,71
81,57,1089,1,50
43,55,1034,1,94
68,42,601,1,65
61,50,842,-2,51
80,40,538,2,45
52,68,1544,-2,31
41,49,812,2,50
36,61,1255,2,55
25,42,615,-1,92
36,69,1600,-1,55
33,45,693,2,65
69,49,805,1,40
71,47,750,-2,72
35,43,641,0,88
22,49,827,1,88
20,43,645,2,92
20,61,1250,-3,40
70,64,1386,0,89
22,43,623,-3,33
26,66,1479,-3,95
55,53,943,-3,46
29,54,993,2,74
40,51,885,2,68
15,52,919,-2,61
36,59,1170,0,43
77,43,617,-2,36
46,57,1091,0,41
39,52,916,-2,63
48,68,1547,0,35
17,47,748,2,39
33,49,827,-2,94
10,68,1570,-1,92
77,57,1084,-3,38
80,63,1329,2,49
75,48,769,1,33
20,62,1299,0,61
81,58,1137,-1,80
18,67,1521,1,79
29,63,1342,-2,72
52,61,1248,-3,47
64,46,718,0,65
85,47,737,-3,39
53,63,1348,0,97
60,63,1328,0,38
87,55,1027,-1,93
84,47,756,-2,96
80,61,1258,2,83
63,54,985,-2,65
32,50,852,2,67
77,56,1058,2,68
69,55,1026,-1,81
87,54,970,-1,30
15,54,992,-3,69
78,51,876,-2,60
36,68,1562,-1,78
26,42,612,0,83
61,54,976,2,35
85,62,1291,0,63
73,47,759,-1,98
39,63,1330,0,38
50,46,719,-3,65
23,69,1598,-2,45
79,47,737,0,33
75,52,924,-2,99
83,61,1242,-1,38
25,50,843,-2,41
12,58,1140,2,59
21,50,840,-1,30
51,58,1146,-2,95
23,46,714,2,34
29,44,667,1,75
53,55,1032,-3,95
21,57,1110,1,88
12,66,1482,0,96
19,68,1565,2,77
79,42,609,-3,97
66,50,842,-2,55
32,54,982,1,42
49,45,699,-3,95
25,44,653,-1,35
80,54,981,-3,61
77,63,1328,-2,47
85,48,782,-1,76
19,56,1056,-2,42
75,43,624,1,52
22,62,1308,-1,91
23,50,860,1,87
72,61,1263,-1,98
40,49,810,2,42
58,52,920,-2,80
87,42,595,-2,57
52,48,776,-2,46
59,61,1255,-1,68
39,59,1184,1,85
75,43,637,-3,96
81,40,543,1,60
32,43,637,1,73
73,56,1049,2,38
78,52,911,1,60
88,49,800,-3,38
72,50,851,-1,83
27,69,1602,0,56
31,64,1377,2,44
21,51,885,2,60
82,57,1101,-1,88
55,51,890,1,90
34,65,1414,0,32
71,61,1254,-3,72
48,55,1033,0,92
34,67,1511,-3,61
66,56,1048,-2,36
17,50,861,-3,93
21,65,1428,-1,67
65,57,1097,1,68
39,45,688,0,56
29,44,667,0,76
58,54,982,-2,56
18,56,1061,1,52
25,66,1473,2,72
23,54,984,-1,46
62,47,739,-3,35
37,60,1227,2,95
57,63,1333,-3,56
51,48,774,-3,40
80,62,1301,2,89
78,40,551,1,84
56,56,1057,1,55
65,59,1176,-1,73
19,46,717,1,41
29,63,1335,-2,49
61,66,1462,0,53
43,53,949,0,54
32,62,1297,-2,61
14,56,1054,-2,33
30,51,884,-2,65
30,60,1227,-3,97
13,47,765,2,89
86,68,1559,2,84
57,44,666,-1,86
55,45,697,0,88
30,40,558,-1,86
55,49,809,-3,52
68,54,995,0,97
37,63,1347,0,88
17,56,1060,-1,53
77,68,1554,-3,72
58,69,1610,0,93
79,66,1473,-2,98
26,57,1090,-3,34
43,47,759,2,84
53,46,712,-2,44
70,45,686,1,59
21,48,792,-2,83
48,41,570,-3,50
27,40,554,-2,75
82,65,1409,1,35
52,68,1565,-1,92
35,55,1018,1,43
18,46,713,-2,31
43,47,746,-1,46
22,66,1460,2,30
32,48,794,-2,93
59,51,870,0,34
23,47,748,-1,45
36,65,1419,1,45
85,59,1163,-3,44
17,64,1379,-2,49
30,67,1507,0,43
81,60,1216,2,78
36,67,1518,-2,81
84,63,1337,2,73
81,61,1248,-1,57
86,66,1470,-1,89
78,51,883,2,78
88,61,1253,0,72
27,67,1505,2,35
28,50,853,2,69
27,60,1212,-1,49
46,63,1334,-2,52
27,60,1228,2,92
35,56,1064,1,70
52,56,1068,0,90
35,55,1016,0,38
60,54,992,1,83
16,46,722,-3,59
45,63,1345,-1,85
44,55,1028,-3,81
26,58,1129,1,33
85,67,1515,1,90
19,53,959,1,74
88,46,716,0,68
35,56,1051,-1,33
40,45,685,-1,47
43,42,604,1,64
20,43,633,2,57
68,53,958,1,90
80,40,544,-1,65
42,57,1090,-3,40
52,62,1292,-2,55
87,56,1044,0,32
65,62,1297,-3,77
41,59,1172,-3,53
18,52,917,-1,55
81,61,1248,-3,58
38,67,1513,2,64
62,56,1063,-3,82
48,44,656,-2,52
73,52,912,2,58
64,49,822,-3,93
88,62,1287,1,52
30,59,1168,2,33
61,62,1288,-2,46
38,40,555,1,79
42,46,710,-3,35
76,55,1029,-3,94
19,67,1526,-2,99
49,67,1522,0,98
26,60,1213,-1,49
72,40,552,0,84
28,55,1036,2,92
51,67,1505,-1,48
18,59,1185,-2,82
63,49,824,2,94
45,57,1099,0,67
49,58,1130,-3,48
72,40,540,-2,52
62,64,1377,-1,61
39,65,1425,-3,70
27,49,816,-2,60
83,44,666,-3,97
14,61,1253,-3,46
13,47,762,0,81
67,43,634,-3,84
31,47,748,2,45
32,56,1072,1,93
88,66,1460,-3,61
19,58,1132,2,38
30,40,551,2,62
72,41,567,-2,52
80,46,711,-2,50
47,59,1168,-1,43
66,46,724,-3,85
46,42,602,-3,64
24,43,625,-2,38
39,50,856,2,81
59,66,1475,2,90
15,60,1215,2,50
55,53,941,2,35
23,49,810,1,36
13,60,1221,-1,70
49,59,1185,1,94
23,58,1143,-1,75
68,61,1260,-3,88
41,48,792,-3,90
45,65,1424,-2,68
65,65,1428,1,85
38,66,1467,1,59
12,64,1379,-1,48
60,52,922,1,86
77,44,657,1,65
28,64,1391,2,86
11,45,701,0,81
27,47,758,-1,76
74,47,746,-2,61
50,41,564,-1,31
79,69,1593,1,48
23,42,596,-1,35
18,68,1550,-1,35
11,46,733,-3,91
30,65,1437,1,97
70,41,581,2,88
47,59,1169,-3,47
15,64,1381,1,52
63,59,1179,-2,82
88,59,1169,-2,62
39,46,718,0,53
28,51,881,-2,54
27,69,1595,-3,38
65,51,891,-1,99
78,55,1024,0,79
61,51,883,-1,74
64,69,1607,-1,87
15,62,1290,0,31
28,45,688,-3,53
18,45,705,-2,98
84,67,1518,2,97
26,51,882,1,53
22,40,552,0,66
32,49,825,1,86
52,41,569,-2,48
62,65,1415,0,45
68,48,785,0,78
50,50,854,-2,84
35,45,694,-2,74
34,43,640,2,82
25,45,692,-3,64
72,45,690,0,75
73,45,677,-2,38
51,44,662,2,67
64,46,724,-3,85
68,62,1286,-2,43
83,67,1497,-1,36
49,44,648,-3,32
75,43,625,-2,57
39,63,1339,-2,66
29,67,1502,-2,32
32,63,1333,-3,46
59,66,1476,-2,98
67,53,938,-3,35
19,40,549,-1,55
48,67,1502,-2,37
13,42,597,-1,32
47,53,956,1,78
23,50,851,-1,63
30,59,1168,-2,38
78,60,1214,-1,75
13,49,815,-1,51
34,42,594,-2,33
62,67,1513,1,75
43,60,1220,-2,79
26,56,1063,1,63
31,59,1177,1,60
13,62,1298,-3,59
47,62,1295,2,59
26,46,727,-3,79
18,41,570,1,34
20,42,602,0,49
84,45,675,-1,35
82,44,644,-2,30
43,43,631,-2,64
28,43,624,-3,38
81,57,1090,-3,56
68,46,730,2,99
88,65,1411,-2,46
49,40,547,-3,65
14,51,891,-2,80
75,41,571,-1,64
13,67,1526,-1,94
87,48,767,0,33
27,42,611,-1,80
86,65,1428,-2,94
15,57,1101,2,57
47,41,582,0,85
35,63,1345,2,78
74,46,714,-1,58
78,55,1024,-2,81
40,51,886,1,71
35,69,1604,2,62
30,56,1065,2,68
71,59,1163,-3,40
52,61,1247,-1,41
11,60,1213,-1,45
16,50,859,-1,83
63,66,1458,-3,46
66,66,1473,2,86
38,45,701,-3,96
59,58,1135,0,65
55,40,546,0,59
39,66,1460,1,38
75,66,1471,-3,89
19,43,635,2,62
65,57,1087,2,35
84,57,1103,0,93
22,59,1185,-2,84
29,67,1524,-2,96
56,66,1474,1,86
60,52,905,2,33
47,44,650,0,33
89,52,912,-3,71
50,46,708,-2,30
41,40,541,-2,42
40,42,598,-3,48
72,66,1475,0,97
23,59,1174,0,50
55,61,1264,-2,94
27,66,1471,2,65
79,63,1331,-3,59
79,51,876,2,58
86,41,575,1,77
43,41,584,-1,88
59,50,851,-2,79
16,60,1224,-1,80
71,59,1163,-3,38
44,57,1105,-2,86
65,56,1067,-2,94
80,41,560,-3,34
83,61,1247,-2,55
84,66,1453,-2,38
45,69,1593,2,33
36,40,541,1,37
14,46,731,1,82
85,69,1586,0,31
25,51,884,-3,65
40,65,1431,-2,87
55,66,1457,2,34
61,69,1605,1,78
20,62,1299,-3,64
41,58,1132,-2,49
47,62,1297,-3,68
78,61,1246,2,46
22,59,1181,1,70
85,61,1252,-3,72
75,43,631,2,73
77,60,1201,1,32
86,60,1222,0,99
60,47,753,0,75
10,51,890,-1,74
44,43,625,-2,45
54,42,597,-2,52
37,48,796,2,97
10,56,1060,-3,52
82,62,1299,2,84
59,58,1140,1,78
45,41,569,-1,45
53,52,924,2,86
61,45,691,0,72
35,65,1419,2,44
75,54,978,-2,51
41,63,1336,-1,56
23,44,671,2,85
65,55,1022,-3,69
50,57,1095,-3,58
56,48,779,-3,58
80,60,1209,2,57
43,42,609,-1,81
57,68,1548,2,42
31,46,711,-3,31
