,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range
21,Renault,Kwid,Rxt (O) Amt 1.0,"Rs. 4,70,990",999 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,28 litres,Petrol,1490 mm,3731 mm,1579 mm,Hatchback,5,25.17 km/litre,,23.01 km/litre,,669 kg,5,184 mm,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,,,165/70 R14,165/70 R14,Electric Power,Only Front Windows,,Remote,68PS@5500rpm,91Nm@4250RPM,Digital,Digital,Not on offer,Yes,5,Fabric,Automatic,2422 mm,165/70 R14,,Yes,CD Player with USB & Aux-in,Yes,,"2 Years / 50,000 Kms (Whichever comes earlier)",Yes,Internal,300 litres,,Yes,Yes,Digital,Front,,Front,Yes,,Yes,Internal,Digital,Manual,Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,Yes,,,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,,,,Rear sensors with camera,,Yes,,,,Touch Sensitive,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,
22,Renault,Kwid,Climber (O) Mt 1.0,"Rs. 4,62,190",999 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,28 litres,Petrol,1490 mm,3731 mm,1579 mm,Hatchback,5,25.17 km/litre,,23.01 km/litre,,669 kg,5,184 mm,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,,,165/70 R14,165/70 R14,Electric Power,All Windows,,Remote,68PS@5500rpm,91Nm@4250RPM,Digital,Digital,Not on offer,Yes,5,Fabric,Manual,2422 mm,165/70 R14,,Yes,CD Player with USB & Aux-in,Yes,,"2 Years / 50,000 Kms (Whichever comes earlier)",Yes,Internal,300 litres,,Yes,Yes,Digital,Front,,Front,Yes,,Yes,Internal,Digital,Manual,Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,Yes,,Front Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,,,,Rear sensors with camera,,Yes,,,,Touch Sensitive,,,,,,,,Yes,Yes,,,,,,,,,Yes,,,,,,,,,
23,Renault,Kwid,Climber (O) Amt 1.0,"Rs. 4,92,190",999 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,28 litres,Petrol,1490 mm,3731 mm,1579 mm,Hatchback,5,25.17 km/litre,,24.04 km/litre,,669 kg,,184 mm,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,,,165/70 R14,165/70 R14,Electric Power,All Windows,,Remote,68PS@5500rpm,91Nm@4250RPM,Digital,Digital,Digital,Yes,5,Fabric,Automatic,2422 mm,165/70 R14,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,,,Yes,Internal,300 litres,Yes,Yes,Yes,Digital,Front,,Front,Yes,,Yes,Internal,Digital,Manual,Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,Yes,,Front Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,,,,Rear sensors with camera,,Yes,,,,Touch Sensitive,,,,,Yes,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,
24,Maruti Suzuki,Eeco,5 Str,"Rs. 3,52,136",1196 cc,4,4,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,40 litres,Petrol,1800 mm,3675 mm,1475 mm,MPV,5,12 km/litre,15 km/litre,15 km/litre,,920 kg,5,160 mm,Ventilated Disc,Drum,McPherson struts,3 Link Rigid,1280 mm,1290 mm,155 R13 LT,155 R13 LT,,,,,73PS@6000rpm,101Nm@3000rpm,Digital,Analog,Not on offer,Yes,5,Fabric,Manual,2350 mm,155 R13 LT,,,Not on offer,,,2 years /40000 Kms (years/distance whichever comes first),,Internal,400 litres,,,Yes,,Not on offer,,,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Manual,Digital,Manual,Analog + Digital,Yes,4.5 meter,Yes,Driver & Front Passenger,,,Yes,,,,,,Normal,,Yes,,Yes,,,,Yes,,,1510 kg,Driver frontal airbag,,Yes,,,1,9.9,Rake,NA,Rear Reading Lamp,Rear sensors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Maruti Suzuki,Eeco,7 Str,"Rs. 3,80,573",1196 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,40 litres,Petrol,1800 mm,3675 mm,1475 mm,MPV,5,12 km/litre,15 km/litre,15 km/litre,,940 kg,5,160 mm,Ventilated Disc,Drum,McPherson struts,3 Link Rigid,1280 mm,1290 mm,155 R13 LT,155 R13 LT,,,,,74PS@6000RPM,101Nm@3000rpm,Digital,Analog,Not on offer,Yes,7,Fabric,Manual,2350 mm,155 R13 LT,,,Not on offer,,,2 years /40000 Kms (years/distance whichever comes first),,Internal,250 litres,,,Yes,,Not on offer,,,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Internal,Digital,Manual,Analog + Digital,Yes,4.5 meter,Yes,Driver & Front Passenger,Not Applicable,,Yes,,,,,,Normal,,Yes,,Yes,,,,Yes,,,1540 kg,Driver frontal airbag,,Yes,,,1,9.9,Rake,,,Rear sensors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Maruti Suzuki,Eeco,5 Str With Ac+Htr,"Rs. 3,92,967",1196 cc,4,4,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,40 litres,Petrol,1800 mm,3675 mm,1475 mm,MPV,5,11 km/litre,15 km/litre,15 km/litre,,928 kg,5,160 mm,Ventilated Disc,Drum,McPherson struts,3 Link Rigid,1280 mm,1290 mm,155 R13 LT,155 R13 LT,,,,,73PS@6000rpm,101Nm@3000rpm,Digital,Analog,Not on offer,Yes,5,Fabric,Manual,2350 mm,155 R13 LT,,,Not on offer,,,2 years /40000 Kms (years/distance whichever comes first),,Internal,400 litres,,,Yes,,Not on offer,,,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Manual,Digital,Manual,Analog + Digital,Yes,4.5 meter,Yes,Co-Driver Only,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,,,,,,,,,,,1510 kg,,,,,,,9.9,Rake,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Maruti Suzuki,Eeco,5 Str With Ac+Htr Cng,"Rs. 4,66,057",1196 cc,4,4,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,40 litres,CNG,1800 mm,3675 mm,1475 mm,MPV,5,,,,20 km/kg,1050 kg,5,160 mm,Ventilated Disc,Drum,McPherson Strut,3 Link Rigid,1280 mm,1290 mm,155 R13 LT,155 R13 LT,,,,,62PS@6000rpm,85Nm@3000rpm,Digital,Analog,Not on offer,Yes,5,Fabric,Manual,2350 mm,155 R13 LT,,,Not on offer,,,2 years /40000 Kms (years/distance whichever comes first),,Internal,400 litres,,,Yes,,Not on offer,,,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Manual,Digital,Manual,Analog + Digital,Yes,4.5 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,Normal,,Yes,,Yes,,,,Yes,,,1510 kg,Driver frontal airbag,,Yes,,,1,9.9,Rake,,,Rear sensors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Maruti Suzuki,Eeco,5 Str With Htr Cng,"Rs. 4,25,255",1196 cc,4,4,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,40 litres,CNG,1800 mm,3675 mm,1475 mm,MPV,5,,,,20 km/kg,1030 kg,5,160 mm,Ventilated Disc,Drum,McPherson struts,3 Link Rigid,1280 mm,1290 mm,155 R13 LT,155 R13 LT,,,,,62PS@6000rpm,85Nm@3000rpm,Digital,Analog,Not on offer,Yes,5,Fabric,Manual,2350 mm,155 R13 LT,,,Not on offer,,,2 years /40000 Kms (years/distance whichever comes first),,Internal,400 litres,,,Yes,,Not on offer,,,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Manual,Digital,Manual,Analog + Digital,Yes,4.5 meter,,Driver & Front Passenger,Not Applicable,Heater,Yes,,,,,,Normal,,Yes,,Yes,,,,Yes,,,1510 kg,Driver frontal airbag,,Yes,,,1,9.9,Rake,,,Rear sensors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Maruti Suzuki,Alto K10,Lxi,"Rs. 3,77,588",998 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1475 mm,3545 mm,1490 mm,Hatchback,5,14 km/litre,17 km/litre,24.07 km/litre,,745 kg,5,160 mm,Ventilated Disc,Drum,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,1295 mm,1290 mm,155/65R13,155/65R13,Yes,,,,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Not on offer,Yes,5,Fabric,Manual,2360 mm,155/65R13,,,Not on offer,,,2 years /40000 Kms (years/distance whichever comes first),,Internal,177 litres,,,Yes,,Front,,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,Yes,,,,,Yes,,,1210 kg,Driver frontal airbag,,Yes,,,1,,,tubeless tyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Maruti Suzuki,Alto K10,Vxi,"Rs. 3,94,036",998 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1475 mm,3545 mm,1490 mm,Hatchback,5,14 km/litre,17 km/litre,24.07 km/litre,,750 kg,5,160 mm,Ventilated Disc,Drum,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,1295 mm,1290 mm,155/65R13,155/65R13,Yes,Only Front Windows,,,68PS@6200rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2360 mm,155/65R13,,Yes,CD/MP3 Player,,,2 years /40000 Kms (years/distance whichever comes first),,Internal,177 litres,Yes,Yes,Yes,Digital,Front,,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,Yes,,,,,Yes,Yes,,1210 kg,Driver frontal airbag,,Yes,Yes,Yes,1,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Maruti Suzuki,Alto K10,Lx,"Rs. 3,60,843",998 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1475 mm,3545 mm,1490 mm,Hatchback,5,19 km/litre,24.07 km/litre,24.07 km/litre,,740 kg,5,160 mm,Ventilated Disc,Drum,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,1295 mm,1290 mm,155/65R13,155/65R13,,,,,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Not on offer,Yes,5,Fabric,Manual,2360 mm,155/65R13,,,Not on offer,,,2 years /40000 Kms (years/distance whichever comes first),,Internal,177 litres,,,Yes,,Front,,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,,,,Yes,,,1210 kg,Driver frontal airbag,,Yes,,,1,,,tubeless tyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Maruti Suzuki,Alto K10,Vxi (O),"Rs. 4,07,238",998 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1460 mm,3620 mm,1475 mm,Hatchback,5,14 km/litre,17 km/litre,24.07 km/litre,,755 kg,5,160 mm,Ventilated Disc,Drum,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,1295 mm,1290 mm,155/65R13,155/65R13,Yes,Only Front Windows,,Remote,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2360 mm,155/65R13,,Yes,Not on offer,,,2 years /40000 Kms (years/distance whichever comes first),,Internal,177 litres,Yes,Yes,Yes,Digital,Front,,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,,,,,Yes,,1210 kg,Driver frontal airbag,,,Yes,,1,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Maruti Suzuki,Alto K10,Lxi Cng (O),"Rs. 4,39,777",998 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,CNG,1475 mm,3545 mm,1490 mm,Hatchback,5,,,,32.26 km/kg,740 kg,5,160 mm,Ventilated Disc,Drum,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,1295 mm,1290 mm,155/65R13,155/65R13,Yes,,,,59PS@6000rpm,78Nm@3500rpm,Digital,Analog,Not on offer,Yes,5,Fabric,Manual,2360 mm,155/65R13,,,Not on offer,,,,,Internal,177 litres,,,Yes,,Front,,Front,Yes,,,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,,,,,,,1210 kg,Driver frontal airbag,,,,,1,10.0:1,,tubeless tyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Maruti Suzuki,Alto K10,Vxi Amt (O),"Rs. 4,38,559",998 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1475 mm,3545 mm,1490 mm,Hatchback,5,14 km/litre,17 km/litre,24.07 km/litre,,755 kg,5,160 mm,Ventilated Disc,Drum,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,1295 mm,1290 mm,155/65R13,155/65R13,Yes,Only Front Windows,,,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,Automatic,2360 mm,155/65R13,,Yes,CD Player with USB & Aux-in,,,,,Internal,177 litres,Yes,Yes,Yes,Digital,Front,,Front,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,,Yes,,1210 kg,Driver frontal airbag,,,Yes,,1,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Datsun,Go,D,"Rs. 3,74,990",1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1507 mm,3788 mm,1636 mm,Hatchback,5,,,20.1 km/litre,,864 kg,5,180 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440 mm,1445 mm,155/70R13,155/70R13,,Only Front Windows,,,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,Digital,2,5,Fabric,Manual,2450 mm,155/70R13,,Yes,Not on offer,,Yes,2 years / Unlimited Kms,,"Internal, With Remote",265 litres,,Yes,Yes,,Not on offer,Yes,,Yes,2 Years/Unlimited Kms (Whichever comes earlier),,"With Remote, Internal",Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,Heater,Yes,,Yes,,,,,Yes,,,,,,,Yes,,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",,Yes,Yes,Yes,2,,,,,Rear sensors,,,,,,,,Yes,Yes,Manual Adjustment,,,,,,,,,,,,,,,,,,,,,,,
36,Datsun,Go,T,"Rs. 4,68,229",1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1507 mm,3788 mm,1636 mm,Hatchback,5,,,20.1 km/litre,,864 kg,5,180 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440 mm,1445 mm,155/70R13,155/70R13,Electric Power,All Windows,,,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Analog, Digital",2,5,Fabric,Manual,2450 mm,155/70R13,,Yes,USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,,Internal,265 litres,,Yes,Yes,Digital,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,"Heater, Manual Air conditioning with cooling and heating",Yes,,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",,Yes,Yes,Yes,2,,,,,Rear sensors,,Yes,,,,,,Yes,Yes,Manual Adjustment,Yes,,,,,,,,,,,,,,,,,,,,,,
37,Datsun,Go,T (O),"Rs. 5,02,492",1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1507 mm,3788 mm,1636 mm,Hatchback,5,20.6 km/litre,,20.1 km/litre,,864 kg,5,180 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440 mm,1445 mm,155/70R13,155/70R13,Electric Power,All Windows,,,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Digital, Analog",2,5,Fabric,Manual,2450 mm,155/70R13,,Yes,USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,,"Internal, With Remote",265 litres,,Yes,Yes,Digital,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),,"With Remote, Internal",Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,"Heater, Manual Air conditioning with cooling and heating",Yes,,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",,Yes,Yes,,2,,,,,Rear sensors,,Yes,,,,,,Yes,Yes,Manual Adjustment,Yes,,,,,,,,,,,,,,,,,,,,,,
38,Datsun,Go,A (O),"Rs. 4,99,990",1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1507 mm,3788 mm,1636 mm,Hatchback,5,20.6 km/litre,,20.1 km/litre,,864 kg,5,180 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440 mm,1445 mm,155/70R13,155/70R13,Electric Power,All Windows,,,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,Digital,2,5,Fabric,Manual,2450 mm,155/70R13,,Yes,Not on offer,,Yes,2 years / Unlimited Kms,,Internal,265 litres,,Yes,Yes,,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",,Yes,Yes,Yes,2,,,,,Rear sensors,,,,,,,,Yes,Yes,Manual Adjustment,,,,,,,,,,,,,,,,,,,,,,,
39,Datsun,Go,A,"Rs. 4,69,990",1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1507 mm,3788 mm,1636 mm,Hatchback,5,20.6 km/litre,,20.1 km/litre,,864 kg,5,180 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440 mm,1445 mm,155/70R13,155/70R13,Electric Power,Only Front Windows,,,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,Digital,2,5,Fabric,Manual,2450 mm,155/70R13,,Yes,Not on offer,,Yes,2 years / Unlimited Kms,,Internal,265 litres,,Yes,Yes,,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",,Yes,Yes,Yes,2,,,,,Rear sensors,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
40,Datsun,Go,T Vdc,"Rs. 5,28,464",1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1507 mm,3788 mm,1636 mm,Hatchback,5,,,20.1 km/litre,,864 kg,5,180 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440 mm,1445 mm,155/70R13,155/70R13,Electric Power,All Windows,,,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Analog, Digital",2,5,Fabric,Manual,2450 mm,155/70R13,,Yes,USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,,Internal,265 litres,,Yes,Yes,Digital,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,"Heater, Manual Air conditioning with cooling and heating",Yes,,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",,Yes,Yes,Yes,2,,,,,Rear sensors,,Yes,,,,,,Yes,Yes,Manual Adjustment,Yes,,,,,,,,,,,,,,,,,,,,,,
41,Datsun,Go,T (O) Vdc,"Rs. 5,53,015",1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1507 mm,3788 mm,1636 mm,Hatchback,5,20.6 km/litre,,20.1 km/litre,,864 kg,5,180 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440 mm,1445 mm,155/70R13,155/70R13,Electric Power,All Windows,,,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Digital, Analog",2,5,Fabric,Manual,2450 mm,155/70R13,,Yes,USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,,"Internal, With Remote",265 litres,,Yes,Yes,Digital,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),,"With Remote, Internal",Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,"Heater, Manual Air conditioning with cooling and heating",Yes,,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",,Yes,Yes,,2,,,,,Rear sensors,,Yes,,,,,,Yes,Yes,Manual Adjustment,Yes,,,,,,,,,,,,,,,,,,,,,,
42,Datsun,Go,T Cvt,"Rs. 5,94,464",1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1507 mm,3788 mm,1636 mm,Hatchback,5,,,20.1 km/litre,,864 kg,5,180 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440 mm,1445 mm,155/70R13,155/70R13,Electric Power,All Windows,,,78PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Analog, Digital",2,5,Fabric,Manual,2450 mm,155/70R13,,Yes,USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,,Internal,265 litres,,Yes,Yes,Digital,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,"Heater, Manual Air conditioning with cooling and heating",Yes,,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",,Yes,Yes,Yes,2,,,,,Rear sensors,,Yes,,,,,,Yes,Yes,Manual Adjustment,Yes,,,,,,,,,,,,,,,,,,,,,,
