"274","anti fatigue",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"275","anti feedant","Any substance that inhibits normal feeding behaviour. A naturally occurring substance in certain plants that adversely affects insects or other animals that eat them.
",NULL
"276","anti fertility","An agent or substance that inhibits the ability to produce offspring. A contraceptive.
",NULL
"277","anti fibrinolytic","Lysine-like drugs that interfere with the formation of the fibrinolytic enzyme plasmin from its precursor plasminogen by plasminogen activators which takes place mainly in lysine rich areas on the surface of fibrin. These drugs block the binding sites of the enzymes or plasminogen respectively and thus stop plasmin formation.
",NULL
"278","anti fibromyalgic",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"279","anti fibrosarcomic","An agent or drug that acts to stunt proliferation of sarcoma in which the predominant cell type is a malignant fibroblast.
",NULL
"280","anti fibrositic","An agent, such as an anti-inflammatory agent, that relieves inflammation, degeneration, or metabolic derangement of connective tissue structures (especially joints and related structures). 
",NULL
"281","anti fibrotic","An agent that stunts excessive formation of fibrous connective tissue in an organ or tissue during a reparative or reactive process.
",NULL
"282","anti filarial","An agent destructive to filariae, which cause lymphatic filariasis.
",NULL
"283","anti flatulent",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"284","anti flu",NULL,"A substance that destroys or inhibits replication of viruses."
"285","anti fumitory",NULL,NULL
"286","anti furuncular","An agent that relieves skin sores.
",NULL
"287","anti galactagogue","An agent, such as a herbal extract, that prevents or decreases the secretion of milk in nursing mothers.
",NULL
"288","anti gallstone","An agent, dietary or medical, that prevents the formation of gallstones.
",NULL
"289","anti gargantitic",NULL,NULL
"290","anti gastric","An antibody to gastric parietal cells, associated with auitoimmune gastritis and pernicious anaemia.
",NULL
"291","anti gastrisecretogogic",NULL,NULL
"292","anti gastritic","An anti-inflammatory agent that relieves inflammation of the stomach lining.
",NULL
"293","anti gastrotic",NULL,"A drug used for its effects on the gastrointestinal system, e.g. controlling gastric acidity, regulating gastrointestinal motility and water flow, and improving digestion."
"294","antigenic","A substance that when introduced into the body stimulates the production of an antibody. Antigens include toxins,bacteria, foreign blood cells, and the cells of transplanted organs.
",NULL
"295","anti genotoxic",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"296","anti giardial","An agent or drug used to treate instestinal infection caused by Giardia intestinalis.
",NULL
"297","anti gibberellin",NULL,"A substance that diminishes the rate of a chemical reaction."
"298","anti gingivitic",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"299","anti glaucomic","An agent, nutritional or medical, used to treat damage of the optic nerve and vision loss.
",NULL
"300","anti gliomic","An agent or drug that acts to stunt proliferation of glioma, a malignant tumor of the glial tissue of the nervous system.
",NULL
"301","anti glossitic","An agent that relieves inflammation of the tongue, or glossitis.
",NULL
"302","anti glucuronidase",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"303","anti glutamaergic","An agent or drug that modulates the transmission of glutamate, or inhibits glutamate currents, for muscle relaxation, antiseizure, or neuroprotective effects. May be used for ALS.
",NULL
"304","anti glycosation",NULL,NULL
"305","anti glycosuric","An agent that prevents the excess accumulation of sugar in urine, as in diabetes.
",NULL
"306","anti goiter",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"307","anti gonadotrophic",NULL,NULL
"308","anti gonadotropic","An agent or drug which suppresses the activity and/or downstream effects of one or both of the gonadotropins, follicle-stimulating hormone (FSH) and luteinizing hormone (LH). Used in treatment of hormonally-sensitive cancers, to delay precocious puberty and puberty in transgender youth, as a form of chemical castration to reduce the sex drives of individuals (namely males) with hypersexuality or pedophilia, and to treat estrogen-associated conditions in women such as menorrhagia and endometriosis.
",NULL
"309","anti gout",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"310","anti granular",NULL,NULL
"311","anti granulocytopenic",NULL,NULL
"312","anti grey","An agent that prevents hair whitening.
",NULL
"313","anti glucose-tolerance-factor","An antibody binding glucose tolerence factor (GTF), which is a dietary agent with high insulin mimetic and insulin potentiating activity.
",NULL
"314","anti halitosic","An agent that relieves bad breath.
",NULL
"315","anti hangover",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"316","anti heartburn","An agent that relieves the effects caused by acid regurgitation into the esophagus.
",NULL
"317","anti helicobacter",NULL,"A substance that kills or slows the growth of bacteria."
"318","anti hematuric","An agent that prevents the release of blood into urine.
",NULL
"319","anti hemolytic",NULL,"Drug that acts on blood and blood-forming organs and those that affect the hemostatic system."
"320","anti hemophilic",NULL,"Drug that acts on blood and blood-forming organs and those that affect the hemostatic system."
"321","anti hemorrhagic",NULL,"Drug that acts on blood and blood-forming organs and those that affect the hemostatic system."
"322","anti hemorrhoidal",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"323","anti hepatitic",NULL,"Any compound that is able to prevent damage to the liver."
"324","anti hepatoadenomic",NULL,"A substance that inhibits or prevents the proliferation of neoplasms."
"325","anti hepatocarcinogenic",NULL,"A substance that inhibits or prevents the proliferation of neoplasms."
"326","anti hepatomic",NULL,"A substance that inhibits or prevents the proliferation of neoplasms."
"327","anti hepatotic",NULL,"Any compound that is able to prevent damage to the liver."
"328","anti hepatotoxic",NULL,"Any compound that is able to prevent damage to the liver."
"329","anti herpetic",NULL,"A substance that destroys or inhibits replication of viruses."
"330","anti hiccup","An agent that relieves hiccups, or the involuntary contraction of the diaphragm.
",NULL
"331","anti histaminic",NULL,"Histamine antagonists are the drugs that bind to but do not activate histamine receptors, thereby blocking the actions of histamine or histamine agonists."
"332","anti histoplasmotic","An anti-fungal agent used to treat infections caused by breathing in spores of a fungus often found in bird and bat droppings.
",NULL
"333","anti HIV",NULL,"A substance that destroys or inhibits replication of viruses."
"334","anti HIV-integrase",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"335","anti homocysteine",NULL,"A substance that diminishes the rate of a chemical reaction."
"336","anti homocystinuric","An antibody used to detect  abnormal accumulation of homocysteine and its metabolites in blood and urine, a condition known as homocystinuria.
",NULL
"337","anti hot-flash","An agent or hormone, such as estrogen, used to treat hot flashes, or sudden feelings of feverish heat, typically as a symptom of menopause.
",NULL
"338","anti hydrocoele","An agent that relieves abnormal accumulation of fluid in the scrotum, within a thin membrane adjacent to the testicle called the processus or tunica vaginalis.
",NULL
"339","anti hydrophobic","An agent that prevents the aggregation of hydrophobic substances in aqueous solution.
",NULL
"340","anti hyperactivity","An agent or drug, which may be a stimulant, used to treat ADHD.
",NULL
"341","anti hyperammonemic","An agent that lowers or controls ammonia levels in the blood.
",NULL
