Subject-wise ranking of top 2% scientist from India (all fields),,,,,,,,
Downloded/complied based on an independent study done by Stanford University scientists (for methodology and data visit)- https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.3000918,,,,,,,,
Note world-wide full list of top 2% (all countries) can be found at shorturl.at/qHIJ4,,,,,,,,
"Jana, Nihar R.",Biochemistry & Molecular Biology,Indian Institute of Technology Kharagpur,3446,3.50635701,2.536882712,93,1993,2020
"Srinivasula, S. Murty",Biochemistry & Molecular Biology,Indian Institute of Science Education and Research Thiruvananthapuram,3978,3.44810211,2.928531464,88,1995,2018
,,,Rank world-,,,,,
,,,wide (by,,,Number of,First year of,Latest year of
authfull,Field,inst_name,subject area),C-score,Top %,papers,publication,publication
"Gromiha, M. Michael",Bioinformatics,Indian Institute of Technology Madras,61,4.00016172,0.328876429,257,1993,2020
"Raghava, Gajendra P.S.",Bioinformatics,"Indraprastha Institute of Information Technology, Delhi",192,3.64954989,1.035152038,248,1988,2020
"Chattopadhyay, Joydev",Bioinformatics,"Indian Statistical Institute, Kolkata",298,3.47659444,1.606642226,185,1992,2020
,,,Rank world-,,,,,
,,,wide (by,,,Number of,First year of,Latest year of
authfull,Field,inst_name,subject area),C-score,Top %,papers,publication,publication
"Sharma, Chandra P.",Biomedical Engineering,Sree Chitra Tirunal Institute for Medical Sciences and Technology,303,3.64156032,0.602014663,341,1971,2019
"Ramalingam, Murugan",Biomedical Engineering,"Vellore Institute of Technology, Vellore",719,3.30716177,1.428543045,133,2002,2020
"Jayakrishnan, A.",Biomedical Engineering,Indian Institute of Technology Madras,1027,3.16253523,2.040491943,103,1981,2019
"Panduranga Rao, K.",Biomedical Engineering,Chalapathi Institute of Pharmaceutical Sciences,1073,3.14420134,2.131886909,47,1985,2015
,,,Rank world-,,,,,
,,,wide (by,,,Number of,First year of,Latest year of
authfull,Field,inst_name,subject area),C-score,Top %,papers,publication,publication
"Balaram, P.",Biophysics,National Centre for Biological Sciences,58,4.04478892,0.315200261,665,1972,2020
"Chattopadhyay, Amitabha",Biophysics,Centre for Cellular and Molecular Biology india,62,4.03121874,0.33693821,257,1984,2020
"Khaneja, Navin",Biophysics,"Indian Institute of Technology, Bombay",341,3.39320377,1.853160154,116,1997,2020
"Ahmad, Faizan",Biophysics,Jamia Millia Islamia,347,3.3867188,1.885767078,244,1970,2019
,,,Rank world-,,,,,
,,,wide (by,,,Number of,First year of,Latest year of
authfull,Field,inst_name,subject area),C-score,Top %,papers,publication,publication
"Pandey, Ashok",Biotechnology,Indian Institute of Toxicology Research,8,4.47889562,0.015890988,600,1979,2020
"Venkata Mohan, S.",Biotechnology,Indian Institute of Chemical Technology,29,4.19389623,0.057604831,337,1995,2020
"Gupta, Munishwar Nath",Biotechnology,Indian Institute of Technology Delhi,84,3.90383257,0.166855372,280,1980,2020
"D’Souza, S. F.",Biotechnology,Bhabha Atomic Research Centre,90,3.88919306,0.178773613,196,1977,2018
"Rathore, Anurag S.",Biotechnology,Indian Institute of Technology Delhi,112,3.81313664,0.22247383,277,1995,2020
"Ghose, Tarun K.",Biotechnology,Birla Institute of Scientific Research,115,3.81080115,0.22843295,72,1961,2003
"Husain, Qayyum",Biotechnology,Aligarh Muslim University,130,3.77351667,0.258228552,120,1985,2020
"Malik, Anushree",Biotechnology,Indian Institute of Technology Delhi,154,3.72545969,0.305901516,113,1999,2020
"Sen, Ramkrishna",Biotechnology,Indian Institute of Technology Kharagpur,193,3.67914128,0.383370081,143,1997,2020
"Mallick, Nirupama",Biotechnology,Indian Institute of Technology Kharagpur,215,3.6440721,0.427070298,102,1989,2020
"Annadurai, G.",Biotechnology,Manonmaniam Sundaranar University,240,3.59236358,0.476729635,114,1996,2019
"Pundir, C. S.",Biotechnology,Maharshi Dayanand University,245,3.58569428,0.486661502,249,1984,2020
"Banerjee, Uttam Chand",Biotechnology,"National Institute of Pharmaceutical Education and Research, Mohali",294,3.52355239,0.583993803,218,1989,2020
"Kuhad, Ramesh Chander",Biotechnology,University of Delhi,325,3.4906838,0.64557138,170,1987,2020
"Gupta, Rani",Biotechnology,University of Delhi,374,3.44615792,0.742903681,133,1992,2018
"Roy, Ipsita",Biotechnology,"National Institute of Pharmaceutical Education and Research, Mohali",386,3.43224436,0.766740162,207,1992,2020
"Cameotra, Swaranjit Singh",Biotechnology,Institute of Microbial Technology India,440,3.39158295,0.87400433,122,1973,2018
"Singh, R. S.",Biotechnology,Punjabi University,449,3.38186882,0.891881692,132,1994,2020
"Purohit, Hemant",Biotechnology,National Environmental Engineering Research Institute India,456,3.37593987,0.905786306,284,1994,2020
"Abraham, T. Emilia",Biotechnology,National Institute for Interdisciplinary Science and Technology,481,3.35640139,0.955445643,57,1984,2015
"Das, Nilanjana",Biotechnology,"Vellore Institute of Technology, Vellore",497,3.33861451,0.987227619,96,2007,2019
"Thakur, Indu Shekhar",Biotechnology,Jawaharlal Nehru University,503,3.33451794,0.999145859,158,1985,2020
"Patnaik, Pratap R.",Biotechnology,Gharda Institute of Technology,551,3.30080383,1.094491786,138,1978,2016
"Satyanarayana, Tulasi",Biotechnology,Netaji Subhas Institute of Technology,580,3.28610166,1.152096617,186,1987,2019
"Naik, Satya Narayan",Biotechnology,Indian Institute of Technology Delhi,584,3.28386563,1.160042111,136,1989,2020
"Zinjarde, Smita",Biotechnology,Savitribai Phule Pune University,642,3.24876685,1.275251773,106,1997,2020
"Paknikar, K. M.",Biotechnology,Agharkar Research Institute,654,3.23855286,1.299088255,124,1987,2020
"Ahmad, Iqbal",Biotechnology,Aligarh Muslim University,716,3.21289759,1.42224341,182,1981,2020
"Karmee, Sanjib Kumar",Biotechnology,Sardar Patel Renewable Energy Research Institute (SPRERI),726,3.20731004,1.442107145,33,2004,2020
"Arora, Daljit Singh",Biotechnology,Guru Nanak Dev University,737,3.20162262,1.463957253,84,1984,2020
"Madamwar, Datta",Biotechnology,Sardar Patel University,749,3.19735178,1.487793735,230,1984,2020
"Chirmule, Narendra",Biotechnology,Biocon Limited,754,3.19606244,1.497725602,108,1986,2018
"Saxena, Rajendra Kumar",Biotechnology,University of Delhi,756,3.19495289,1.501698349,145,1973,2019
"Panesar, Parmjit Singh",Biotechnology,Sant Longowal Institute of Engineering and Technology,781,3.18022966,1.551357686,117,1998,2020
"Nigam, J. N.",Biotechnology,Harcourt Butler Technological Institute,783,3.17904391,1.555330433,28,1971,2015
"Sukumaran, Rajeev K.",Biotechnology,National Institute for Interdisciplinary Science and Technology,791,3.17690515,1.571221421,96,2005,2020
"Nath, Sunil",Biotechnology,Indian Institute of Technology Delhi,808,3.1674773,1.60498977,55,1988,2020
"Singhania, Reeta Rani",Biotechnology,Indian Oil Corporation Limited,886,3.12896559,1.759926901,56,2003,2020
"Das, S.",Biotechnology,National Institute of Technology Rourkela,901,3.12246607,1.789722504,110,2006,2020
"Divakar, Soundar",Biotechnology,Central Food Technological Research Institute India,924,3.11399125,1.835409094,131,1984,2013
"Ghangrekar, M. M.",Biotechnology,Indian Institute of Technology Kharagpur,984,3.08817696,1.954591502,141,1996,2020
"Venkatesh, Kareenhalli V.",Biotechnology,"Indian Institute of Technology, Bombay",996,3.08499929,1.978427984,111,1993,2020
"Desai, J. D.",Biotechnology,Indian Petrochemicals Corporation Limited,1027,3.07047573,2.040005562,49,1974,1998
,,,Rank world-,,,,,
,,,wide (by,,,Number of,First year of,Latest year of
authfull,Field,inst_name,subject area),C-score,Top %,papers,publication,publication
"Siddique, Rafat",Building & Construction,Thapar Institute of Engineering & Technology,17,4.10016352,0.062930332,134,1996,2020
"Holt, Gary D.",Building & Construction,Saveetha School of Engineering,122,3.56224382,0.45161768,129,1993,2018
"Venkatarama Reddy, B. V.",Building & Construction,"Indian Institute of Science, Bengaluru",225,3.38816155,0.832901459,77,1987,2020
"Singh, Manjit",Building & Construction,Punjabi University,287,3.29950084,1.062412083,91,1981,2020
"Ramamurthy, K.",Building & Construction,Indian Institute of Technology Madras,427,3.16338691,1.580661879,78,1989,2019
"Apte, Michael G.",Building & Construction,"FF07, Silicon Pride",497,3.10187701,1.839786777,67,1982,2019
"Santhanam, Manu",Building & Construction,Indian Institute of Technology Madras,549,3.05938845,2.032279559,125,2001,2020
,,,Rank world-,,,,,
,,,wide (by,,,Number of,First year of,Latest year of
authfull,Field,inst_name,subject area),C-score,Top %,papers,publication,publication
"Singh, Rajesh",Business & Management,"Management Development Institute, Gurgaon",252,3.86883961,0.693851703,423,1988,2020
"Sushil, S.",Business & Management,Indian Institute of Technology Delhi,490,3.67193396,1.349156089,181,1983,2020
"Vinodh, S.",Business & Management,"National Institute of Technology, Tiruchirappalli",562,3.62677563,1.547399433,184,2006,2020
"Kumar, Nirmalya",Business & Management,Tata Sons,914,3.45243222,2.516589113,34,1993,2013
"Srivastava, Samir K.",Business & Management,Indian Institute of Management Lucknow,922,3.4484604,2.538616151,25,2004,2020
,,,Rank world-,,,,,
,,,wide (by,,,Number of,First year of,Latest year of
authfull,Field,inst_name,subject area),C-score,Top %,papers,publication,publication
"Zipes, Douglas P.",Cardiovascular System & Hematology,Krannert Institute of Cardiology,123,4.53670435,0.080755292,736,1967,2019
"Kakkar, Vijay V.",Cardiovascular System & Hematology,"Thrombosis Research Institute, India",1178,3.91899811,0.773412469,635,1967,2018
"Sharma, Samin K.",Cardiovascular System & Hematology,Malaviya National Institute of Technology Jaipur,1579,3.80785489,1.036687851,581,1977,2020
"Singh, Ram B.",Cardiovascular System & Hematology,Halberg Hospital and Research Institute,1758,3.76987812,1.15420978,185,1979,2014
"Sinha, Asru K.",Cardiovascular System & Hematology,Sinha Institute of Medical Science and Technology,1969,3.72099446,1.292741215,108,1970,2019
"Srivastava, A.",Cardiovascular System & Hematology,"Christian Medical College, Vellore",2072,3.6977925,1.360365565,331,1985,2020
,,,Rank world-,,,,,
,,,wide (by,,,Number of,First year of,Latest year of
authfull,Field,inst_name,subject area),C-score,Top %,papers,publication,publication
"Gogate, Parag R.",Chemical Engineering,Institute of Chemical Technology,20,4.30789592,0.035908577,311,1999,2020
"Joshi, Jyeshtharaj B.",Chemical Engineering,Institute of Chemical Technology,60,4.08436168,0.10772573,484,1977,2020
"Madras, Giridhar",Chemical Engineering,"Indian Institute of Science, Bengaluru",61,4.08105417,0.109521159,562,1993,2020
"Chhabra, R. P.",Chemical Engineering,Indian Institute of Technology Ropar,96,3.94509231,0.172361168,379,1978,2020
"Sharma, Yogesh Chandra",Chemical Engineering,Indian Institute of Technology Banaras Hindu University,99,3.93325283,0.177747455,162,1990,2020
"Srivastava, Vimal Chandra",Chemical Engineering,Indian Institute of Technology Roorkee,102,3.9309302,0.183133741,181,2005,2020
"Ahmaruzzaman, M.",Chemical Engineering,National Institute of Technology Silchar,113,3.88115048,0.202883459,103,2005,2020
"Vijayaraghavan, K.",Chemical Engineering,Indian Institute of Technology Madras,135,3.82005247,0.242382893,113,2004,2020
"Pandit, Aniruddha",Chemical Engineering,Institute of Chemical Technology,185,3.72579697,0.332154335,379,1982,2020
"Nain, Anil Kumar",Chemical Engineering,"University of Delhi, Dyal Singh College",227,3.66060231,0.407562346,114,1996,2020
"Mall, Indra Deo",Chemical Engineering,Indian Institute of Technology Roorkee,252,3.63875073,0.452448067,101,1989,2018
"Pal, Anjali",Chemical Engineering,Indian Institute of Technology Kharagpur,271,3.61490566,0.486561215,197,1989,2020
"Shahi, Vinod K.",Chemical Engineering,Central Salt and Marine Chemicals Research Institute India,291,3.59729771,0.522469792,151,1999,2020
"Anirudhan, T. S.",Chemical Engineering,University of Kerala,295,3.59237839,0.529651507,231,1995,2020
"Babu, B. V.",Chemical Engineering,Graphic Era Deemed to be University,302,3.57969815,0.542219509,81,1999,2017
"Mohapatra, Prasanta K.",Chemical Engineering,Bhabha Atomic Research Centre,339,3.54927745,0.608650376,340,1989,2020
"Moholkar, Vijayanand S.",Chemical Engineering,Indian Institute of Technology Guwahati,353,3.53599179,0.63378638,147,1996,2020
"Wasewar, Kailas L.",Chemical Engineering,Visvesvaraya National Institute of Technology,369,3.52714023,0.662513241,175,2002,2020
"Rangaiah, G. P.",Chemical Engineering,"Vellore Institute of Technology, Vellore",416,3.49515436,0.746898397,278,1978,2020
"Pal, Amalendu",Chemical Engineering,Kurukshetra University,448,3.47184687,0.80435212,224,1982,2020
"Pant, Kamal Kishore",Chemical Engineering,Indian Institute of Technology Delhi,496,3.44072001,0.890532704,172,1996,2020
"Senthil Kumar, Ponnusamy",Chemical Engineering,"SSN College of Engineering, Kalavakkam",498,3.4406567,0.894123561,170,2008,2020
"Ahmad, Rais",Chemical Engineering,Aligarh Muslim University,552,3.40466842,0.991076719,57,2000,2020
"Vasudevan, Subramanyan",Chemical Engineering,Central Electrochemical Research Institute India,553,3.40368454,0.992872148,89,1989,2019
"Das, Papita",Chemical Engineering,Jadavpur University,614,3.36463134,1.102393307,109,2005,2019
"Oswal, Shantilal B.",Chemical Engineering,Veer Narmad South Gujarat University,634,3.35406214,1.138301883,93,1989,2016
"Kulkarni, Amol A.",Chemical Engineering,National Chemical Laboratory India,645,3.3486664,1.158051601,85,1983,2020
"Purkait, Mihir Kumar",Chemical Engineering,Indian Institute of Technology Guwahati,654,3.34567062,1.17421046,159,2003,2020
"Srinivasan, Rajagopalan",Chemical Engineering,Indian Institute of Technology Madras,722,3.30640415,1.296299621,247,1996,2019
"De, Sirshendu",Chemical Engineering,Indian Institute of Technology Kharagpur,758,3.29228708,1.360935059,293,1995,2020
"Dutta, Binay K.",Chemical Engineering,Indian Institute of Technology Kharagpur,776,3.28410548,1.393252778,110,1985,2019
"Manchanda, V. K.",Chemical Engineering,Bhabha Atomic Research Centre,779,3.2835203,1.398639065,322,1971,2020
"Sastry, Nandhibatla Vishwanada",Chemical Engineering,Sardar Patel University,791,3.27789154,1.420184211,92,1984,2020
"Patwardhan, Ashwin W.",Chemical Engineering,Institute of Chemical Technology,830,3.25791031,1.490205936,120,1996,2020
"Jana, Amiya K.",Chemical Engineering,Indian Institute of Technology Kharagpur,908,3.2251394,1.630249385,97,2005,2020
"Mondal, Monoj Kumar",Chemical Engineering,Banaras Hindu University,920,3.22130749,1.651794531,70,2007,2020
"Gupta, Santosh K.",Chemical Engineering,University of Petroleum and Energy Studies,923,3.21807824,1.657180818,245,1971,2019
"Modak, Jayant M.",Chemical Engineering,"Indian Institute of Science, Bengaluru",939,3.21073205,1.685907679,113,1985,2020
"Mukhopadhyay, Mamata",Chemical Engineering,"Indian Institute of Technology, Bombay",958,3.20177314,1.720020827,56,1974,2019
"Kulkarni, Prashant S.",Chemical Engineering,Defence Institute of Advanced Technology,973,3.19765861,1.74695226,58,1999,2020
"Chidambaram, M.",Chemical Engineering,"National Institute of Technology, Warangal",974,3.19618975,1.748747688,217,1983,2020
"Pangarkar, Vishwas G.",Chemical Engineering,Institute of Chemical Technology,987,3.19099991,1.772088263,133,1974,2018
"Gardas, Ramesh L.",Chemical Engineering,Indian Institute of Technology Madras,991,3.18950964,1.779269979,159,2003,2020
"Pathak, Priyanath",Chemical Engineering,Bhabha Atomic Research Centre,1062,3.16193424,1.906745426,140,1997,2017
"Murthy, Z. V.P.",Chemical Engineering,S. V. National Institute of Technology,1068,3.16082322,1.917517999,180,1996,2020
,,,Rank world-,,,,,
,,,wide (by,,,Number of,First year of,Latest year of
authfull,Field,inst_name,subject area),C-score,Top %,papers,publication,publication
"Bagchi, Biman",Chemical Physics,"Indian Institute of Science, Bengaluru",246,4.22311241,0.33286876,427,1981,2020
"Sharma, A.",Chemical Physics,Indian Institute of Technology Kanpur,323,4.15232885,0.437059389,384,1979,2020
"Chattaraj, Pratim Kumar",Chemical Physics,Indian Institute of Technology Kharagpur,368,4.11199956,0.497950016,355,1984,2020
"Bhattacharyya, Kankan",Chemical Physics,Indian Institute of Science Education and Research Bhopal,492,4.02779399,0.665737521,267,1980,2020
"Moulik, Satya P.",Chemical Physics,Jadavpur University,607,3.96767294,0.821346901,306,1965,2019
"Philip, Daizy",Chemical Physics,"Mar Ivanios College, Thiruvananthapuram",633,3.94355265,0.856528152,100,1988,2020
"Mittal, Alok",Chemical Physics,Maulana Azad National Institute of Technology,638,3.94084344,0.863293777,74,1979,2020
"Samanta, Anunay",Chemical Physics,University of Hyderabad,671,3.92355191,0.907946903,177,1983,2020
"Mukherjee, Debashis",Chemical Physics,Indian Association for the Cultivation of Science,733,3.89750714,0.991840656,225,1971,2018
"Priyadarsini, K. I.",Chemical Physics,Bhabha Atomic Research Centre,755,3.88473934,1.021609407,208,1988,2020
"Sharma, Shiv K.",Chemical Physics,National Brain Research Centre,816,3.86155022,1.104150035,356,1959,2020
"Chandra, Amalendu",Chemical Physics,Indian Institute of Technology Kanpur,937,3.81507296,1.267878165,189,1988,2020
"Pandey, Siddharth",Chemical Physics,Indian Institute of Technology Delhi,978,3.80216521,1.323356291,170,1994,2020
"Kundu, Subrata",Chemical Physics,Central Electrochemical Research Institute India,992,3.79881243,1.342300042,180,2002,2020
"Gadre, Shridhar R.",Chemical Physics,Savitribai Phule Pune University,1036,3.78258603,1.401837544,226,1973,2020
"Ghosh, Swapan K.",Chemical Physics,University of Mumbai,1084,3.76748295,1.466787546,284,1982,2020
