index,Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location
57,180080,BAPTIST HEALTH CORBIN,ONE TRILLIUM WAY,CORBIN,KY,40701,KNOX,6065281212,Acute Care Hospitals,Voluntary non-profit - Private,True,,3.0,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"ONE TRILLIUM WAY
CORBIN, KY 40701
"
58,190027,CHRISTUS ST PATRICK HOSPITAL,524 DR MICHAEL DEBAKEY STREET,LAKE CHARLES,LA,70601,CALCASIEU,3374362511,Acute Care Hospitals,Voluntary non-profit - Church,True,,3.0,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,Below the National average,,Same as the National average,,Same as the National average,,"524 DR MICHAEL DEBAKEY STREET
LAKE CHARLES, LA 70601
"
59,190144,MINDEN MEDICAL CENTER,NO 1 MEDICAL PLAZA,MINDEN,LA,71055,WEBSTER,3183772321,Acute Care Hospitals,Proprietary,True,,4.0,,Same as the National average,,Same as the National average,,Above the National average,,Above the National average,,Same as the National average,,Above the National average,,Same as the National average,,"NO 1 MEDICAL PLAZA
MINDEN, LA 71055
"
60,200018,AROOSTOOK MEDICAL CENTER,PO BOX 151,PRESQUE ISLE,ME,4769,AROOSTOOK,2077684000,Acute Care Hospitals,Voluntary non-profit - Private,True,,4.0,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Above the National average,,Same as the National average,,Same as the National average,,"PO BOX 151
PRESQUE ISLE, ME 04769
"
61,200033,EASTERN MAINE MEDICAL CENTER,PO BOX 404,BANGOR,ME,4401,PENOBSCOT,2079737000,Acute Care Hospitals,Voluntary non-profit - Private,True,,2.0,,Below the National average,,Same as the National average,,Below the National average,,Below the National average,,Above the National average,,Below the National average,,Above the National average,,"PO BOX 404
BANGOR, ME 04401
"
62,200034,ST MARYS REGIONAL MEDICAL CENTER,CAMPUS AVENUE - PO BOX 7291,LEWISTON,ME,4240,ANDROSCOGGIN,2077778100,Acute Care Hospitals,Voluntary non-profit - Private,True,,4.0,,Same as the National average,,Same as the National average,,Above the National average,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,"CAMPUS AVENUE - PO BOX 7291
LEWISTON, ME 04240
"
63,201301,CHARLES A DEAN MEMORIAL HOSPITAL,PRITHAM AVENUE PO BOX 1129,GREENVILLE,ME,4441,PISCATAQUIS,2076955200,Critical Access Hospitals,Voluntary non-profit - Private,False,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"PRITHAM AVENUE PO BOX 1129
GREENVILLE, ME 04441
"
64,201312,WALDO COUNTY GENERAL HOSPITAL,PO BOX 287,BELFAST,ME,4915,WALDO,2073382500,Critical Access Hospitals,Voluntary non-profit - Private,True,,3.0,This hospitals star rating only includes data reported on inpatient services,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"PO BOX 287
BELFAST, ME 04915
"
65,220010,LAWRENCE GENERAL HOSPITAL,ONE GENERAL STREET,LAWRENCE,MA,1842,ESSEX,9786834000,Acute Care Hospitals,Voluntary non-profit - Private,True,,2.0,,Above the National average,,Below the National average,,Below the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,"ONE GENERAL STREET
LAWRENCE, MA 01842
"
66,220084,EMERSON HOSPITAL,OLD ROAD TO 9 ACRE CORNER,W CONCORD,MA,1742,MIDDLESEX,9783691400,Acute Care Hospitals,Voluntary non-profit - Private,True,,4.0,,Same as the National average,,Same as the National average,,Above the National average,,Above the National average,,Same as the National average,,Same as the National average,,Above the National average,,"OLD ROAD TO 9 ACRE CORNER
W CONCORD, MA 01742
"
67,221300,MARTHA'S VINEYARD HOSPITAL INC,ONE HOSPITAL ROAD PO BOX 1477,OAK BLUFFS,MA,2557,DUKES,5086930410,Critical Access Hospitals,Voluntary non-profit - Private,True,,4.0,This hospitals star rating only includes data reported on inpatient services,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Above the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"ONE HOSPITAL ROAD PO BOX 1477
OAK BLUFFS, MA 02557
"
68,230110,SPECTRUM HEALTH LUDINGTON HOSPITAL,ONE N ATKINSON DRIVE,LUDINGTON,MI,49431,MASON,2318432591,Acute Care Hospitals,Voluntary non-profit - Other,True,,3.0,,Same as the National average,,Above the National average,,Above the National average,,Below the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"ONE N ATKINSON DRIVE
LUDINGTON, MI 49431
"
69,230132,HURLEY MEDICAL CENTER,ONE HURLEY PLAZA,FLINT,MI,48503,GENESEE,8102579000,Acute Care Hospitals,Voluntary non-profit - Other,True,,1.0,,Same as the National average,,Below the National average,,Below the National average,,Below the National average,,Below the National average,,Below the National average,,Same as the National average,,"ONE HURLEY PLAZA
FLINT, MI 48503
"
70,230156,ST JOSEPH MERCY HOSPITAL,5301 E HURON RIVER DR,ANN ARBOR,MI,48106,WASHTENAW,7347123456,Acute Care Hospitals,Voluntary non-profit - Church,True,,2.0,,Above the National average,,Below the National average,,Below the National average,,Above the National average,,Same as the National average,,Below the National average,,Same as the National average,,"5301 E HURON RIVER DR
ANN ARBOR, MI 48106
"
71,230197,GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK,ONE GENESYS PARKWAY,GRAND BLANC,MI,48439,GENESEE,8106065000,Acute Care Hospitals,Voluntary non-profit - Church,True,,2.0,,Above the National average,,Below the National average,,Below the National average,,Below the National average,,Below the National average,,Below the National average,,Above the National average,,"ONE GENESYS PARKWAY
GRAND BLANC, MI 48439
"
72,230269,"BEAUMONT HOSPITAL, TROY",44201 DEQUINDRE ROAD,TROY,MI,48085,OAKLAND,2489648800,Acute Care Hospitals,Voluntary non-profit - Private,True,,3.0,,Above the National average,,Above the National average,,Below the National average,,Same as the National average,,Above the National average,,Below the National average,,Above the National average,,"44201 DEQUINDRE ROAD
TROY, MI 48085
"
73,230273,DETROIT RECEIVING HOSPITAL & UNIV HEALTH CENTER,4201 ST ANTOINE ST - 3M,DETROIT,MI,48201,WAYNE,3137453104,Acute Care Hospitals,Proprietary,True,,1.0,,Same as the National average,,Below the National average,,Below the National average,,Below the National average,,Above the National average,,Below the National average,,Same as the National average,,"4201 ST ANTOINE ST - 3M
DETROIT, MI 48201
"
74,230277,HURON VALLEY-SINAI HOSPITAL,ONE WILLIAM CARLS DRIVE,COMMERCE TOWNSHIP,MI,48382,OAKLAND,2489373370,Acute Care Hospitals,Proprietary,True,,3.0,,Same as the National average,,Below the National average,,Below the National average,,Same as the National average,,Above the National average,,Above the National average,,Same as the National average,,"ONE WILLIAM CARLS DRIVE
COMMERCE TOWNSHIP, MI 48382
"
75,240206,RED LAKE HOSPITAL A,PO BOX 497,REDLAKE,MN,56671,BELTRAMI,2186793912,Acute Care Hospitals,Government - Federal,True,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"PO BOX 497
REDLAKE, MN 56671
"
76,241306,RENVILLE COUNTY HOSPITAL AND CLINICS,100 HEALTHY WAY,OLIVIA,MN,56277,RENVILLE,3205231261,Critical Access Hospitals,Government - Local,True,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"100 HEALTHY WAY
OLIVIA, MN 56277
"
77,241379,PRAIRIE RIDGE HOSPITAL AND HEALTH SERVICES,1411 STATE HIGHWAY 793,ELBOW LAKE,MN,56531,GRANT,2186854461,Critical Access Hospitals,Voluntary non-profit - Private,True,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"1411 STATE HIGHWAY 793
ELBOW LAKE, MN 56531
"
78,250057,KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN,P O BOX 948/427 HIGHWAY 51 NORTH,BROOKHAVEN,MS,39601,LINCOLN,6018336011,Acute Care Hospitals,Voluntary non-profit - Other,True,,4.0,,Same as the National average,,Same as the National average,,Same as the National average,,Above the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"P O BOX 948/427 HIGHWAY 51 NORTH
BROOKHAVEN, MS 39601
"
79,250084,MERIT HEALTH NATCHEZ,52 SERGEANT PRENTISS DRIVE,NATCHEZ,MS,39120,ADAMS,6014432100,Acute Care Hospitals,Proprietary,True,,2.0,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,Below the National average,,Same as the National average,,Below the National average,,"52 SERGEANT PRENTISS DRIVE
NATCHEZ, MS 39120
"
80,250127,CHOCTAW HEALTH CENTER,ROUTE 7 BOX R50,PHILADELPHIA,MS,39350,NESHOBA,6016562211,Acute Care Hospitals,Government - Federal,True,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"ROUTE 7 BOX R50
PHILADELPHIA, MS 39350
"
