mmsi,imo,call_sign,width,avg_length,stddev_length,unique_values_length,avg_gross_tonnage,stddev_gross_tonnage,unique_values_tonnage,dead_weight,source,flag_state,last_active_date,vessel_name,former_name,change_date
229360000,9442237,9HA3267,12.4,78.52,0,1,1877,0,1,1724,encounters,Malta,10/11/13,PRINCESA GUASIMARA,,
373837000,9611503,3FFS4,28,179.9,0,1,20867,0,1,32451,CLAV,Panama,8/13/16,T PRIME,,
538007082,9611503,V7OG5,28,179.9,0,1,20867,0,1,32451,encounters,Marshall Islands,1/2/17,T PRIME,T PRIME,8/13/16
413202530,9061227,BAKV,,98.53,,1,3065,,1,,CLAV,China,3/15/13,WAN LONG HAI,,
445018000,9061227,HMSK,16.8,98.5,0,1,4061,0,1,5133,encounters,North Korea,1/1/17,NORTHERN LUCK,WAN LONG HAI,9/18/13
457747000,9061227,JVYX4,16.8,98.5,0,1,4061,0,1,5133,encounters,Mongolia,9/18/13,WAN LONG HAI,WAN LONG HAI,3/15/13
667003355,8981341,9LY2552,11,57.96,0,1,975,0,1,,CLAV,Sierra Leone,6/27/16,ZHE ZHOU YU LENG 220,HAN XING 2,8/21/13
667003355,8981341,,11,57.96,0,1,975,0,1,,encounters,Sierra Leone,8/21/13,HAN XING 2,,
416542000,,BEOZ,14,95.2,0,1,2495,0,1,,CLAV,Taiwan,12/8/16,HER WEN NO.1,,
312820000,8695863,V3ZN6,16,137,,1,7212,,1,,CLAV,Belize,1/2/17,BUSYBEE,,
413554170,,BEAQ,18,128,,1,2347,,1,,CLAV,China,1/2/17,XIN CHEN GUANG 23,,
200001140,,BZ1UR,,77,0,1,1588,0,1,,CLAV,Unknown,12/24/16,FU YUAN YU F86,,
374083000,8221947,3FRQ5,13.21,85.32,0,1,2047,0,1,,ITU,Panama,12/14/16,PS REEFER,PS REEFER,6/26/15
416730000,,BI2037,10,71.4,0,1,995,0,1,,CLAV,Taiwan,12/8/16,LIAN JYI HSING,,
412551380,,BEBH,14,109.6,0,1,3110,0,1,,CLAV,China,12/10/16,LE YANG 6,,
636017396,9459591,D5KS2,16.8,98.28,0,1,3858,0,1,4393,CCSBT,Liberia,8/12/16,TAIHO MARU,TAIHO MARU,2/8/16
725000971,9201891,CA4049,9,36,0,1,499,0,1,,full_inf,Chile,12/31/16,FAEROY,FAEROY,7/20/12
259555000,9201891,LJPL,9,36,0,1,499,0,1,,encounters,Norway,7/20/12,FAEROY,,
529650000,7812062,T3JZ2,16,103.73,,1,3835,,1,4392,CLAV,Kiribati,4/25/16,HAO XIANG,HAO XIANG,8/22/13
529529000,7812074,3FJL9,16,103.73,,1,3835,,1,4392,CLAV,Kiribati,7/17/15,CHAN HAN 6,,
667007053,7812062,3EGU9,16,103.73,0,1,3835,0,1,4392,FFA,Sierra Leone,8/22/13,HAO XIANG,,
372825000,7812074,3FJL9,16,103,0,1,3835,0,1,4392,ITU,Panama,12/7/16,CHAN HAN 6,CHAN HAN 6,7/17/15
273311610,7812024,UBYV,16.01,103,0,1,3835,0,1,4392,full_inf,Russia,12/5/16,FROST OLYMPOS,,
309689000,8912120,C6WB3,19.63,131.25,0,1,7743,0,1,7726,ITU,Bahamas,12/12/16,GREEN COSTA RICA,,
311289000,8912132,C6WH8,20,131.25,0,1,7743,0,1,7726,ITU,Bahamas,12/31/16,GREEN HONDURAS,,
308868000,8912144,C6WA6,20,131.25,0,1,7743,0,1,7726,ITU,Bahamas,1/2/17,GREEN GUATEMALA,,
311051000,8912156,C6WH7,20,131.25,0,1,7743,0,1,7726,ITU,Bahamas,12/29/16,GREEN CHILE,,
245973000,9135822,PCPM,18,117.28,0.017320508,2,5100,0,1,5937,CLAV,Netherlands,1/2/17,SIERRA LEYRE,SIERRA LEYRE,6/26/12
306873000,9135822,PCPM,17.53,117,0,1,5100,0,1,5937,CLAV,Curacao,6/26/12,SIERRA LEYRE,,
645358000,9163403,D5JZ8,18,117,0,1,5100,0,1,5937,CLAV,Mauritius,1/26/14,SIERRA LAUREL,,
229705000,9163403,9HA3533,18,117.27,0,1,5100,0,1,5937,CLAV,Malta,11/2/15,SIERRA LAUREL,SIERRA LAUREL,1/31/14
308090000,9015187,C6KD8,24,158.9,0,1,13049,0,1,13930,ITU,Bahamas,12/31/16,HELLAS REEFER,CHIQUITA DEUSTCHLAND,10/9/13
308090000,9015187,C6KD8,24,158.9,0,1,13049,0,1,13930,encounters,Bahamas,10/9/13,CHIQUITA DEUTSCHLAND,,
308126000,9030149,C6KD4,24,158.13,0,1,13049,0,1,13930,ITU,Bahamas,12/30/16,SWEDISH REEFER,,
308121000,9015204,C6KD7,24,158.13,0,1,13049,0,1,13930,ITU,Bahamas,1/2/17,CHIQUITA BELGIE,,
308438000,9030137,C6KD5,24,158.13,0,1,13049,0,1,13930,ITU,Bahamas,1/2/17,ITALIA REEFER,,
636016166,8909070,ELUA3,23,156,0,1,10842,0,1,12942,ITU,Liberia,12/31/16,BALTIC SPRING,HANSA STOCKHOLM,8/22/13
636090217,8909070,ELUA3,23,156,0,1,10842,0,1,12942,encounters,Liberia,8/22/13,HANSA STOCKHOLM,,
314011000,8802088,8PLK,23,156.8,0,1,10842,0,1,12942,ITU,Barbados,1/1/17,HANSA BREMEN,HANSA BREMEN,10/10/13
636090299,8802088,ELW06,23,156.8,0,1,10842,0,1,12942,encounters,Liberia,10/10/13,HANSA BREMEN,,
636016167,8802090,ELWR5,23,156,0,1,10842,0,1,12942,ITU,Liberia,1/1/17,BALTIC SUMMER,HANSA VISBY,9/1/13
636090312,8802090,ELWR5,23,156,0,1,10842,0,1,12942,encounters,Liberia,9/1/13,HANSA VISBY,,
667003248,9044358,9LY2445,22.2,152.94,0,1,12413,0,1,9360,encounters,Sierra Leone,10/10/13,ZHONG ZHOU 1,,
312621000,9044358,V3KS3,22.2,152.94,0,1,12413,0,1,9360,encounters,Belize,6/12/15,ZHONG ZHOU 1,ZHONG ZHOU 1,10/10/13
636017561,9044358,D5LO2,22.2,152.94,0,1,12413,0,1,9360,encounters,Liberia,12/28/16,ZHONG ZHOU 1,ZHONG ZHOU 1,12/8/16
371210000,8521804,3EGY7,22,144.35,0,1,12383,0,1,9360,CLAV,Panama,7/5/13,RAINFROST,,
357805000,8521830,3FTR9,22,152.94,0,1,12383,0,1,9360,FFA,Panama,12/14/16,SKYFROST,,
273352840,8421200,UBCI2,22,152.94,0,1,12383,0,1,9360,encounters,Russia,1/2/17,SAN DIEGO,,
529642000,9172442,T3JR2,16,88.78,1.103086579,2,3683,0,1,3621,CLAV,Kiribati,6/6/16,MELTEMI,NEW PROSPERITY,7/11/13
518332000,8503242,E5U2582,16,111.96,,1,3936,,1,3621,CLAV,Cook Islands,12/8/16,TOKACHI FROST,TOKACHI FROST,5/15/15
312845000,8503242,V3RS6,16,112,0,1,3936,0,1,3621,CLAV,Belize,5/15/15,TOKACHI FROST,,
352656000,9172442,3FOZ8,16,97,0,1,3683,0,1,3621,CLAV,Panama,7/11/13,NEW PROSPERITY,,
306871000,9120205,PJYP,18,117,0,1,5110,0,1,5970,CLAV,Curacao,8/29/13,SIERRA LARA,,
306872000,9120217,PJYS,18,117.27,0,1,5100,0,1,5970,CLAV,Curacao,1/2/17,SIERRA LOBA,,
440257000,8807466,D7NU,18,117.31,,1,4988,,1,6514,CLAV,Korea,12/25/15,FRIO ANTARCTIC,FRIO ANTARCTIC 1,10/11/13
373731000,8807466,3EVL6,18,125,0,1,4988,0,1,6514,CLAV,Panama,10/11/13,FRIO ANTARCTIC 1,FRIO ANTARCTIC 1,1/3/13
636014105,8807466,3EVL6,18,125,0,1,4988,0,1,6514,CLAV,Liberia,1/3/13,EW KILIMANJARO,,
374478000,8807466,3FAR4,18,125,0,1,4988,0,1,6514,ITU,Panama,1/2/17,FRIO ANTARCTIC,FRIO ANTARCTIC,12/25/15
352796000,8810645,3EYB6,15.6,94.97,,1,3475,,1,4218,CLAV,Panama,12/14/16,KHANA,KHANA,7/18/13
538002995,8810645,3EPY9,15.6,100.8,0,1,3475,0,1,4218,CLAV,Marshall Islands,7/18/13,KHANA,,
576328000,9620384,YJRE3,17,99.06,0,1,3989,0,1,4218,CLAV,Vanuatu,10/27/15,GENTU MARU,,
636017162,9620384,D5JO9,17,99.06,0,1,3989,0,1,4218,encounters,Liberia,12/29/16,GENTU MARU,GENTU MARU,10/27/15
273829410,8842997,UEKI,9,55,0,1,683,0,1,529,encounters,Russia,1/1/17,SAKHRYBA,,
273842700,8858544,UDKC,9,54.99,0,1,683,0,1,529,encounters,Russia,12/19/16,AMAYAN,,
273311330,9101857,UELF,9,54.99,0,1,683,0,1,529,encounters,Russia,1/2/17,KOMBRIG MALCHENKO,,
273817200,9076595,UDDF,9,54.99,0,1,683,0,1,529,encounters,Russia,1/2/17,EVGENIY ZOTOV,,
273844500,8835968,UCXC,9,54.99,0,1,683,0,1,529,encounters,Russia,1/2/17,CAESAR,,
273844700,8884256,UHWT,9,54.99,0,1,683,0,1,529,ITU,Russia,1/2/17,KAPITAN STEKOLSCHIKOV,,
273812060,9101869,UFKE,9.49,54.99,0,1,684,0,1,529,full_inf,Russia,12/7/16,TRIADA,,
273846410,9081526,UDBO,9.49,54.99,0,1,683,0,1,529,full_inf,Russia,9/11/12,TESEY,,
273561800,9101352,UGOL,9.49,54.99,0,1,683,0,1,529,full_inf,Russia,1/2/17,SARGAN,,
273825200,8834689,UIVX,10,55,0,1,683,0,1,529,full_inf,Russia,12/23/16,PREDSEDATEL GANSLEP,OCEAN DREAM,10/10/13
515604000,8834689,XUDP7,10,55,0,1,683,0,1,529,encounters,Cambodia,10/10/13,OCEAN DREAM,,
311663000,8816170,C6TJ3,24,158.5,0,1,11658,0,1,12714,ITU,Bahamas,12/29/16,ANDALUCIA STAR,,
311664000,8816156,C6TJ5,23.5,158.5,0,1,11658,0,1,12714,full_inf,Bahamas,1/2/17,ALMEDA STAR,,
311676000,8816168,C6TJ4,23.5,158.5,0,1,11658,0,1,12714,full_inf,Bahamas,12/29/16,AVELONA STAR,,
229382000,9076246,9HA3287,18,122.92,,1,6964,,1,6620,CLAV,Malta,10/9/13,SIERRA MEDOC,SIERRA MEDOC,2/18/13
306073000,9076246,PJHG,18,133.95,0,1,6964,0,1,6620,CLAV,Curacao,2/18/13,SIERRA MEDOC,,
636016687,9076246,3FRE3,18,133.95,0,1,6964,0,1,6620,CLAV,Liberia,2/19/15,SIERRA MEDOC,SIERRA MEDOC,10/9/13
548906000,9076246,DUGQ,18,133.95,0,1,6964,0,1,6620,FFA,Philippines,12/8/16,DOLLY 898,SIERRA MEDOC,2/19/15
311449000,8822595,C6VY4,16,135.7,0,1,5103,0,1,6116,ITU,Bahamas,12/29/16,GREEN MUSIC,,
311461000,8822583,C6VY5,16,135.7,0,1,5103,0,1,6116,ITU,Bahamas,12/31/16,GREEN MAGIC,,
311029000,9011492,C6VY3,16,135.7,0,1,5103,0,1,6116,ITU,Bahamas,1/2/17,GREEN MAGNIFIC,,
311009700,8920995,C6HX5,18,109,0,1,5084,0,1,6116,full_inf,Bahamas,1/2/17,GREEN CRYSTAL,,
352055000,9057393,3EHJ9,18,133.75,,1,6971,,1,7911,CLAV,Panama,2/14/12,ARKADIJA,,
341049000,8860444,V4KI2,18,133.95,0,1,6989,0,1,7911,encounters,Saint Kitts Nevis,12/3/16,FRIO ARKHANGELSK,,
341009000,8845717,V4KD2,18,133.95,0,1,6989,0,1,7911,encounters,Saint Kitts Nevis,12/25/16,FRIO MURMANSK,,
273357670,8860432,UBWI5,18,133.95,0,1,6971,0,1,7911,encounters,Russia,1/2/17,FRIO SEVASTOPOLIS,FRIO SEVASTOPOLIS,7/14/12
352367000,8860432,3EUP9,18,133.95,0,1,6971,0,1,7911,encounters,Panama,2/14/12,FRIO SEVASTOPOLIS,,
273350580,9057393,UBEJ2,18,133.95,0,1,6971,0,1,7911,encounters,Russia,12/25/16,ARKADIJA,ARKADIJA,2/14/12
341891000,8920983,V4WE2,18,108,0,1,5084,0,1,6120,encounters,Saint Kitts Nevis,11/16/16,HARENGUS,ITALIAN REEFER,10/11/13
308541000,8804529,C6IB5,18,109,0,1,5084,0,1,6120,ITU,Bahamas,1/2/17,GREEN SELJE,,
311009400,8804531,C6XH2,18,109,0,1,5084,0,1,6120,ITU,Bahamas,1/2/17,GREEN KARMOY,,
311040500,8804567,C6YO8,18,109,0,1,5084,0,1,6120,ITU,Bahamas,1/2/17,GREEN EGERSUND,,
311042400,8804579,C6YQ9,18.02,109,0,1,5084,0,1,6120,full_inf,Bahamas,1/1/17,GREEN MALOY,,
311009600,8819304,C6XH4,18,109,0,1,5084,0,1,6120,full_inf,Bahamas,12/26/16,GREEN FREEZER,,
645376000,8819287,3BSD,18.04,107.52,0,1,5084,0,1,6120,full_inf,Mauritius,1/2/17,AUXIS,IBERIAN REEFER,9/21/13
636014564,8819287,A8UV5,18.04,107.52,0,1,5084,0,1,6120,encounters,Liberia,9/21/13,IBERIAN REEFER,,
273892210,8038170,UHUV,9,55.02,0,1,677,0,1,495,encounters,Russia,11/16/16,GEROI SIVASHA,,
273191300,8724377,UDQY,9,55.01,0,1,677,0,1,495,encounters,Russia,12/12/16,OBAYATELNYY,,
273825810,8035087,UHTH,10,55,0,1,676,0,1,495,encounters,Russia,12/28/16,LUCHISTYY,,
273898210,7832701,UGML,9,55,0,1,677,0,1,495,full_inf,Russia,1/21/16,ABINSK,,
273457850,8724341,UDLH,9.52,55.01,0,1,677,0,1,495,full_inf,Russia,12/20/16,PREGOLSKIY,,
273195200,8423583,UDRA,9.52,55.01,0,1,677,0,1,495,full_inf,Russia,12/23/16,KRYMSKIY,,
273829220,8228490,UFPR,9.53,55.02,0,1,677,0,1,495,full_inf,Russia,2/7/15,TAIROVO,,
273896310,8328771,UGQF,9.53,55.02,0,1,677,0,1,495,full_inf,Russia,9/20/13,VYSOKOGORNYY,,
273434010,7741108,UFRI,9.53,55,0,1,678,0,1,495,full_inf,Russia,11/10/16,MANGAZEYA,,
353631000,8725814,HO6144,9.52,55.01,0,1,676,0,1,495,full_inf,Panama,3/9/15,ASARI,,
520093696,8024935,T3PR,12,79.5,,1,1419,,1,2300,CLAV,Fiji,12/1/16,WAN JIN HAI 9918,HENG SHENG CHANG 1,8/24/13
529161000,8024935,T3PR,12,80,0,1,1410,0,1,2300,CLAV,Kiribati,12/1/12,HAN YI 2,,
457716000,8024935,,12,80,0,1,1410,0,1,2300,encounters,Mongolia,8/24/13,HENG SHENG CHANG 1,HAN YI 2,12/1/12
529607000,9586332,3FYT4,12,80.68,0,1,1998,0,1,2300,FFA,Kiribati,9/30/13,HAN XING,,
374173000,9586332,3FYT4,12,83,0,1,1998,0,1,2300,ITU,Panama,12/7/16,HAN XING,HAN XING,9/30/13
256064000,9204960,9HA3808,25,167,0,1,14413,0,1,15917,ITU,Malta,1/2/17,LUZON STRAIT,LUZON STRAIT,10/10/13
636091009,9204960,A8IO4,25,167,0,1,14413,0,1,15917,ITU,Liberia,10/10/13,LUZON STRAIT,,
636091008,9204958,9HA3797,25,167,0,1,14413,0,1,15917,ITU,Liberia,10/9/13,LOMBOK STRAIT,,
256045000,9204958,9HA3797,25,167,0,1,14413,0,1,15917,ITU,Malta,1/2/17,LOMBOK STRAIT,LOMBOK STRAIT,10/9/13
309193000,9007489,C6VB9,24,164.3,0,1,14406,0,1,16950,ITU,Bahamas,12/25/16,JORGEN REEFER,,
311062300,8819938,C6ZP6,24,164.3,0,1,14406,0,1,16950,ITU,Bahamas,12/31/16,IVAR REEFER,,
311062200,8903167,C6ZP5,24,164.3,0,1,14406,0,1,16950,full_inf,Bahamas,12/31/16,KNUD REEFER,,
311062400,8819926,C6ZP7,24,164.3,0,1,14406,0,1,16950,full_inf,Bahamas,1/2/17,DITLEV REEFER,,
311957000,8917572,C6UM3,20,140.5,0,1,7944,0,1,11095,ITU,Bahamas,1/2/17,PERUVIAN REEFER,,
311955000,8917560,C6UL9,20,140.5,0,1,7944,0,1,11095,ITU,Bahamas,1/1/17,SCANDINAIAN REEFER,,
311956000,8917546,C6UM2,20,140.5,0,1,7944,0,1,11095,ITU,Bahamas,1/2/17,CHILEAN REEFER,,
314006000,8917534,8PLJ,19.7,140.5,0,1,7944,0,1,11095,full_inf,Barbados,10/3/16,LAPPONIAN REEFER,LAPPONIAN REEFER,4/28/15
440664000,8815009,DSOZ2,16.32,91.82,0.409918691,2,3387.67,148.3790192,2,4232,CLAV,Korea,1/2/17,SL BOGO,,
441834000,8513039,3FGM3,18.45,76,70.71067812,2,2840.05,3872.046023,2,6511,CLAV,Korea,12/8/15,IRIS,SAPPORO,1/19/12
548601000,8211007,DUL6502,14.22,61.88,28.30579492,2,1292.06,1310.106415,2,3071,FFA,Philippines,5/19/15,DOLLY 889,,
627093246,9140102,9GRG,13,91.62,0.330681115,2,2856.5,344.1533089,2,3043,CLAV,Ghana,5/5/15,VOLTA VICT,,
356065000,9109263,H3OD,15,86.71,2.639335459,3,2592.25,7.5,2,2392,CLAV,Panama,12/23/16,SURUGA 1,,
355813000,8021892,3FAA6,16,93.97,6.455884912,2,3065,0,2,3247,CLAV,Panama,12/20/16,KAI CHENG,,
576507000,9194919,YJQH9,17,99.08,3.81,2,3818.5,1,2,4181,CLAV,Vanuatu,10/10/13,OCEANUS,,
636091098,9014444,A8JI5,19,128.25,2.598076211,2,6222.5,162.2354256,2,7387,CLAV,Liberia,12/30/16,PRINCE OF SEAS,,
576285000,9003158,YJQD7,15.7,105.37,0,1,3516.8,4.91934955,2,4167,CLAV,Vanuatu,12/17/16,HOUTA MARU,,
353185000,9145920,3FTS6,16,114.82,0,1,4166.2,14.78850905,2,4511,CLAV,Panama,12/8/16,KURIKOMA,,
577105000,9133305,YJTA9,17,120.75,0,1,4741.17,554.92499,2,5057,CLAV,Vanuatu,12/9/16,RYOMA,RYOMA,8/9/12
371727000,9133305,3ELZ5,17,120.75,0,1,4741.17,554.92499,2,5057,encounters,Panama,1/2/17,RYOMA,RYOMA,12/9/16
354102000,9133305,H3IZ,17,120.75,0,1,4741.17,554.92499,2,5057,encounters,Panama,8/9/12,RYOMA,,
351478000,8908076,3FNT8,22,144.34,0,1,8996,4832.367743,2,13305,CLAV,Panama,12/8/16,ATMODA,,
412217989,9038153,BAWB,12,77.65,28.07213921,2,1776,963.079436,2,,CLAV,China,1/2/17,JIN LIAO YU 57,,
244820009,9120205,PCOZ,18,117.18,0.155884573,2,5106.67,5.773502692,2,5970,CLAV,Netherlands,1/1/17,SIERRA LARA,SIERRA LARA,10/11/13
229575000,9120205,9HA3420,18,117.18,0.155884573,2,5106.67,5.773502692,2,5970,encounters,Malta,10/11/13,SIERRA LARA,SIERRA LARA,8/29/13
312097000,7507033,V3JL2,16.03,45.01,39.92372603,3,1122,1736.664331,3,2385,CLAV,Belize,9/26/13,ALASKA,,
441032000,8808161,DSOP5,15,86.33,0,1,2104.66,633.5592828,3,2267,CLAV,Korea,12/10/16,SEI SHIN,SEA MANSION,9/3/15
441032000,8808161,DSOP6,15,86.33,0,1,2104.66,633.5592828,3,2267,encounters,Korea,9/3/15,SEA MANSION,,
229359000,9309681,9HA3266,10.6,69,0,1,1267,0,1,975,ITU,Malta,8/29/14,PALOMA REEFER,PALOMA REEFER,4/10/13
354034000,9309681,HO2430,10.6,69,0,1,1267,0,1,975,encounters,Panama,4/10/13,PALOMA REEFER,,
636017709,7726706,D5MI8,24.2,144.35,0,1,11243,0,1,12570,ITU,Liberia,12/8/16,WEI LI,WEI LI,9/30/16
377762000,7726706,J8B4371,24.2,144.35,0,1,11243,0,1,12570,encounters,Saint Vincent Grenadines,7/8/15,BALTIC STAR,,
273136500,8930823,,,36.12,0,1,217,0,1,145,ITU,Russia,,SOSNOVETS,,
273433100,8725694,UDJG,,,,,187,0,1,77,ITU,Russia,,RYS,,
273812800,9081538,UHFU,,31.85,0,1,190,0,1,78,ITU,Russia,,URUP,,
311086000,8408870,C6FR7,22,150,0,1,9749,0,1,11979,ITU,Bahamas,9/2/14,TROPICAL REEFER,,
371223000,8404575,3EBT2,,95,0,1,3219,0,1,,ITU,Panama,9/28/13,FAST,,
375045000,7726718,J8B4940,24.26,144.35,0,1,11243,0,1,12570,ITU,Saint Vincent Grenadines,7/9/15,BALTIC STREAM,,
375497000,7632278,J8B4372,24,144,0,1,11233,0,1,12300,ITU,Saint Vincent Grenadines,7/10/15,BALTIC SKY,,
412204290,8426925,BAHU,12,67,0,1,986,0,1,500,ITU,China,,YUN XING 1,,
412206210,9024724,,,,,,138,,,,ITU,China,,HAI XING 6,,
412320810,8891455,,8.2,54.17,0,1,399,0,1,381,ITU,China,,JING LENG 3,,
412321260,8310267,BBRH,13.2,76,0,1,1736,0,1,1710,ITU,China,4/23/12,TAI SHENG,,
412321320,8880030,,9.9,60.8,0,1,837,0,1,621,ITU,China,,YAN YU LENG NO.2,,
412400780,8887997,,10.1,65.8,0,1,943,0,1,776,ITU,China,,ZHOU YU LENG 8,,
412400790,8887985,,10.1,65.8,0,1,943,0,1,776,ITU,China,,ZHOU YU LENG 7,,
412400810,8831986,,9.9,60.8,0,1,826,0,1,431,ITU,China,,ZHOU YU LENG 3,,
412400940,8843991,,11.5,66.8,0,1,1097,0,1,772,ITU,China,,ZHOU SHAN 17,,
412440560,7375026,BWIA,11.3,71.4,0,1,1194,0,1,1409,ITU,China,,TIAN YUAN 3,,
412660230,7379412,BSST,,,,,961,,,1126,ITU,China,,HAI FENG 830,,
412692990,,BZVM4,6,66,0,1,,,,,ITU,China,1/2/17,HAI WANG LENG HAO,,
273421900,7913622,UDFI,32.24,228.61,0,1,49367,0,1,36484,full_inf,Russia,10/28/14,LAFAYETTE,,
353670000,8223804,HO7915,11.51,70.77,0,1,1238,0,1,1256,full_inf,Panama,1/2/17,HARVESTS,,
259091000,9606211,3YWB,13,63,0,1,1468,0,1,,CSIRO,Norway,1/2/17,OYLACKS,,
273847710,8831572,UDKF,9.49,54.99,0,1,759,0,1,458,CSIRO,Russia,10/7/16,HRIZOLIT,,
273872100,8725826,UDSD,9.52,55.01,0,1,677,0,1,495,CSIRO,Russia,12/30/16,RUBINOVYY,,
273873500,8847051,UGCW,9.49,54.99,0,1,794,0,1,529,CSIRO,Russia,1/1/17,OSTROV IONY,,
259078000,9544671,LFEG,15,69.99,0,1,2189,0,1,3200,CSIRO,Norway,1/2/17,BJORG PAULINE,,
273844510,8860119,UDIN,9,55,0,1,683,0,1,529,CSIRO,Russia,6/18/12,MAYAK,,
312379000,8811687,V3YQ5,22,152,0,1,12413,0,1,9360,CSIRO,Belize,11/30/12,FRIO POSEIDON,,
273848200,7730159,_UCLX,14,95,0,1,2683,0,1,1961,CSIRO,Russia,4/30/14,TATARSTAN,,
273813900,7941813,UHGT,9,55,0,1,676,0,1,495,CSIRO,Russia,2/3/15,LUCHEZARNYY,,
354570000,8415550,3FKX4,22,153,0,1,12383,0,1,9360,CSIRO,Panama,5/5/12,REF STAR,,
273893210,8136817,UHVD,9.52,55.01,0,1,677,0,1,495,CSIRO,Russia,4/6/12,YASNOMORSKIY,,
272727000,8727018,UUAY6,9.52,54.99,0,1,683,0,1,474,CSIRO,Ukraine,11/1/14,POLUS 1,,
667006103,8138724,9LC2196,9.52,55.02,0,1,677,0,1,495,CSIRO,Sierra Leone,8/22/16,NORT,,
515175000,9101871,XUFB6,9.49,54.99,0,1,703,0,1,523,CSIRO,Cambodia,12/27/16,NADIZ,TAIS,4/13/12
273840420,9101871,UIWE,9.49,54.99,0,1,703,0,1,523,encounters,Russia,4/13/12,TAIS,,
214182402,8036079,ERXB,9.53,55.02,0,1,669,0,1,497,CSIRO,Moldova,6/27/14,SHINGLE,KORSUN,7/19/13
272523000,8036079,UUCW,9.53,55.02,0,1,669,0,1,497,encounters,Ukraine,7/19/13,KORSUN,,
341104000,9175274,UBJN2,18,134,0,1,6971,0,1,6709,CSIRO,Saint Kitts Nevis,3/27/15,FRIO VLADIVOSTOK,SARONIC BAY,8/15/13
356673000,9175274,H3PP,18,134,0,1,6971,0,1,6709,encounters,Panama,8/15/13,SARONIC BAY,,
273814810,7828712,UFGP,9,55,0,1,676,0,1,495,CSIRO,Russia,4/20/13,SELENITOVY,,
273850200,7945572,UBMGX,9.52,55.01,0,1,676,0,1,495,CSIRO,Russia,5/29/13,SVETLOVODNYY,,
273891210,8724444,UGMG,9,55,0,1,677,0,1,483,CSIRO,Russia,8/7/12,PROLIV EKATERINY,,
273813810,8724456,UFGV,9,55,0,1,676,0,1,483,CSIRO,Russia,6/13/12,BERING,,
273312180,8306606,UBLE5,22,153,0,1,12398,0,1,11871,CSIRO,Russia,6/16/12,DIREKTOR,,
667006043,8860432,UBWI5,18,134,0,1,6971,0,1,7911,CSIRO,Sierra Leone,7/14/12,FRIO SEVASTOPOLIS,FRIO SEVASTOPOLIS,2/14/12
355636000,9309681,HP7151,10.6,68.94,0,1,1267,0,1,975,CSIRO,Panama,1/2/17,PALOMA REEFER,PALOMA REEFER,8/29/14
667006086,9500326,9LC2179,11,65.1,0,1,1028,0,1,,CSIRO,Sierra Leone,7/30/16,NIKOLAY USTINOV,,
529604000,8221947,3FRQ5,13.21,85.32,0,1,2047,0,1,2085,CSIRO,Panama,11/9/12,SUN FU FA,,
636016239,9179268,D5FE3,22.6,175.72,0,1,14505,0,1,17100,CSIRO,Liberia,1/1/17,PACIFIC REEFER,PACIFIC REEFER,10/10/13
306845000,9179268,PJVM,22.6,175.72,0,1,14505,0,1,17100,encounters,Curacao,10/10/13,PACIFIC REEFER,,
518184000,8917534,E5U2135,19.7,140.5,0,1,7944,0,1,11095,CSIRO,Cook Islands,4/28/15,LAPPONIAN REEFER,,
457689000,7905039,JVZR4,13,75,0,1,1884,0,1,2144,CSIRO,Mongolia,10/11/13,KESHAN,,
355082000,6664652,HP4912,14,498,0,1,2502,0,1,2703,CSIRO,Panama,5/11/16,SUTTY REEFER,,
567196000,8211837,HSB2797,15,81,0,1,2732,0,1,3357,CSIRO,Thailand,1/1/17,SIRICHAI REEFER,,
334980000,7713228,HQXQ9,14.2,92.74,0,1,2502,0,1,2703,CSIRO,Honduras,8/26/16,SUTTI REEFER,,
377036000,7368621,J8B3225,16.62,84.51,0,1,2688,0,1,1284,CSIRO,Saint Vincent Grenadines,8/26/15,SERVIS,,
636014563,8920983,A8UV4,18,108,0,1,5084,0,1,6120,CSIRO,Liberia,10/11/13,ITALIAN REEFER,,
231792000,8920983,OZ2168,18,108,0,1,5084,0,1,6120,CSIRO,Faroe Islands,12/27/16,HARENGUS,HARENGUS,11/16/16
636011696,8312033,A8AX9,20,142,0,1,7777,0,1,8489,CSIRO,Liberia,11/26/12,MONTEVIDEO,,
375748000,7800605,J8B4470,23,155,0,1,11392,0,1,10598,CSIRO,Saint Vincent Grenadines,9/28/13,BALTIC NIGHT,,
377213000,7800588,J8B4495,23,155,0,1,11392,0,1,10598,CSIRO,Saint Vincent Grenadines,10/14/14,BALTIC NOVEL,,
636011973,8130942,A8CS5,24,139,0,1,8041,0,1,8778,CSIRO,Liberia,8/22/12,AFRICA REEFER,,
374045000,9011911,HP6825,13,80.26,0,1,1596,0,1,2000,FFA,Panama,11/26/16,HAI SHUN 158,HAI SHUN 158,9/17/15
514957000,9011911,XUCF6,13,81,0,1,1596,0,1,1596,FFA,Cambodia,5/10/13,HAI SUN 158,,
374321000,8513039,3FGM3,18.45,126,0,1,5578,0,1,6511,CSIRO,Panama,12/8/16,IRIS REEFER,IRIS,12/8/15
354464000,9016961,3FKY4,22,150.09,4.930571299,2,12413,0,1,11691,CSIRO,Panama,10/11/13,REF LIRA,,
312534000,7816472,EEDF,14.2,76.67,0,1,2617,0,1,1960,CSIRO,Spain,6/1/13,HERMANOS PINZON,,
